# Age,Chinese Name,Code,Country Of Origin,Dam,English Name,Foaling Date,Former Name,Import Type,Sire,_id,awt,class,code,date,dhw,dist,draw,finishTime,going,horseName,horseNo,jockey,lbw,money,odds,plc,raceCource,raceName,raceNo,road,runPos,trainer
5,幸福分享 ,A409,IRE,More Respect,DOCTOR GEOFF,29/03/2014,Doctor Geoff,PP,Fast Company,5cc1847dcce52f167ae98c42,120,Class 1,A409,2018/07/15,981,1600M,8,1:35.26,YIELDING,DOCTOR GEOFF,7,J Moreira,5,2500000,2.9,4,ST,THE SHA TIN MILE TROPHY (HANDICAP),8,TURF - A Course,2 2 2 4,A S Cruz
8,醒目名駒 ,S393,AUS,Dearness,ROMANTIC TOUCH,20/10/2010,Romantic Touch,PP,Northern Meteor,5cc1847dcce52f167ae98c43,124,Class 1,S393,2018/07/15,1163,1600M,6,1:35.81,YIELDING,ROMANTIC TOUCH,5,C Y Ho,8-1/2,2500000,18,6,ST,THE SHA TIN MILE TROPHY (HANDICAP),8,TURF - A Course,8 9 10 6,A S Cruz
6,達羅素 ,V246,IRE,Nisriyna,DINOZZO,07/04/2013,Dinozzo,PP,Lilbourne Lad,5cc1847dcce52f167ae98c45,132,Class 1,V246,2018/07/15,1040,1600M,9,1:36.49,YIELDING,DINOZZO,2,S Clipperton,12-3/4,2500000,45,9,ST,THE SHA TIN MILE TROPHY (HANDICAP),8,TURF - A Course,9 10 9 9,J Size
5,活影 ,B100,IRE,Talkin Kate,BIGWOOD,27/04/2014,Bigwood,PP,Requinto,5cc1847dcce52f167ae98c47,126,Class 3,B100,2018/07/15,1084,1400M,7,1:23.68,YIELDING,BIGWOOD,7,K Teetan,7-3/4,1310000,7.5,4,ST,SIGHT WINNER HANDICAP,9,TURF - A Course,12 12 9 4,C Fownes
5,萬事醒 ,A204,AUS,Lights Off,MULTIGOGO,24/08/2013,Twilight Fantasy,PPG,Drumbeats,5cc1847dcce52f167ae98c48,121,Class 3,A204,2018/07/15,1119,1400M,4,1:23.68,YIELDING,MULTIGOGO,11,Z Purton,7-3/4,1310000,5.4,5,ST,SIGHT WINNER HANDICAP,9,TURF - A Course,2 3 4 5,A S Cruz
4,鑽飾明駝 ,B183,AUS,Keeper Quiet,DIAMOND RHYME,20/08/2014,Keeper Keen,PP,Sebring,5cc1847dcce52f167ae98c49,124,Class 3,B183,2018/07/15,1032,1400M,6,1:23.73,YIELDING,DIAMOND RHYME,8,A Sanna,8,1310000,9.9,6,ST,SIGHT WINNER HANDICAP,9,TURF - A Course,8 7 6 6,K W Lui
6,威力名城 ,A139,AUS,Across The Moon,INTREPIC,30/08/2012,Intrepic,PP,Medaglia d'Oro,5cc1847dcce52f167ae98c4a,112,Class 3,A139,2018/07/15,998,1400M,10,1:23.79,YIELDING,INTREPIC,12,M F Poon,8-1/2,1310000,9.1,7,ST,SIGHT WINNER HANDICAP,9,TURF - A Course,5 5 5 7,D J Hall
6,財寶家駒 ,V101,AUS,Truly Kissed,HOME RUN,25/09/2012,----,PPG,Hinchinbrook,5cc1847dcce52f167ae98c4d,124,Class 3,V101,2018/07/15,1156,1400M,8,1:25.13,YIELDING,HOME RUN,10,W M Lai,16-3/4,1310000,21,10,ST,SIGHT WINNER HANDICAP,9,TURF - A Course,10 10 10 10,Y S Tsui
4,競技勇士 ,B285,NZ,Comme Tu Veux,RACING FIGHTER,04/11/2014,As You Will,PP,Mastercraftsman,5cc1847dcce52f167ae98c4e,130,Class 3,B285,2018/07/15,1161,1400M,2,1:25.52,YIELDING,RACING FIGHTER,4,T Berry,19-1/4,1310000,35,11,ST,SIGHT WINNER HANDICAP,9,TURF - A Course,4 6 7 11,M J Freedman
5,開心好玩 ,B316,NZ,Mystery Creek,HAPPY FUN,19/10/2013,Darci de Luca,PP,Darci Brahma,5cc1847dcce52f167ae98c4f,124,Class 3,B316,2018/07/15,1136,1400M,12,1:25.55,YIELDING,HAPPY FUN,9,U Rispoli,19-1/2,1310000,45,12,ST,SIGHT WINNER HANDICAP,9,TURF - A Course,13 14 14 12,C S Shum
5,有備而來 ,A240,IRE,Applause,ARCADA,15/03/2014,Arcada,PP,Rip Van Winkle,5cc1847dcce52f167ae98c51,130,Class 3,A240,2018/07/15,1115,1400M,9,1:26.85,YIELDING,ARCADA,1,H N Wong,27-1/2,1310000,201,14,ST,SIGHT WINNER HANDICAP,9,TURF - A Course,9 9 12 14,P F Yiu
4,好運多贏 ,B257,NZ,Daly Charm,SUPERICH,16/09/2014,----,PPG,Red Giant,5cc1847dcce52f167ae98c53,118,Class 3,B257,2018/07/15,1138,1200M,14,1:09.71,YIELDING,SUPERICH,13,J Moreira,-,1310000,4.1,1,ST,ENTRAPMENT HANDICAP,10,TURF - A Course,3 2 1,F C Lor
4,艮志騰雲 ,B119,AUS,Sadler's Girl,HANDSOME BO BO,03/09/2014,----,PPG,Helmet,5cc1847dcce52f167ae98c54,133,Class 3,B119,2018/07/15,1167,1400M,3,1:23.68,YIELDING,HANDSOME BO BO,2,K C Leung,7-3/4,1310000,9.2,3,ST,SIGHT WINNER HANDICAP,9,TURF - A Course,1 1 1 3,K L Man
5,承你所願 ,A178,AUS,Snow Flight,RELENTLESS ME,14/09/2013,A Torch Of Frost,PPG,Statue Of Liberty,5cc1847dcce52f167ae98c55,117,Class 3,A178,2018/07/15,1160,1400M,5,1:23.38,YIELDING,RELENTLESS ME,13,C Schofield,6,1310000,4.1,2,ST,SIGHT WINNER HANDICAP,9,TURF - A Course,7 8 8 2,W Y So
4,魅影揚飛 ,A354,AUS,Cariad,ALCARI,24/08/2014,----,PPG,All Too Hard,5cc1847dcce52f167ae98c56,125,Class 3,A354,2018/07/15,1185,1200M,2,1:10.37,YIELDING,ALCARI,5,K Teetan,4-1/4,1310000,5.2,3,ST,ENTRAPMENT HANDICAP,10,TURF - A Course,7 8 3,P F Yiu
7,神威敖翔 ,V150,AUS,Thunder Belle,MIGHTY MAVERICK,18/09/2011,Mighty Maverick,PP,Snitzel,5cc1847dcce52f167ae98c57,118,Class 3,V150,2018/07/15,1148,1200M,8,1:10.71,YIELDING,MIGHTY MAVERICK,7,M F Poon,6-1/4,1310000,10,5,ST,ENTRAPMENT HANDICAP,10,TURF - A Course,10 9 5,D Cruz
4,健康美麗 ,B384,AUS,Lush Liaison,GOOD BEAUTY,26/08/2014,Shallotti,PP,Hard Spun,5cc1847dcce52f167ae98c58,126,Class 3,B384,2018/07/15,1027,1200M,9,1:10.64,YIELDING,GOOD BEAUTY,4,C Schofield,5-3/4,1310000,46,4,ST,ENTRAPMENT HANDICAP,10,TURF - A Course,11 12 4,J Moore
8,英勇大師 ,S212,AUS,Jessepic,KEY WITNESS,03/10/2010,Fujimoto,PPG,Show A Heart,5cc1847dcce52f167ae98c5a,133,Class 3,S212,2018/07/15,1206,1200M,3,1:10.83,YIELDING,KEY WITNESS,1,D Whyte,7,1310000,31,6,ST,ENTRAPMENT HANDICAP,10,TURF - A Course,14 14 6,A S Cruz
5,勁好玩 ,A408,IRE,Dame Hester,SUPER FUN,01/04/2014,De Boss Man,PP,Dandy Man,5cc1847dcce52f167ae98c5b,116,Class 3,A408,2018/07/15,1106,1400M,11,1:23.99,YIELDING,SUPER FUN,14,M Chadwick,9-3/4,1310000,205,8,ST,SIGHT WINNER HANDICAP,9,TURF - A Course,6 2 3 8,L Ho
5,威進駒 ,A326,AUS,Extension Of Time,NOBLE STEED,04/10/2013,----,ISG,Street Cry,5cc1847dcce52f167ae98c5c,115,Class 3,A326,2018/07/15,1148,1200M,4,1:10.15,YIELDING,NOBLE STEED,14,C Y Ho,2-3/4,1310000,3.7,2,ST,ENTRAPMENT HANDICAP,10,TURF - A Course,4 4 2,K W Lui
7,老友威威 ,T349,AUS,Tintoretto,LUCKY GUY,01/10/2011,Next Day,PP,Domesday,5cc1847dcce52f167ae98c5d,119,Class 3,T349,2018/07/15,1211,1200M,11,1:11.16,YIELDING,LUCKY GUY,10,W M Lai,9,1310000,38,8,ST,ENTRAPMENT HANDICAP,10,TURF - A Course,12 13 8,C H Yip
4,友盈有款 ,B182,AUS,Just Stunning,MONEYMORE,05/10/2014,Nick's Reward,PP,Reward For Effort,5cc1847dcce52f167ae98c5e,116,Class 3,B182,2018/07/15,1060,1200M,1,1:11.24,YIELDING,MONEYMORE,11,K C Ng,9-1/2,1310000,27,9,ST,ENTRAPMENT HANDICAP,10,TURF - A Course,1 3 9,A Lee
6,話得事 ,A162,IRE,Awjila,GAMECHANGERS,26/01/2013,Aspen Mountain,PP,Canford Cliffs,5cc1847dcce52f167ae98c5f,126,Class 3,A162,2018/07/15,982,1200M,10,1:11.39,YIELDING,GAMECHANGERS,3,S Clipperton,10-1/2,1310000,20,10,ST,ENTRAPMENT HANDICAP,10,TURF - A Course,6 6 10,J Size
4,發財寶 ,B220,AUS,Divine Lady,BIG FORTUNE,05/09/2014,Feng Chu,PP,Moshe,5cc1847dcce52f167ae98c60,119,Class 3,B220,2018/07/15,1020,1200M,7,1:11.39,YIELDING,BIG FORTUNE,9,U Rispoli,10-1/2,1310000,11,11,ST,ENTRAPMENT HANDICAP,10,TURF - A Course,5 7 11,L Ho
5,馬功臣 ,A296,AUS,Kate Of Clonmel,MASTER ALBERT,22/09/2013,Albert Of Clonmel,PP,Magic Albert,5cc1847dcce52f167ae98c62,125,Class 3,A296,2018/07/15,1118,1200M,13,1:11.73,YIELDING,MASTER ALBERT,6,K C Leung,12-3/4,1310000,26,13,ST,ENTRAPMENT HANDICAP,10,TURF - A Course,13 11 13,W Y So
4,叫座力 ,B267,IRE,Sparkling Rock,MY POWER,16/03/2015,Eire Rock,PP,Most Improved,5cc1847dcce52f167ae98c63,120,Class 3,B267,2018/07/15,1077,1200M,12,1:11.93,YIELDING,MY POWER,8,M Chadwick,14,1310000,183,14,ST,ENTRAPMENT HANDICAP,10,TURF - A Course,8 5 14,C S Shum
5,輝煌星 ,B163,AUS,Kvarena,STAR SHINE,15/08/2013,Kalvena,PP,Magic Albert,5cc1847dcce52f167ae98c65,122,Class 2,B163,2018/07/15,1193,1400M,8,1:22.33,YIELDING,STAR SHINE,8,D Whyte,-,1860000,13,1,ST,THE HONG KONG RACEHORSE OWNERS ASSOCIATION TROPHY (HANDICAP),11,TURF - A Course,9 7 4 1,K W Lui
6,勝利導航 ,A024,AUS,Morning Dews,KEEN VENTURE,01/09/2012,Tulsa,PP,Sebring,5cc1847dcce52f167ae98c66,119,Class 2,A024,2018/07/15,1108,1400M,7,1:23.07,YIELDING,KEEN VENTURE,12,K Teetan,4-1/2,1860000,10,5,ST,THE HONG KONG RACEHORSE OWNERS ASSOCIATION TROPHY (HANDICAP),11,TURF - A Course,13 13 13 5,A Lee
5,鑲白旗 ,B336,IRE,Hassaya,XIANG BAI QI,23/03/2014,Amore Hass,PP,Azamour,5cc1847dcce52f167ae98c67,121,Class 2,B336,2018/07/15,992,1400M,9,1:23.18,YIELDING,XIANG BAI QI,11,A Sanna,5-1/4,1860000,23,6,ST,THE HONG KONG RACEHORSE OWNERS ASSOCIATION TROPHY (HANDICAP),11,TURF - A Course,12 10 5 6,D E Ferraris
5,同樂日 ,B087,GB,Clinical,LOCKHEED,24/01/2014,Lockheed,PP,Exceed And Excel,5cc1847dcce52f167ae98c68,121,Class 2,B087,2018/07/15,1059,1400M,10,1:23.39,YIELDING,LOCKHEED,10,K C Leung,6-1/2,1860000,50,7,ST,THE HONG KONG RACEHORSE OWNERS ASSOCIATION TROPHY (HANDICAP),11,TURF - A Course,1 2 2 7,C S Shum
7,勇霸神駒 ,T403,AUS,Gypsy Mai,KINGSFIELD,28/10/2011,Rom Baro,PP,Time Thief,5cc1847dcce52f167ae98c6a,123,Class 2,T403,2018/07/15,1135,1400M,4,1:24.00,YIELDING,KINGSFIELD,6,T Berry,10-1/2,1860000,17,9,ST,THE HONG KONG RACEHORSE OWNERS ASSOCIATION TROPHY (HANDICAP),11,TURF - A Course,5 6 10 9,R Gibson
6,劍斷浪 ,V142,AUS,Syrian Bride,MY DARLING,29/10/2012,Caifu,PPG,Mossman,5cc1847dcce52f167ae98c6b,128,Class 2,V142,2018/07/15,1140,1400M,3,1:24.13,YIELDING,MY DARLING,2,B Prebble,11-1/4,1860000,32,10,ST,THE HONG KONG RACEHORSE OWNERS ASSOCIATION TROPHY (HANDICAP),11,TURF - A Course,7 8 6 10,P O'Sullivan
8,真先生 ,S253,IRE,Secret Key,MR GENUINE,25/04/2011,Exogenesis,PP,Dark Angel,5cc1847dcce52f167ae98c6c,126,Class 2,S253,2018/07/15,1098,1400M,2,1:24.33,YIELDING,MR GENUINE,1,M F Poon,12-1/2,1860000,32,11,ST,THE HONG KONG RACEHORSE OWNERS ASSOCIATION TROPHY (HANDICAP),11,TURF - A Course,2 5 8 11,D J Hall
7,添好運 ,T306,AUS,Lucky Beauty,TEAM FORTUNE,20/09/2011,Clay,PPG,I Am Invincible,5cc1847dcce52f167ae98c6d,116,Class 2,T306,2018/07/15,1140,1400M,12,1:24.86,YIELDING,TEAM FORTUNE,13,K C Ng,15-3/4,1860000,243,12,ST,THE HONG KONG RACEHORSE OWNERS ASSOCIATION TROPHY (HANDICAP),11,TURF - A Course,10 11 14 12,W Y So
7,自由飛翔 ,T292,IRE,Ramamara,LETSGOFREE,16/02/2012,----,PPG,Fast Company,5cc1847dcce52f167ae98c70,133,Class 5,T292,2018/07/11,974,1650M,4,1:40.79,GOOD TO FIRM,LETSGOFREE,2,J Moreira,-,660000,4.3,1,HV,STREET CAT HANDICAP,1,TURF - A Course,9 9 9 1,C Fownes
5,金禧足球 ,A085,NZ,One Love,CELEBRATION,16/10/2013,----,PPG,O'Reilly,5cc1847dcce52f167ae98c71,119,Class 5,A085,2018/07/11,1033,1650M,12,1:40.79,GOOD TO FIRM,CELEBRATION,11,A Sanna,NOSE,660000,24,2,HV,STREET CAT HANDICAP,1,TURF - A Course,12 12 11 2,D E Ferraris
5,生力軍 ,A384,AUS,Tango's Choice,ROOKIE STAR,14/10/2013,Impossible Choice,PPG,Hard Spun,5cc1847dcce52f167ae98c73,131,Class 5,A384,2018/07/11,980,1650M,7,1:40.98,GOOD TO FIRM,ROOKIE STAR,5,N Callan,1-1/4,660000,8.6,4,HV,STREET CAT HANDICAP,1,TURF - A Course,5 4 4 4,P F Yiu
6,萬里威揚 ,A055,NZ,Just A Dream,MONEY WINNER,11/10/2012,----,PPG,Mastercraftsman,5cc1847dcce52f167ae98c74,127,Class 5,A055,2018/07/11,1057,1650M,3,1:41.01,GOOD TO FIRM,MONEY WINNER,3,M F Poon,1-1/2,660000,3.5,5,HV,STREET CAT HANDICAP,1,TURF - A Course,7 6 5 5,Y S Tsui
5,萬霸駒 ,A186,NZ,Mi Centie,MI BLANCO,18/11/2013,----,PPG,Cape Blanco,5cc1847dcce52f167ae98c76,127,Class 5,A186,2018/07/11,1088,1650M,11,1:41.54,GOOD TO FIRM,MI BLANCO,8,K Teetan,4-3/4,660000,14,7,HV,STREET CAT HANDICAP,1,TURF - A Course,10 11 12 7,A T Millard
4,志同道合 ,B287,NZ,Party Queen,HEZTHEWONFORUS,04/09/2014,Hezthewonforus,PP,Sufficient,5cc1847dcce52f167ae98c78,121,Class 2,B287,2018/07/15,1072,1400M,14,1:22.34,YIELDING,HEZTHEWONFORUS,9,J Moreira,SH,1860000,3.4,2,ST,THE HONG KONG RACEHORSE OWNERS ASSOCIATION TROPHY (HANDICAP),11,TURF - A Course,3 1 1 2,J Size
4,錶之太陽 ,B307,AUS,Fleeting Touch,SOLAR PATCH,18/10/2014,Solar Patch,PP,Stratum,5cc1847dcce52f167ae98c79,123,Class 2,B307,2018/07/15,1175,1400M,1,1:22.40,YIELDING,SOLAR PATCH,7,Z Purton,N,1860000,2.2,3,ST,THE HONG KONG RACEHORSE OWNERS ASSOCIATION TROPHY (HANDICAP),11,TURF - A Course,6 4 3 3,J Moore
7,皇龍大將 ,T400,AUS,Grey Deceiver,DRAGON GENERAL,23/09/2011,Casper's Ghost,PP,Reaan,5cc1847dcce52f167ae98c7a,124,Class 2,T400,2018/07/15,1097,1400M,13,1:22.64,YIELDING,DRAGON GENERAL,4,U Rispoli,2,1860000,26,4,ST,THE HONG KONG RACEHORSE OWNERS ASSOCIATION TROPHY (HANDICAP),11,TURF - A Course,14 14 9 4,Y S Tsui
7,歐洲之星 ,T336,IRE,Ursula Minor,GLORY STAR,04/04/2012,----,ISG,High Chaparral,5cc1847dcce52f167ae98c7d,133,Class 5,T336,2018/07/11,1107,1650M,8,1:42.21,GOOD TO FIRM,GLORY STAR,1,T Berry,9,660000,17,11,HV,STREET CAT HANDICAP,1,TURF - A Course,3 2 2 11,F C Lor
5,赤水神駒 ,V364,AUS,Fantastic Flo Jo,FANTASTIC FABIO,31/10/2013,Fantastic Fellow,PPG,Hidden Dragon,5cc1847dcce52f167ae98c7f,120,Class 4,V364,2018/07/11,1171,1200M,10,1:10.04,GOOD TO FIRM,FANTASTIC FABIO,8,U Rispoli,-,880000,5.7,1,HV,BULLDOZER HANDICAP,2,TURF - A Course,2 1 1,C H Yip
5,常豐裕 ,A266,NZ,Senorita Rosay,JOLLY BOUNTIFUL,01/11/2013,Handle Bars Down,PPG,Bullbars,5cc1847dcce52f167ae98c80,129,Class 4,A266,2018/07/11,975,1200M,8,1:10.39,GOOD TO FIRM,JOLLY BOUNTIFUL,4,S Clipperton,2-1/4,880000,7.5,3,HV,BULLDOZER HANDICAP,2,TURF - A Course,3 3 3,J Size
5,餘皇 ,B155,GB,Really Ransom,I'M THE CONQUIST,26/04/2014,Red Sabor,PP,Bated Breath,5cc1847dcce52f167ae98c81,131,Class 4,B155,2018/07/11,1082,1200M,12,1:10.50,GOOD TO FIRM,I'M THE CONQUIST,3,B Prebble,2-3/4,880000,15,5,HV,BULLDOZER HANDICAP,2,TURF - A Course,1 2 5,D Cruz
4,財帥 ,B134,NZ,Speedalot,MONEY MARSHAL,15/09/2014,----,PPG,Iffraaj,5cc1847dcce52f167ae98c83,123,Class 4,B134,2018/07/11,1125,1200M,3,1:10.67,GOOD TO FIRM,MONEY MARSHAL,6,T Berry,4,880000,53,6,HV,BULLDOZER HANDICAP,2,TURF - A Course,9 8 6,M J Freedman
6,鑽石達人 ,V341,AUS,Aqua d'Amore,DIAMOND LEGEND,30/09/2012,Northern Legend,PP,More Than Ready,5cc1847dcce52f167ae98c84,118,Class 4,V341,2018/07/11,1146,1200M,1,1:10.68,GOOD TO FIRM,DIAMOND LEGEND,9,K C Leung,4,880000,6,7,HV,BULLDOZER HANDICAP,2,TURF - A Course,6 7 7,P O'Sullivan
5,雷霆導彈 ,A281,AUS,Venetian Lady,LIGHTNING MISSILE,11/09/2013,----,PPG,Smart Missile,5cc1847dcce52f167ae98c86,117,Class 4,A281,2018/07/11,1165,1200M,6,1:10.90,GOOD TO FIRM,LIGHTNING MISSILE,11,J Moreira,5-1/2,880000,4.8,9,HV,BULLDOZER HANDICAP,2,TURF - A Course,10 10 9,K L Man
6,索先生 ,T330,AUS,County Mayo,MR PICASSO,09/08/2012,----,ISG,Exceed And Excel,5cc1847dcce52f167ae98c88,133,Class 4,T330,2018/07/11,1134,1200M,7,1:10.11,GOOD TO FIRM,MR PICASSO,2,C Schofield,N,880000,7.4,2,HV,BULLDOZER HANDICAP,2,TURF - A Course,7 6 2,D J Hall
6,超然 ,V255,AUS,Sister Livia,STAR SUPERIOR,09/10/2012,Montana Star,PP,Reward For Effort,5cc1847dcce52f167ae98c89,123,Class 4,V255,2018/07/11,1056,1200M,11,1:11.01,GOOD TO FIRM,STAR SUPERIOR,7,D Whyte,6,880000,43,11,HV,BULLDOZER HANDICAP,2,TURF - A Course,8 9 11,C W Chang
6,勁飛聖 ,T361,NZ,Dandify,FLYING MONKEY,07/09/2012,----,PPG,Pins,5cc1847dcce52f167ae98c8b,127,Class 4,T361,2018/07/11,1080,1000M,7,0:57.66,GOOD TO FIRM,FLYING MONKEY,5,K C Leung,-,880000,10,1,HV,KINGS FALCON HANDICAP,3,TURF - A Course,3 4 1,T P Yung
7,威先生 ,T334,AUS,Prompt,MR RIGHT,29/08/2011,----,ISG,Statue Of Liberty,5cc1847dcce52f167ae98c8c,132,Class 4,T334,2018/07/11,1244,1000M,1,0:57.79,GOOD TO FIRM,MR RIGHT,2,N Callan,3/4,880000,3.2,2,HV,KINGS FALCON HANDICAP,3,TURF - A Course,1 1 2,L Ho
6,提款機 ,V093,NZ,Coimbra,LAMAROSA,14/09/2012,Lamarosa,PP,Postponed,5cc1847dcce52f167ae98c8e,133,Class 4,V093,2018/07/11,1233,1000M,2,0:57.84,GOOD TO FIRM,LAMAROSA,1,Z Purton,1-1/4,880000,2.5,4,HV,KINGS FALCON HANDICAP,3,TURF - A Course,6 5 4,P O'Sullivan
7,喜菜 ,T284,ITY,Sommerflora,DR RACE,04/05/2012,Dr King,PP,Dr Fong,5cc1847dcce52f167ae98c8f,126,Class 4,T284,2018/07/11,1048,1000M,10,0:57.96,GOOD TO FIRM,DR RACE,6,B Prebble,1-3/4,880000,25,5,HV,KINGS FALCON HANDICAP,3,TURF - A Course,10 8 5,D E Ferraris
6,勁皇子 ,V143,AUS,Kiss 'N Chase,NASHASHUK,23/09/2012,----,PPG,Northern Meteor,5cc1847dcce52f167ae98c90,115,Class 4,V143,2018/07/11,1089,1000M,3,0:58.00,GOOD TO FIRM,NASHASHUK,12,J Moreira,2,880000,10,6,HV,KINGS FALCON HANDICAP,3,TURF - A Course,9 7 6,J Size
5,勁飛寶寶 ,A267,NZ,Keeperinthemyst,FLYING NOBLE,06/11/2013,----,PPG,Ekraar,5cc1847dcce52f167ae98c96,119,Class 4,A267,2018/07/11,1188,1000M,9,0:58.83,GOOD TO FIRM,FLYING NOBLE,11,W M Lai,7-1/4,880000,113,12,HV,KINGS FALCON HANDICAP,3,TURF - A Course,8 10 12,C H Yip
6,悅目星光 ,A137,AUS,Jeunes Knight,STARLIT KNIGHT,08/11/2012,All Gee,PP,Fath,5cc1847dcce52f167ae98c97,118,Class 4,A137,2018/07/11,1078,1650M,7,1:40.59,GOOD TO FIRM,STARLIT KNIGHT,9,H N Wong,1,880000,12,2,HV,MAVERICK STAR HANDICAP,4,TURF - A Course,9 10 7 2,Y S Tsui
5,永益善 ,B003,AUS,Viva Dubai,CHARITY WINGS,03/09/2013,Al Barsha,PPG,Bel Esprit,5cc1847dcce52f167ae98c98,122,Class 4,B003,2018/07/11,1096,1650M,1,1:40.44,GOOD TO FIRM,CHARITY WINGS,8,Z Purton,-,880000,4.6,1,HV,MAVERICK STAR HANDICAP,4,TURF - A Course,7 5 5 1,C S Shum
7,越跑越好 ,T140,NZ,Sweet Vibes,NEVER BETTER,01/09/2011,----,PPG,Red Giant,5cc1847dcce52f167ae98c99,115,Class 4,T140,2018/07/11,1185,1650M,8,1:40.71,GOOD TO FIRM,NEVER BETTER,12,M Chadwick,1-3/4,880000,35,3,HV,MAVERICK STAR HANDICAP,4,TURF - A Course,11 9 10 3,P O'Sullivan
8,事必獲利 ,T002,AUS,Mota,SPEEDY WALLY,10/09/2010,Speedy Wally,PP,Shinzig,5cc1847dcce52f167ae98c9a,119,Class 4,T002,2018/07/11,1112,1650M,5,1:40.87,GOOD TO FIRM,SPEEDY WALLY,10,U Rispoli,2-3/4,880000,12,4,HV,MAVERICK STAR HANDICAP,4,TURF - A Course,6 7 6 4,C Fownes
7,君子承諾 ,V042,NZ,Sogno,GENTRY,20/10/2011,----,PPG,Tavistock,5cc1847dcce52f167ae98c9b,127,Class 4,V042,2018/07/11,1031,1650M,2,1:40.91,GOOD TO FIRM,GENTRY,4,W M Lai,3,880000,13,5,HV,MAVERICK STAR HANDICAP,4,TURF - A Course,5 6 8 5,C H Yip
6,精選直前 ,V329,IRE,Amenixa,GOOD CHOICE AHEAD,12/05/2013,----,ISG,Fastnet Rock,5cc1847dcce52f167ae98c9d,118,Class 4,V329,2018/07/11,1138,1650M,3,1:41.03,GOOD TO FIRM,GOOD CHOICE AHEAD,11,K C Leung,3-3/4,880000,20,7,HV,MAVERICK STAR HANDICAP,4,TURF - A Course,2 2 2 7,L Ho
6,勤德兼備 ,A071,NZ,Enchant,FLYING QUEST,20/10/2012,Flying Quest,PP,Alamosa,5cc1847dcce52f167ae98c9e,128,Class 4,A071,2018/07/11,1055,1650M,10,1:41.08,GOOD TO FIRM,FLYING QUEST,1,M F Poon,4,880000,8.5,8,HV,MAVERICK STAR HANDICAP,4,TURF - A Course,10 11 11 8,D J Hall
5,烽煙四喜 ,A036,AUS,Jarada,ELUSIVE STATE,22/08/2013,Elusive State,PP,All American,5cc1847dcce52f167ae98ca0,124,Class 4,A036,2018/07/11,1068,1650M,11,1:41.30,GOOD TO FIRM,ELUSIVE STATE,7,A Sanna,5-1/2,880000,29,10,HV,MAVERICK STAR HANDICAP,4,TURF - A Course,4 1 1 10,D Cruz
5,南莊加寶 ,B048,NZ,Volkara,NAMJONG PLUS,12/11/2013,Dream Big,PPG,Zacinto,5cc1847dcce52f167ae98ca3,115,Class 3,B048,2018/07/11,1067,1800M,6,1:49.35,GOOD TO FIRM,NAMJONG PLUS,10,M F Poon,-,1310000,10,1,HV,SWEET ORANGE HANDICAP,5,TURF - A Course,10 10 10 11 1,A Lee
8,騰煌 ,S447,NZ,Queen To Be,TEN FLAMES,20/10/2010,----,PPG,O'Reilly,5cc1847dcce52f167ae98ca4,118,Class 3,S447,2018/07/11,1123,1800M,10,1:49.43,GOOD TO FIRM,TEN FLAMES,12,M Chadwick,1/2,1310000,37,2,HV,SWEET ORANGE HANDICAP,5,TURF - A Course,7 9 8 7 2,L Ho
7,威利熱流 ,T281,AUS,Dizelle,WILLIE WAY,11/10/2011,Willie Way,PPG,More Than Ready,5cc1847dcce52f167ae98ca5,127,Class 3,T281,2018/07/11,1123,1800M,9,1:49.52,GOOD TO FIRM,WILLIE WAY,3,C Schofield,1,1310000,19,3,HV,SWEET ORANGE HANDICAP,5,TURF - A Course,12 11 11 9 3,P O'Sullivan
5,鵲橋飛渡 ,A247,GER,Saaleland,FAITHFUL TRINITY,09/03/2014,Skarino Gold,PP,Wiener Walzer,5cc1847dcce52f167ae98ca6,121,Class 3,A247,2018/07/11,1058,1800M,12,1:49.64,GOOD TO FIRM,FAITHFUL TRINITY,7,K C Leung,1-3/4,1310000,13,4,HV,SWEET ORANGE HANDICAP,5,TURF - A Course,11 12 12 12 4,R Gibson
5,動力飛鷹 ,B072,NZ,Dosh,DYNAMIC EAGLE,03/11/2013,Dynamic Eagle,PP,Guillotine,5cc1847dcce52f167ae98ca7,121,Class 3,B072,2018/07/11,1161,1800M,7,1:49.66,GOOD TO FIRM,DYNAMIC EAGLE,6,U Rispoli,2,1310000,7.8,5,HV,SWEET ORANGE HANDICAP,5,TURF - A Course,9 8 9 10 5,C S Shum
5,歡喜心 ,A224,AUS,Dangerous Dancer,HAR HAR HEART,12/09/2013,My Boy Dangerous,PPG,Myboycharlie,5cc1847dcce52f167ae98ca8,121,Class 3,A224,2018/07/11,1090,1800M,11,1:49.72,GOOD TO FIRM,HAR HAR HEART,8,J Moreira,2-1/4,1310000,11,6,HV,SWEET ORANGE HANDICAP,5,TURF - A Course,6 6 3 1 6,J Size
7,閃電王 ,V013,NZ,Creil,MCQUEEN,09/11/2011,Mcqueen,PP,Alamosa,5cc1847dcce52f167ae98ca9,121,Class 3,V013,2018/07/11,1088,1800M,2,1:50.84,GOOD TO FIRM,MCQUEEN,9,A Sanna,9-1/4,1310000,11,10,HV,SWEET ORANGE HANDICAP,5,TURF - A Course,1 3 4 5 10,D E Ferraris
