# # Age,Chinese Name,Code,Country Of Origin,Dam,English Name,Foaling Date,Former Name,Import Type,Sire,_id,awt,class,code,date,dhw,dist,draw,finishTime,going,horseName,horseNo,jockey,lbw,money,odds,plc,raceCource,raceName,raceNo,road,runPos,trainer,Jockey,騎師,Win_x,Jockey2,Trainer,練馬師,Win_y,Trainer2
7,勇晉神駒 ,T233,IRE,Toy Show,SOCCER BRAVE,10/03/2012,Cleveland Street,PP,Windsor Knot,5ccbfdbacce52f167aeb84f9,124,Class 3,T233,2016-02-14 00:00:00,1014,1200M,6,1:11.43,GOOD,SOCCER BRAVE,4.0,G Schofield,11,1165000,299,12,ST,HEATHER HANDICAP,3,TURF - C+3 Course,6 7 12,D E Ferraris,Schofield G.,史科菲,9.0,G Schofield,Ferraris D.E.,霍利時,4.0,D E Ferraris
8,天賦致寶 ,S417,AUS,Eugenie Gold,CASH COURIER,30/09/2010,Cash Courier,PP,Strada,5ccbfdbacce52f167aeb8504,128,Class 4,S417,2016-02-14 00:00:00,1218,1800M,10,1:49.68,GOOD,CASH COURIER,4.0,G Mosse,7-3/4,800000,12,11,ST,IRIS HANDICAP,4,TURF - C+3 Course,9 8 8 11 11,K L Man,Mosse G.,巫斯義,6.0,G Mosse,Man K.L.,文家良,8.0,K L Man
6,勁飛聖 ,T361,NZ,Dandify,FLYING MONKEY,07/09/2012,----,PPG,Pins,5ccbfdbacce52f167aeb850f,129,Class 4,T361,2016-02-14 00:00:00,1087,1000M,9,0:57.57,GOOD,FLYING MONKEY,2.0,B Prebble,4,800000,3.5,7,ST,LILY HANDICAP,5,TURF - C+3 Course,2 2 7,W Y So,Prebble B.,柏寶,10.0,B Prebble,So W.Y.,蘇偉賢,7.0,W Y So
6,永常喜 ,V107,NZ,Striking Sneek,HAPPY SOUND,01/12/2012,----,PPG,Thewayyouare,5ccbfdbacce52f167aeb8515,125,Class 4,V107,2016-02-14 00:00:00,1153,1000M,5,0:59.34,GOOD,HAPPY SOUND,6.0,M L Yeung,15,800000,91,14,ST,LILY HANDICAP,5,TURF - C+3 Course,8 7 14,A Lee,Yeung M.L.,楊明綸,6.0,M L Yeung,Lee A.,李易達,6.0,A Lee
9,威勢之寶 ,P425,IRE,Irish Style,IMPERIAL CONCORDE,28/01/2010,Imperial Concorde,PP,High Chaparral,5ccbfdbacce52f167aeb8520,124,Class 4,P425,2016-02-14 00:00:00,1131,1650M,14,1:41.06,GOOD,IMPERIAL CONCORDE,8.0,R Moore,11-3/4,800000,4.4,11,ST,PEACH BLOSSOM HANDICAP,6,ALL WEATHER TRACK,14 14 11 11,S Woods,Moore R.,莫雅,14.0,R Moore,Woods S.,胡森,5.0,S Woods
8,英勇大師 ,S212,AUS,Jessepic,KEY WITNESS,03/10/2010,Fujimoto,PPG,Show A Heart,5ccbfdbacce52f167aeb8528,125,Class 2,S212,2016-02-14 00:00:00,1198,1200M,6,1:09.75,GOOD,KEY WITNESS,5.0,D Whyte,3-1/2,1650000,9.6,5,ST,THE HEUNG YEE KUK 90TH ANNIVERSARY CUP (HANDICAP),7,TURF - C+3 Course,6 6 5,A S Cruz,Whyte D.,韋達,7.0,D Whyte,Cruz A.S.,告東尼,9.0,A S Cruz
7,彩福 ,T371,AUS,Mezentseva,MIDNIGHT RATTLER,10/11/2011,Midnight Rattler,PP,Clang,5ccbfdbacce52f167aeb853e,133,Class 3,T371,2016-02-14 00:00:00,1133,1400M,7,1:22.56,GOOD,MIDNIGHT RATTLER,1.0,J Moreira,-,1165000,2.9,1,ST,ROSE HANDICAP,9,TURF - C+3 Course,4 4 5 1,J Moore,Moreira J.,莫雷拉,25.0,J Moreira,Moore J.,約翰摩亞,10.0,J Moore
7,情趣 ,V114,IRE,Midnight Mystique,MAGNETISM,08/02/2012,Al Bandar,PP,Monsieur Bond,5ccbfdbacce52f167aeb8544,122,Class 3,V114,2016-02-14 00:00:00,1144,1400M,8,1:23.03,GOOD,MAGNETISM,6.0,G Mosse,3,1165000,11,7,ST,ROSE HANDICAP,9,TURF - C+3 Course,8 8 10 7,D E Ferraris,Mosse G.,巫斯義,6.0,G Mosse,Ferraris D.E.,霍利時,4.0,D E Ferraris
6,哥哥仔 ,V074,AUS,Libor Lady,OTOUTO,25/09/2012,Libidosun,PP,Haradasun,5ccbfdbacce52f167aeb8545,125,Class 3,V074,2016-02-14 00:00:00,1019,1400M,3,1:23.07,GOOD,OTOUTO,4.0,G Schofield,3-1/4,1165000,26,8,ST,ROSE HANDICAP,9,TURF - C+3 Course,3 3 4 8,D J Hall,Schofield G.,史科菲,9.0,G Schofield,Hall D.J.,賀賢,8.0,D J Hall
8,觀自在 ,S015,NZ,Asiana,ISHVARA,05/10/2010,----,PPG,Coats Choice,5ccbfdbacce52f167aeb8550,120,Class 2,S015,2016-02-14 00:00:00,1095,1600M,9,1:34.77,GOOD,ISHVARA,14.0,G Schofield,3-1/4,1650000,88,4,ST,VIOLET HANDICAP,10,TURF - C+3 Course,1 1 2 4,T P Yung,Schofield G.,史科菲,9.0,G Schofield,Yung T.P.,容天鵬,7.0,T P Yung
7,川河寶駒 ,T375,AUS,Apocrypha,SICHUAN DAR,29/09/2011,Affirmation,PP,Not A Single Doubt,5ccbfdbacce52f167aeb8552,119,Class 2,T375,2016-02-14 00:00:00,1004,1600M,1,1:34.94,GOOD,SICHUAN DAR,13.0,J Moreira,4-1/4,1650000,2.6,6,ST,VIOLET HANDICAP,10,TURF - C+3 Course,5 6 7 6,C Fownes,Moreira J.,莫雷拉,25.0,J Moreira,Fownes C.,方嘉柏,8.0,C Fownes
8,比卡超 ,S298,NZ,Mumtaz,PIKACHU,23/10/2010,Pikachu,PP,Keeper,5ccbfdbacce52f167aeb8553,123,Class 2,S298,2016-02-14 00:00:00,1123,1600M,10,1:35.22,GOOD,PIKACHU,9.0,S de Sousa,6,1650000,14,7,ST,VIOLET HANDICAP,10,TURF - C+3 Course,11 13 12 7,D E Ferraris,de Sousa S.,蘇兆輝,14.0,S de Sousa,Ferraris D.E.,霍利時,4.0,D E Ferraris
7,將才 ,V125,IRE,Cromac,GENERAL SHERMAN,16/04/2012,General Sherman,PP,Teofilo,5ccbfdbacce52f167aeb8556,120,Class 2,V125,2016-02-14 00:00:00,1082,1600M,13,1:35.39,GOOD,GENERAL SHERMAN,10.0,K Teetan,7,1650000,16,10,ST,VIOLET HANDICAP,10,TURF - C+3 Course,3 2 3 10,A S Cruz,Teetan K.,田泰安,8.0,K Teetan,Cruz A.S.,告東尼,9.0,A S Cruz
8,大收成 ,T073,AUS,Dance Move,MASSIVE MOVE,28/08/2010,Rhythmic Cat,PPG,Tale Of The Cat,5ccbfdbacce52f167aeb857b,123,Class 4,T073,2016-02-10 00:00:00,1085,1400M,11,1:23.23,GOOD,MASSIVE MOVE,9.0,N Rawiller,3-3/4,800000,20,9,ST,LUCKY STAR HANDICAP,3,TURF - C Course,13 13 12 9,L Ho,Rawiller N.,羅理雅,8.0,N Rawiller,Ho L.,何良,8.0,L Ho
6,銀城福星 ,V088,AUS,Dancescape,RICHCITY FORTUNE,27/09/2012,Lope Too,PPG,Lope de Vega,5ccbfdbacce52f167aeb858b,123,Class 4,V088,2016-02-10 00:00:00,1125,1200M,9,1:11.18,GOOD,RICHCITY FORTUNE,7.0,C Brown,6-3/4,800000,11,11,ST,KUT CHEONG HANDICAP,4,TURF - C Course,9 11 11,J Moore,Brown C.,白布朗,8.0,C Brown,Moore J.,約翰摩亞,10.0,J Moore
7,大天龍 ,T339,NZ,Lucida,MASSIVE POWER,29/08/2011,----,ISG,Pins,5ccbfdbacce52f167aeb8592,124,Class 4,T339,2016-02-10 00:00:00,1064,1400M,9,1:23.21,GOOD,MASSIVE POWER,7.0,Y T Cheng,4-1/2,800000,26,6,ST,LUCKY STAR HANDICAP,5,TURF - C Course,1 3 3 6,L Ho,Cheng Y.T.,鄭雨滇,4.0,Y T Cheng,Ho L.,何良,8.0,L Ho
9,頌友 ,N360,NZ,Mrs Zoff,HEARTS KEEPER,10/09/2009,----,PPG,Keeper,5ccbfdbacce52f167aeb85a3,113,Class 3,N360,2016-02-10 00:00:00,1247,1200M,11,1:11.61,GOOD,HEARTS KEEPER,11.0,K C Ng,10-3/4,1165000,136,9,ST,FAT CHOI HANDICAP,6,TURF - C Course,8 8 9,Y S Tsui,Ng K.C.,吳嘉晉,2.0,K C Ng,Tsui Y.S.,徐雨石,8.0,Y S Tsui
7,勇冠王 ,T028,NZ,Reflection,IMPERIAL GALLANTRY,06/10/2011,----,PPG,Guillotine,5ccbfdbacce52f167aeb85a7,126,Class 4,T028,2016-02-10 00:00:00,1128,1600M,8,1:36.21,GOOD,IMPERIAL GALLANTRY,6.0,S de Sousa,-,800000,5.4,1,ST,PROSPERITY HANDICAP,7,TURF - C Course,8 9 8 1,P O'Sullivan,de Sousa S.,蘇兆輝,14.0,S de Sousa,O'Sullivan P.,蘇保羅,13.0,P O'Sullivan
7,歐洲之星 ,T336,IRE,Ursula Minor,GLORY STAR,04/04/2012,----,ISG,High Chaparral,5ccbfdbacce52f167aeb85ab,119,Class 4,T336,2016-02-10 00:00:00,1097,1600M,1,1:36.59,GOOD,GLORY STAR,11.0,Y T Cheng,2-1/4,800000,105,5,ST,PROSPERITY HANDICAP,7,TURF - C Course,1 1 1 5,C S Shum,Cheng Y.T.,鄭雨滇,4.0,Y T Cheng,Shum C.S.,沈集成,12.0,C S Shum
7,開心神駒 ,T200,AUS,Stand By Your Man,HIGH FIVE,03/10/2011,Copy Watch,PP,Time Thief,5ccbfdbacce52f167aeb85bd,113,Class 1,T200,2016-02-10 00:00:00,1045,1400M,11,1:21.91,GOOD,HIGH FIVE,11.0,H W Lai,4-1/2,2400000,103,9,ST,THE CHINESE NEW YEAR CUP (HANDICAP),8,TURF - C Course,11 12 10 9,A T Millard,Lai H.W.,黎海榮,4.0,H W Lai,Millard A.T.,苗禮德,8.0,A T Millard
7,爪皇烈焰 ,T353,AUS,Princess Laya,NITRO EXPRESS,12/08/2011,Alderaanian,PP,Nadeem,5ccbfdbacce52f167aeb85c6,116,Class 3,T353,2016-02-10 00:00:00,1148,1200M,7,1:10.53,GOOD,NITRO EXPRESS,11.0,S de Sousa,2,1165000,12,6,ST,FAT CHOI HANDICAP,9,TURF - C Course,9 9 6,D E Ferraris,de Sousa S.,蘇兆輝,14.0,S de Sousa,Ferraris D.E.,霍利時,4.0,D E Ferraris
8,有衝勁 ,T220,GB,Chinese White,BEST EFFORT,25/03/2011,Chinese Jade,PP,Cape Cross,5ccbfdbacce52f167aeb85c8,115,Class 3,T220,2016-02-10 00:00:00,1008,1200M,3,1:10.72,GOOD,BEST EFFORT,12.0,M L Yeung,3-1/4,1165000,217,8,ST,FAT CHOI HANDICAP,9,TURF - C Course,5 5 8,A Schutz,Yeung M.L.,楊明綸,6.0,M L Yeung,Schutz A.,孫達志,4.0,A Schutz
7,威震天 ,V119,USA,Fine Jade,MEGATRON,29/04/2012,Tailteann Games,PP,Hard Spun,5ccbfdbacce52f167aeb85ca,123,Class 3,V119,2016-02-10 00:00:00,1101,1200M,2,1:11.55,GOOD,MEGATRON,3.0,H W Lai,8-1/2,1165000,343,10,ST,FAT CHOI HANDICAP,9,TURF - C Course,3 2 10,P F Yiu,Lai H.W.,黎海榮,4.0,H W Lai,Yiu P.F.,姚本輝,7.0,P F Yiu
6,翡翠福星 ,V020,NZ,Shades Of Silk,JADE FORTUNE,15/08/2012,Showboy,PP,Showcasing,5ccbfdbacce52f167aeb85cc,133,Class 3,V020,2016-02-10 00:00:00,1108,1200M,1,---,GOOD,JADE FORTUNE,1.0,M Rodd,---,1165000,174,UR,ST,FAT CHOI HANDICAP,9,TURF - C Course,---,K L Man,Rodd M.,羅達,0.0,M Rodd,Man K.L.,文家良,8.0,K L Man
7,神威敖翔 ,V150,AUS,Thunder Belle,MIGHTY MAVERICK,18/09/2011,Mighty Maverick,PP,Snitzel,5ccbfdbacce52f167aeb85d3,132,Class 3,V150,2016-02-10 00:00:00,1131,1400M,11,1:22.47,GOOD,MIGHTY MAVERICK,2.0,M Rodd,1-1/4,1165000,52,6,ST,GOOD FORTUNE HANDICAP,10,TURF - C Course,8 8 7 6,D Cruz,Rodd M.,羅達,0.0,M Rodd,Cruz D.,告達理,5.0,D Cruz
7,老友威威 ,T349,AUS,Tintoretto,LUCKY GUY,01/10/2011,Next Day,PP,Domesday,5ccbfdbacce52f167aeb85d6,122,Class 3,T349,2016-02-10 00:00:00,1199,1400M,10,1:22.75,GOOD,LUCKY GUY,8.0,G Mosse,3,1165000,24,9,ST,GOOD FORTUNE HANDICAP,10,TURF - C Course,5 2 2 9,C H Yip,Mosse G.,巫斯義,6.0,G Mosse,Yip C.H.,葉楚航,7.0,C H Yip
7,大龍騰 ,T381,AUS,Sweet Maggie,MASSIVE MILLENNIUM,30/08/2011,Vinnie Eagle,PP,I Am Invincible,5ccbfdbacce52f167aeb85d8,126,Class 3,T381,2016-02-10 00:00:00,1156,1400M,12,1:24.05,GOOD,MASSIVE MILLENNIUM,3.0,N Rawiller,11-1/4,1165000,403,11,ST,GOOD FORTUNE HANDICAP,10,TURF - C Course,1 3 4 11,D E Ferraris,Rawiller N.,羅理雅,8.0,N Rawiller,Ferraris D.E.,霍利時,4.0,D E Ferraris
9,大笑大少 ,P297,AUS,Zazie,LAUGH OUT LOUD,24/10/2009,Queneau,PP,Casino Prince,5ccbfdbacce52f167aeb85da,123,Class 3,P297,2016-02-10 00:00:00,1129,1400M,14,1:24.37,GOOD,LAUGH OUT LOUD,5.0,C Y Ho,13-1/4,1165000,60,13,ST,GOOD FORTUNE HANDICAP,10,TURF - C Course,14 14 14 13,K L Man,Ho C.Y.,何澤堯,4.0,C Y Ho,Man K.L.,文家良,8.0,K L Man
8,其樂無窮 ,S147,GB,Puzzling,HAPPY ROCKY,03/04/2011,----,PPG,Champs Elysees,5ccbfdbacce52f167aeb85e0,129,Class 3,S147,2016-02-10 00:00:00,1093,1800M,12,1:48.87,GOOD,HAPPY ROCKY,3.0,B Prebble,4,1165000,42,5 DH,ST,KUNG HEI HANDICAP,11,TURF - C Course,14 11 11 13 5,A Lee,Prebble B.,柏寶,10.0,B Prebble,Lee A.,李易達,6.0,A Lee
8,紫電明珠 ,P256,AUS,Supernal,SPARKLING SWORD,22/11/2010,Sparkling Sword,PPG,Danzero,5ccbfdbacce52f167aeb85e4,114,Class 3,P256,2016-02-10 00:00:00,1173,1800M,11,1:48.96,GOOD,SPARKLING SWORD,10.0,M L Yeung,4-1/2,1165000,121,9,ST,KUNG HEI HANDICAP,11,TURF - C Course,1 2 3 4 9,K W Lui,Yeung M.L.,楊明綸,6.0,M L Yeung,Lui K.W.,呂健威,11.0,K W Lui
7,閃電王 ,V013,NZ,Creil,MCQUEEN,09/11/2011,Mcqueen,PP,Alamosa,5ccbfdbacce52f167aeb85e6,132,Class 3,V013,2016-02-10 00:00:00,1066,1800M,14,1:49.07,GOOD,MCQUEEN,1.0,R Moore,5-1/4,1165000,6.6,11,ST,KUNG HEI HANDICAP,11,TURF - C Course,8 10 9 10 11,D Cruz,Moore R.,莫雅,14.0,R Moore,Cruz D.,告達理,5.0,D Cruz
7,事勝意 ,T391,NZ,Lacada,GIANT TURTLE,22/10/2011,Giant Turtle,PP,Zabeel,5ccbfdbacce52f167aeb85e7,121,Class 3,T391,2016-02-10 00:00:00,1044,1800M,1,1:49.94,GOOD,GIANT TURTLE,7.0,H W Lai,10-1/2,1165000,291,12,ST,KUNG HEI HANDICAP,11,TURF - C Course,2 1 1 2 12,A Schutz,Lai H.W.,黎海榮,4.0,H W Lai,Schutz A.,孫達志,4.0,A Schutz
7,駕迅 ,T063,AUS,Rondalla,AMBITIOUS SPEEDY,14/09/2011,Dallas Cowboy,PPG,Bon Hoffa,5ccbfdbacce52f167aeb85ea,133,Class 5,T063,2016-02-06 00:00:00,1170,1400M,3,1:23.41,GOOD,AMBITIOUS SPEEDY,1.0,R Moore,-,600000,3.2,1,ST,WAI YIP HANDICAP,1,TURF - B+2 Course,4 3 3 1,A Lee,Moore R.,莫雅,14.0,R Moore,Lee A.,李易達,6.0,A Lee
6,劍斷浪 ,V142,AUS,Syrian Bride,MY DARLING,29/10/2012,Caifu,PPG,Mossman,5ccbfdbacce52f167aeb85f8,125,Class 4,V142,2016-02-06 00:00:00,1155,1000M,9,0:57.77,GOOD,MY DARLING,8.0,B Prebble,-,800000,3.5,1,ST,MUT WAH HANDICAP,2,TURF - B+2 Course,8 7 1,J Size,Prebble B.,柏寶,10.0,B Prebble,Size J.,蔡約翰,15.0,J Size
7,小米周 ,T355,AUS,Bani Yas,LUCKY GIRL,25/09/2011,More Soccer,PP,Onemorenomore,5ccbfdbacce52f167aeb8614,118,Class 3,T355,2016-02-06 00:00:00,1172,1600M,6,1:34.53,GOOD,LUCKY GIRL,10.0,S de Sousa,-,1165000,4.7,1,ST,HUNG TO HANDICAP,4,TURF - B+2 Course,7 7 8 1,C H Yip,de Sousa S.,蘇兆輝,14.0,S de Sousa,Yip C.H.,葉楚航,7.0,C H Yip
7,金碧光芒 ,T431,NZ,I'llthinkaboutit,PEARL FURU,27/11/2011,Furuvik,PP,Fully Fledged,5ccbfdbacce52f167aeb861d,107,Class 3,T431,2016-02-06 00:00:00,1163,1600M,7,1:35.89,GOOD,PEARL FURU,14.0,H N Wong,8-1/2,1165000,173,10,ST,HUNG TO HANDICAP,4,TURF - B+2 Course,2 4 2 10,P O'Sullivan,Wong H.N.,黃皓楠,6.0,H N Wong,O'Sullivan P.,蘇保羅,13.0,P O'Sullivan
7,佳運來 ,T380,AUS,Russian Belle,GREAT TREASURE,13/11/2011,Haparanda,PP,Husson,5ccbfdbacce52f167aeb861e,121,Class 3,T380,2016-02-06 00:00:00,1005,1600M,4,1:36.03,GOOD,GREAT TREASURE,8.0,D Whyte,9-1/4,1165000,44,11,ST,HUNG TO HANDICAP,4,TURF - B+2 Course,12 12 12 11,T K Ng,Whyte D.,韋達,7.0,D Whyte,Ng T.K.,吳定強,4.0,T K Ng
7,喜菜 ,T284,ITY,Sommerflora,DR RACE,04/05/2012,Dr King,PP,Dr Fong,5ccbfdbacce52f167aeb8629,133,Class 4,T284,2016-02-06 00:00:00,1040,1200M,7,1:09.94,GOOD,DR RACE,1.0,H W Lai,7-1/4,800000,14,8,ST,SHING YIP HANDICAP,5,ALL WEATHER TRACK,9 6 8,D E Ferraris,Lai H.W.,黎海榮,4.0,H W Lai,Ferraris D.E.,霍利時,4.0,D E Ferraris
7,旅英公爵 ,T345,AUS,Suzy Smart,LONDON MASTER,12/09/2011,----,ISG,Commands,5ccbfdbacce52f167aeb862b,124,Class 4,T345,2016-02-06 00:00:00,1068,1200M,1,1:10.26,GOOD,LONDON MASTER,3.0,H N Wong,9-1/4,800000,6,10,ST,SHING YIP HANDICAP,5,ALL WEATHER TRACK,1 1 10,K L Man,Wong H.N.,黃皓楠,6.0,H N Wong,Man K.L.,文家良,8.0,K L Man
8,真好漢 ,T213,AUS,Santoya,SUPER MAN,24/08/2010,Santoya Cat,PP,Tale Of The Cat,5ccbfdbacce52f167aeb8635,131,Class 4,T213,2016-02-06 00:00:00,1211,1600M,5,1:36.70,GOOD,SUPER MAN,8.0,B Prebble,8,800000,48,7,ST,SHUI WO HANDICAP,6,TURF - B+2 Course,8 9 11 7,W Y So,Prebble B.,柏寶,10.0,B Prebble,So W.Y.,蘇偉賢,7.0,W Y So
7,威利熱流 ,T281,AUS,Dizelle,WILLIE WAY,11/10/2011,Willie Way,PPG,More Than Ready,5ccbfdbacce52f167aeb8637,123,Class 4,T281,2016-02-06 00:00:00,1128,1600M,11,1:36.75,GOOD,WILLIE WAY,10.0,C Y Ho,8-1/4,800000,26,9,ST,SHUI WO HANDICAP,6,TURF - B+2 Course,13 13 13 9,P O'Sullivan,Ho C.Y.,何澤堯,4.0,C Y Ho,O'Sullivan P.,蘇保羅,13.0,P O'Sullivan
8,藍天堡馬 ,T186,GB,Jarhes,FIGHT HERO,07/02/2011,Imperiator,PP,Footstepsinthesand,5ccbfdbacce52f167aeb863d,127,Class 3,T186,2016-02-06 00:00:00,1158,1200M,12,1:08.47,GOOD,FIGHT HERO,5.0,K C Leung,-,1165000,8.1,1,ST,HOI YUEN HANDICAP,7,ALL WEATHER TRACK,1 1 1,Y S Tsui,Leung K.C.,梁家俊,6.0,K C Leung,Tsui Y.S.,徐雨石,8.0,Y S Tsui
7,旌暉 ,V077,AUS,Valkyrie Diva,JOLLY BANNER,29/09/2011,Wonder Kid,PP,Lonhro,5ccbfdbacce52f167aeb863f,116,Class 3,V077,2016-02-06 00:00:00,1045,1200M,1,1:08.57,GOOD,JOLLY BANNER,12.0,Y T Cheng,1/2,1165000,12,3,ST,HOI YUEN HANDICAP,7,ALL WEATHER TRACK,9 4 3,P F Yiu,Cheng Y.T.,鄭雨滇,4.0,Y T Cheng,Yiu P.F.,姚本輝,7.0,P F Yiu
8,醒目名駒 ,S393,AUS,Dearness,ROMANTIC TOUCH,20/10/2010,Romantic Touch,PP,Northern Meteor,5ccbfdbacce52f167aeb865a,120,Hong Kong Group Three,S393,2016-02-06 00:00:00,1143,1800M,5,1:47.28,GOOD,ROMANTIC TOUCH,8.0,N Callan,1/2,3000000,4.9,2,ST,THE CENTENARY VASE (HANDICAP),9,TURF - B+2 Course,1 1 1 1 2,A S Cruz,Callan N.,郭能,8.0,N Callan,Cruz A.S.,告東尼,9.0,A S Cruz
8,旅遊首席 ,T098,IRE,Starship,TRAVEL FIRST,19/03/2011,Bilimbi,PP,Duke Of Marmalade,5ccbfdbacce52f167aeb866b,122,Class 2,T098,2016-02-06 00:00:00,1190,1400M,4,1:22.29,GOOD,TRAVEL FIRST,11.0,Z Purton,1-1/2,1650000,2.6,4,ST,HING YIP HANDICAP,10,TURF - B+2 Course,6 7 5 4,C H Yip,Purton Z.,潘頓,15.0,Z Purton,Yip C.H.,葉楚航,7.0,C H Yip
7,龍船鼓響 ,T286,IRE,Citron Presse,CITRON SPIRIT,12/04/2012,Citron Spirit,PP,Invincible Spirit,5ccbfdbacce52f167aeb8674,122,Class 2,T286,2016-02-06 00:00:00,1025,1400M,2,1:24.51,GOOD,CITRON SPIRIT,13.0,C Brown,15-1/4,1650000,174,13,ST,HING YIP HANDICAP,10,TURF - B+2 Course,10 10 13 13,C Fownes,Brown C.,白布朗,8.0,C Brown,Fownes C.,方嘉柏,8.0,C Fownes
8,事必獲利 ,T002,AUS,Mota,SPEEDY WALLY,10/09/2010,Speedy Wally,PP,Shinzig,5ccbfdbacce52f167aeb8689,116,Class 4,T002,2016-02-03 00:00:00,1100,1800M,7,1:51.10,GOOD,SPEEDY WALLY,11.0,K C Leung,4-1/2,800000,8.9,6,HV,MURRAY HANDICAP,2,TURF - A Course,9 8 10 8 6,P O'Sullivan,Leung K.C.,梁家俊,6.0,K C Leung,O'Sullivan P.,蘇保羅,13.0,P O'Sullivan
6,紅衣醒神 ,V153,AUS,With Fervour,MR STUNNING,17/10/2012,----,PPG,Exceed And Excel,5ccbfdbacce52f167aeb8690,125,Class 4,V153,2016-02-03 00:00:00,1146,1000M,10,0:57.49,GOOD,MR STUNNING,5.0,K Teetan,-,800000,2.7,1,HV,LAMBETH HANDICAP,3,TURF - A Course,9 8 1,J Size,Teetan K.,田泰安,8.0,K Teetan,Size J.,蔡約翰,15.0,J Size
7,威先生 ,T334,AUS,Prompt,MR RIGHT,29/08/2011,----,ISG,Statue Of Liberty,5ccbfdbacce52f167aeb8691,130,Class 4,T334,2016-02-03 00:00:00,1199,1000M,5,0:57.55,GOOD,MR RIGHT,2.0,K C Leung,N,800000,4.1,2,HV,LAMBETH HANDICAP,3,TURF - A Course,4 3 2,L Ho,Leung K.C.,梁家俊,6.0,K C Leung,Ho L.,何良,8.0,L Ho
8,怡德 ,T055,AUS,Gone Wild,THE SYLPH,12/09/2010,Tikitour,PP,Dane Shadow,5ccbfdbacce52f167aeb869e,130,Class 4,T055,2016-02-03 00:00:00,1022,1650M,10,1:41.91,GOOD,THE SYLPH,5.0,N Rawiller,1-3/4,800000,12,3,HV,ICE HOUSE HANDICAP,4,TURF - A Course,12 12 12 3,D E Ferraris,Rawiller N.,羅理雅,8.0,N Rawiller,Ferraris D.E.,霍利時,4.0,D E Ferraris
7,勝利仔 ,S355,NZ,La Bella Dama,VICTORY BOYS,12/11/2011,----,PPG,Mastercraftsman,5ccbfdbacce52f167aeb86a2,118,Class 4,S355,2016-02-03 00:00:00,1195,1650M,11,1:42.07,GOOD,VICTORY BOYS,9.0,K C Leung,2-3/4,800000,75,7,HV,ICE HOUSE HANDICAP,4,TURF - A Course,11 11 11 7,D J Hall,Leung K.C.,梁家俊,6.0,K C Leung,Hall D.J.,賀賢,8.0,D J Hall
9,中華壹號 ,T207,IRE,Lucky Norwegian,LOVE CHUNGHWA,26/04/2010,Charter,PP,Elusive City,5ccbfdbacce52f167aeb86ad,133,Class 4,T207,2016-02-03 00:00:00,1126,1200M,1,1:11.56,GOOD,LOVE CHUNGHWA,1.0,R Moore,4-1/4,800000,6.6,6,HV,EDINBURGH HANDICAP,5,TURF - A Course,8 8 6,A Lee,Moore R.,莫雅,14.0,R Moore,Lee A.,李易達,6.0,A Lee
7,金錢炮 ,T022,AUS,Dance Hit,GOLDEN CANNON,18/09/2011,----,PPG,Danzero,5ccbfdbacce52f167aeb86b1,124,Class 4,T022,2016-02-03 00:00:00,973,1200M,11,1:12.10,GOOD,GOLDEN CANNON,6.0,Y T Cheng,7-1/2,800000,104,10,HV,EDINBURGH HANDICAP,5,TURF - A Course,5 7 10,D Cruz,Cheng Y.T.,鄭雨滇,4.0,Y T Cheng,Cruz D.,告達理,5.0,D Cruz
7,明月光 ,T369,IRE,Annee Lumiere,ACCLAIMED LIGHT,18/04/2012,Acclaimed Light,PP,Acclamation,5ccbfdbacce52f167aeb86b7,115,Class 3,T369,2016-02-03 00:00:00,1017,1650M,12,1:41.79,GOOD,ACCLAIMED LIGHT,11.0,K C Leung,1,1165000,14,3,HV,CLUB STREET HANDICAP,6,TURF - A Course,12 12 9 3,P O'Sullivan,Leung K.C.,梁家俊,6.0,K C Leung,O'Sullivan P.,蘇保羅,13.0,P O'Sullivan
8,麯院風荷 ,T112,IRE,Ebadiyla,LOTUS BREEZE,13/03/2011,Ebanoran,PP,Oasis Dream,5ccbfdbacce52f167aeb86bc,133,Class 3,T112,2016-02-03 00:00:00,1079,1650M,1,1:42.38,GOOD,LOTUS BREEZE,1.0,B Prebble,4-3/4,1165000,6.3,8,HV,CLUB STREET HANDICAP,6,TURF - A Course,6 4 3 8,W Y So,Prebble B.,柏寶,10.0,B Prebble,So W.Y.,蘇偉賢,7.0,W Y So
8,大運舞台 ,T256,NZ,The Quarewan,THE SHOW,17/09/2010,The Show,PP,High Chaparral,5ccbfdbacce52f167aeb86bd,120,Class 3,T256,2016-02-03 00:00:00,1085,1650M,5,1:42.68,GOOD,THE SHOW,4.0,H N Wong,6-1/2,1165000,13,9,HV,CLUB STREET HANDICAP,6,TURF - A Course,3 3 4 9,C H Yip,Wong H.N.,黃皓楠,6.0,H N Wong,Yip C.H.,葉楚航,7.0,C H Yip
8,歡樂小子 ,S235,AUS,Grilse,ULTIMATE GLORY,16/11/2010,Ultimate Glory,PP,Exceed And Excel,5ccbfdbacce52f167aeb86c2,124,Class 3,S235,2016-02-03 00:00:00,1221,1650M,10,1:41.33,GOOD,ULTIMATE GLORY,7.0,G Mosse,SH,1165000,10,2,HV,THE HONG KONG CLUB CHALLENGE CUP (HANDICAP),7,TURF - A Course,4 4 3 2,K L Man,Mosse G.,巫斯義,6.0,G Mosse,Man K.L.,文家良,8.0,K L Man
