date,raceCource,raceNo,going,raceName,road,money,class,dist,plc,horseNo,horseName,jockey,trainer,awt,dhw,draw,lbw,runPos,finishTime,odds,horseCode,Chinese Name,Code,English Name,Former Name,Sire,Dam,Import Type,Country Of Origin,Age,Foaling Date,Jockey,騎師_x,1ST_x,1DH_x,2ND_x,2DH_x,3RD_x,3DH_x,4TH_x,4DH_x,5TH_x,5DH_x,STARTS_x,STAKES_x,Win%_x,騎師_y,Jockey2,Trainer,練馬師_x,1ST_y,1DH_y,2ND_y,2DH_y,3RD_y,3DH_y,4TH_y,4DH_y,5TH_y,5DH_y,STARTS_y,STAKES_y,Win%_y,練馬師_y,Trainer2,DamRank,SireRank
2018-07-11 00:00:00,HV,8,GOOD TO FIRM,SILVER GRECIAN HANDICAP,TURF - "A" Course,1310000,Class 3,1200M,8,9.0,HIGH FIVE,K Teetan,A T Millard,125,1082,7,5-1/4,10 10 8,1:10.68,11,T200,開心神駒 ,T200,HIGH FIVE,Copy Watch,Time Thief,Stand By Your Man,PP,AUS,7.0,2011-03-10 00:00:00,Teetan K.,田泰安,52,1,54,1,70,--,60,--,57,--,588,70099585.0,8.8,田泰安,K Teetan,Millard A.T.,苗禮德,34,--,24,--,30,--,29,--,23,--,291,47944320.0,11.70,苗禮德,A T Millard,8.0,8.0
2018-07-11 00:00:00,HV,8,GOOD TO FIRM,SILVER GRECIAN HANDICAP,TURF - "A" Course,1310000,Class 3,1200M,9,10.0,LADY FIRST,A Sanna,M J Freedman,122,1035,8,5-1/2,5 4 9,1:10.71,21,B013,愛馬劍 ,B013,LADY FIRST,Sidestep,Zacinto,Avoid,PP,NZ,5.0,2013-10-24 00:00:00,Sanna A.,沈拿,17,--,16,--,24,--,36,--,23,1,344,26315150.0,4.9,沈拿,A Sanna,Freedman M.J.,麥菲文,14,--,24,1,19,1,12,1,27,--,261,18641800.0,5.40,麥菲文,M J Freedman,9.0,5.0
2018-07-11 00:00:00,HV,8,GOOD TO FIRM,SILVER GRECIAN HANDICAP,TURF - "A" Course,1310000,Class 3,1200M,10,3.0,JOLLY CONVERGENCE,U Rispoli,T P Yung,129,1078,1,5-1/2,7 8 10,1:10.72,30,V293,大聚會 ,V293,JOLLY CONVERGENCE,Waipu Cove,Equiano,Langs Lash,PP,GB,6.0,2013-04-29 00:00:00,Rispoli U.,李寶利,31,--,33,--,34,--,40,1,36,--,465,39452275.0,6.7,李寶利,U Rispoli,Yung T.P.,容天鵬,30,--,24,--,17,--,23,--,20,--,351,31432560.0,8.50,容天鵬,T P Yung,10.0,10.0
2018-07-11 00:00:00,HV,8,GOOD TO FIRM,SILVER GRECIAN HANDICAP,TURF - "A" Course,1310000,Class 3,1200M,11,1.0,MONEYMORE,J Moreira,A Lee,122,1085,11,18-3/4,3 6 11,1:12.83,27,B182,友盈有款 ,B182,MONEYMORE,Nick's Reward,Reward For Effort,Just Stunning,PP,AUS,4.0,2014-05-10 00:00:00,Moreira J.,莫雷拉,134,--,98,1,76,--,74,1,50,--,660,162786520.0,20.3,莫雷拉,J Moreira,Lee A.,李易達,15,--,23,--,22,--,36,--,25,1,371,16545500.0,4.00,李易達,A Lee,10.0,8.0
2018-07-11 00:00:00,HV,8,GOOD TO FIRM,SILVER GRECIAN HANDICAP,TURF - "A" Course,1310000,Class 3,1200M,12,5.0,BEST STEP,C Schofield,C Fownes,126,1116,6,28-1/4,11 12 12,1:14.36,18,A150,nan,nan,nan,nan,nan,nan,nan,nan,nan,NaT,Schofield C.,史卓豐,38,--,27,--,33,--,44,--,31,--,410,55103300.0,9.3,史卓豐,C Schofield,Fownes C.,方嘉柏,39,--,41,--,40,1,47,1,49,1,522,47634720.0,7.50,方嘉柏,C Fownes,nan,nan
2018-07-11 00:00:00,HV,8,GOOD TO FIRM,SILVER GRECIAN HANDICAP,TURF - "A" Course,1310000,Class 3,1200M,WV,nan,COUNTRY MELODY,B Prebble,F C Lor,133,---,---,---,---,---,---,T011,nan,nan,nan,nan,nan,nan,nan,nan,nan,NaT,Prebble B.,柏寶,20,--,25,--,32,--,23,--,29,--,347,37135000.0,5.8,柏寶,B Prebble,Lor F.C.,羅富全,65,--,47,--,49,--,39,--,34,--,432,62296860.0,15.00,羅富全,F C Lor,nan,nan
2018-07-08 00:00:00,ST,1,GOOD TO FIRM,YUNG SHUE O PLATE,TURF - "C" Course,820000,Griffin Race,1200M,1,7.0,SPEED VISION,J Moreira,F C Lor,129,1140,11,-,1 1 1,1:09.57,5,B211,極速駿馬 ,B211,SPEED VISION,----,Helmet,Sunburnt,PPG,GB,4.0,2015-04-29 00:00:00,Moreira J.,莫雷拉,134,--,98,1,76,--,74,1,50,--,660,162786520.0,20.3,莫雷拉,J Moreira,Lor F.C.,羅富全,65,--,47,--,49,--,39,--,34,--,432,62296860.0,15.00,羅富全,F C Lor,1.0,6.0
2018-07-08 00:00:00,ST,1,GOOD TO FIRM,YUNG SHUE O PLATE,TURF - "C" Course,820000,Griffin Race,1200M,2,3.0,NORDIC WARRIOR,U Rispoli,R Gibson,129,1102,2,2-1/4,6 5 2,1:09.92,7.6,B371,雪戰神駒 ,B371,NORDIC WARRIOR,----,Dutch Art,Girl Power,ISG,IRE,4.0,2015-03-22 00:00:00,Rispoli U.,李寶利,31,--,33,--,34,--,40,1,36,--,465,39452275.0,6.7,李寶利,U Rispoli,Gibson R.,高伯新,28,1,24,--,35,--,23,--,29,--,332,30533370.0,8.40,高伯新,R Gibson,2.0,2.0
2018-07-08 00:00:00,ST,1,GOOD TO FIRM,YUNG SHUE O PLATE,TURF - "C" Course,820000,Griffin Race,1200M,3,6.0,RULETHEROOST,A Sanna,F C Lor,129,1143,4,2-1/2,8 8 3,1:09.97,6,B299,兵貴神速 ,B299,RULETHEROOST,----,Redoute's Choice,Navajo Queen,PPG,GER,4.0,2015-01-01 00:00:00,Sanna A.,沈拿,17,--,16,--,24,--,36,--,23,1,344,26315150.0,4.9,沈拿,A Sanna,Lor F.C.,羅富全,65,--,47,--,49,--,39,--,34,--,432,62296860.0,15.00,羅富全,F C Lor,3.0,8.0
2018-07-08 00:00:00,ST,1,GOOD TO FIRM,YUNG SHUE O PLATE,TURF - "C" Course,820000,Griffin Race,1200M,4,12.0,WITNESS HUNTER,Z Purton,F C Lor,120,1191,3,2-3/4,3 3 4,1:10.00,7.7,B421,數糊勇士 ,B421,WITNESS HUNTER,Witness Hunter,Star Witness,Boldina,PPG,AUS,3.0,2015-12-09 00:00:00,Purton Z.,潘頓,136,--,107,1,64,1,60,1,47,--,635,181824240.0,21.4,潘頓,Z Purton,Lor F.C.,羅富全,65,--,47,--,49,--,39,--,34,--,432,62296860.0,15.00,羅富全,F C Lor,4.0,6.0
2018-07-08 00:00:00,ST,1,GOOD TO FIRM,YUNG SHUE O PLATE,TURF - "C" Course,820000,Griffin Race,1200M,5,11.0,TOUCHDOWN STRIKER,S Clipperton,M J Freedman,120,1056,1,3,5 4 5,1:10.05,44,B346,搶攻威威 ,B346,TOUCHDOWN STRIKER,Magic Trip,Turffontein,Acid Test,PPG,AUS,3.0,2015-05-09 00:00:00,Clipperton S.,祈普敦,18,--,27,--,26,1,21,--,22,--,341,35485300.0,5.3,祈普敦,S Clipperton,Freedman M.J.,麥菲文,14,--,24,1,19,1,12,1,27,--,261,18641800.0,5.40,麥菲文,M J Freedman,5.0,5.0
2018-07-08 00:00:00,ST,1,GOOD TO FIRM,YUNG SHUE O PLATE,TURF - "C" Course,820000,Griffin Race,1200M,6,10.0,LE TERROIR,M L Yeung,L Ho,118,1136,8,4,11 10 6,1:10.22,63,B403,天地人 ,B403,LE TERROIR,----,Star Witness,Chichi Romero,PPG,AUS,3.0,2015-08-28 00:00:00,Yeung M.L.,楊明綸,23,--,17,--,25,--,34,1,38,1,461,25206850.0,5.0,楊明綸,M L Yeung,Ho L.,何良,32,--,36,--,36,--,33,1,41,--,467,38093795.0,6.90,何良,L Ho,6.0,6.0
2018-07-08 00:00:00,ST,1,GOOD TO FIRM,YUNG SHUE O PLATE,TURF - "C" Course,820000,Griffin Race,1200M,7,5.0,ROCKAGE,K Teetan,F C Lor,129,1008,10,5-1/4,7 9 7,1:10.41,34,B242,非同凡響 ,B242,ROCKAGE,----,Society Rock,Box Of Frogs,PPG,IRE,4.0,2015-04-16 00:00:00,Teetan K.,田泰安,52,1,54,1,70,--,60,--,57,--,588,70099585.0,8.8,田泰安,K Teetan,Lor F.C.,羅富全,65,--,47,--,49,--,39,--,34,--,432,62296860.0,15.00,羅富全,F C Lor,7.0,7.0
2018-07-08 00:00:00,ST,1,GOOD TO FIRM,YUNG SHUE O PLATE,TURF - "C" Course,820000,Griffin Race,1200M,8,2.0,KING KANALOA,B Prebble,J Moore,129,1069,6,5-3/4,10 11 8,1:10.50,33,B202,nan,nan,nan,nan,nan,nan,nan,nan,nan,NaT,Prebble B.,柏寶,20,--,25,--,32,--,23,--,29,--,347,37135000.0,5.8,柏寶,B Prebble,Moore J.,約翰摩亞,33,--,39,--,35,--,44,--,47,--,498,96764400.0,6.60,約翰摩亞,J Moore,nan,nan
2018-07-08 00:00:00,ST,1,GOOD TO FIRM,YUNG SHUE O PLATE,TURF - "C" Course,820000,Griffin Race,1200M,9,1.0,BELLA BABY,H N Wong,W Y So,126,1017,7,6,9 7 9,1:10.52,15,B365,寶貝兒 ,B365,BELLA BABY,----,Havana Gold,Chanter,ISG,IRE,4.0,2015-03-16 00:00:00,Wong H.N.,黃皓楠,24,1,23,--,18,--,23,1,27,1,367,26146425.0,6.5,黃皓楠,H N Wong,So W.Y.,蘇偉賢,27,--,48,--,31,--,31,--,40,1,468,37629690.0,5.80,蘇偉賢,W Y So,9.0,9.0
2018-07-08 00:00:00,ST,1,GOOD TO FIRM,YUNG SHUE O PLATE,TURF - "C" Course,820000,Griffin Race,1200M,10,4.0,PACIFIC MASTER,N Callan,J Moore,129,1140,9,8-1/4,2 2 10,1:10.90,42,B215,nan,nan,nan,nan,nan,nan,nan,nan,nan,NaT,Callan N.,郭能,25,--,33,--,39,--,34,--,47,2,423,36670300.0,5.9,郭能,N Callan,Moore J.,約翰摩亞,33,--,39,--,35,--,44,--,47,--,498,96764400.0,6.60,約翰摩亞,J Moore,nan,nan
2018-07-08 00:00:00,ST,1,GOOD TO FIRM,YUNG SHUE O PLATE,TURF - "C" Course,820000,Griffin Race,1200M,11,8.0,ROMANTIC BONANZA,T Berry,C S Shum,127,1122,5,8-3/4,4 6 11,1:10.98,2.5,B344,銀照收 ,B344,ROMANTIC BONANZA,Graffiti Boy,Savabeel,Glam Slam,PPG,NZ,3.0,2015-08-23 00:00:00,Berry T.,貝湯美,20,--,26,--,38,1,33,--,39,--,418,45697300.0,4.8,貝湯美,T Berry,Shum C.S.,沈集成,51,--,41,--,42,--,35,--,33,--,488,63076620.0,10.50,沈集成,C S Shum,11.0,8.0
2018-07-08 00:00:00,ST,1,GOOD TO FIRM,YUNG SHUE O PLATE,TURF - "C" Course,820000,Griffin Race,1200M,WV,9.0,THANKS FOREVER,D Whyte,J Moore,127,---,---,---,---,---,---,B312,常感恩 ,B312,THANKS FOREVER,----,Duporth,Cinecitta,PPG,AUS,3.0,2015-10-19 00:00:00,Whyte D.,韋達,28,--,37,--,35,--,35,--,41,1,400,38252500.0,7.0,韋達,D Whyte,Moore J.,約翰摩亞,33,--,39,--,35,--,44,--,47,--,498,96764400.0,6.60,約翰摩亞,J Moore,nan,9.0
2018-07-08 00:00:00,ST,2,GOOD,WONG CHUK WAN HANDICAP,ALL WEATHER TRACK,660000,Class 5,1200M,1,10.0,SNOWHOOVES,J Moreira,W Y So,118,1056,2,-,3 2 1,1:09.62,2.9,S409,nan,nan,nan,nan,nan,nan,nan,nan,nan,NaT,Moreira J.,莫雷拉,134,--,98,1,76,--,74,1,50,--,660,162786520.0,20.3,莫雷拉,J Moreira,So W.Y.,蘇偉賢,27,--,48,--,31,--,31,--,40,1,468,37629690.0,5.80,蘇偉賢,W Y So,nan,nan
2018-07-08 00:00:00,ST,2,GOOD,WONG CHUK WAN HANDICAP,ALL WEATHER TRACK,660000,Class 5,1200M,2,11.0,EQUITY DOCTRINE,W M Lai,C W Chang,113,1118,1,1-3/4,7 5 2,1:09.91,19,T329,nan,nan,nan,nan,nan,nan,nan,nan,nan,NaT,Lai W.M.,賴維銘,5,--,10,--,17,--,16,3,21,--,309,9378525.0,1.6,賴維銘,W M Lai,Chang C.W.,鄭俊偉,16,--,16,--,33,--,21,1,24,--,356,16814650.0,4.50,鄭俊偉,C W Chang,nan,nan
2018-07-08 00:00:00,ST,2,GOOD,WONG CHUK WAN HANDICAP,ALL WEATHER TRACK,660000,Class 5,1200M,3,2.0,EVER STRONG,Z Purton,K L Man,132,1057,5,3,2 1 3,1:10.11,8.7,A275,常山耆寶 ,A275,EVER STRONG,----,Savabeel,Fire Song,PPG,NZ,5.0,2013-09-26 00:00:00,Purton Z.,潘頓,136,--,107,1,64,1,60,1,47,--,635,181824240.0,21.4,潘頓,Z Purton,Man K.L.,文家良,22,--,25,--,30,--,30,2,47,--,439,27281275.0,5.00,文家良,K L Man,3.0,8.0
2018-07-08 00:00:00,ST,2,GOOD,WONG CHUK WAN HANDICAP,ALL WEATHER TRACK,660000,Class 5,1200M,4,9.0,RAINBOW GOLD,M Chadwick,L Ho,121,1041,10,3-1/4,10 12 4,1:10.15,5.3,T237,nan,nan,nan,nan,nan,nan,nan,nan,nan,NaT,Chadwick M.,蔡明紹,19,--,32,--,20,--,35,--,36,--,386,28801650.0,4.9,蔡明紹,M Chadwick,Ho L.,何良,32,--,36,--,36,--,33,1,41,--,467,38093795.0,6.90,何良,L Ho,nan,nan
2018-07-08 00:00:00,ST,2,GOOD,WONG CHUK WAN HANDICAP,ALL WEATHER TRACK,660000,Class 5,1200M,5,6.0,CORRE RAPIDO,N Callan,R Gibson,125,1154,9,4-1/2,8 6 5,1:10.34,7.4,A053,勁快步 ,A053,CORRE RAPIDO,Raffia,Iffraaj,Charangas,PPG,NZ,6.0,2012-08-10 00:00:00,Callan N.,郭能,25,--,33,--,39,--,34,--,47,2,423,36670300.0,5.9,郭能,N Callan,Gibson R.,高伯新,28,1,24,--,35,--,23,--,29,--,332,30533370.0,8.40,高伯新,R Gibson,5.0,4.0
2018-07-08 00:00:00,ST,2,GOOD,WONG CHUK WAN HANDICAP,ALL WEATHER TRACK,660000,Class 5,1200M,6,7.0,HAPPY SOUND,C Y Ho,C Fownes,123,1135,7,5-1/4,6 8 6,1:10.44,11,V107,永常喜 ,V107,HAPPY SOUND,----,Thewayyouare,Striking Sneek,PPG,NZ,6.0,2012-01-12 00:00:00,Ho C.Y.,何澤堯,24,--,22,--,32,--,30,2,31,1,458,27797650.0,5.2,何澤堯,C Y Ho,Fownes C.,方嘉柏,39,--,41,--,40,1,47,1,49,1,522,47634720.0,7.50,方嘉柏,C Fownes,6.0,5.0
2018-07-08 00:00:00,ST,2,GOOD,WONG CHUK WAN HANDICAP,ALL WEATHER TRACK,660000,Class 5,1200M,7,1.0,THE HAPPY BUNCH,T Berry,M J Freedman,133,1075,4,5-1/2,5 4 7,1:10.52,19,B121,七星拱照 ,B121,THE HAPPY BUNCH,Ceepeekaywhy,Lope de Vega,Fairly Feline,PPG,AUS,4.0,2014-08-18 00:00:00,Berry T.,貝湯美,20,--,26,--,38,1,33,--,39,--,418,45697300.0,4.8,貝湯美,T Berry,Freedman M.J.,麥菲文,14,--,24,1,19,1,12,1,27,--,261,18641800.0,5.40,麥菲文,M J Freedman,7.0,8.0
2018-07-08 00:00:00,ST,2,GOOD,WONG CHUK WAN HANDICAP,ALL WEATHER TRACK,660000,Class 5,1200M,8,4.0,AMBITIOUS SPEEDY,A Sanna,A Lee,130,1201,8,6-1/2,11 9 8,1:10.66,11,T063,駕迅 ,T063,AMBITIOUS SPEEDY,Dallas Cowboy,Bon Hoffa,Rondalla,PPG,AUS,7.0,2011-09-14 00:00:00,Sanna A.,沈拿,17,--,16,--,24,--,36,--,23,1,344,26315150.0,4.9,沈拿,A Sanna,Lee A.,李易達,15,--,23,--,22,--,36,--,25,1,371,16545500.0,4.00,李易達,A Lee,8.0,8.0
2018-07-08 00:00:00,ST,2,GOOD,WONG CHUK WAN HANDICAP,ALL WEATHER TRACK,660000,Class 5,1200M,9,8.0,ELITE POWER,B Prebble,D E Ferraris,123,1164,3,7,12 10 9,1:10.74,54,B059,nan,nan,nan,nan,nan,nan,nan,nan,nan,NaT,Prebble B.,柏寶,20,--,25,--,32,--,23,--,29,--,347,37135000.0,5.8,柏寶,B Prebble,Ferraris D.E.,霍利時,27,--,40,--,41,--,47,1,46,1,488,33464060.0,5.50,霍利時,D E Ferraris,nan,nan
2018-07-08 00:00:00,ST,2,GOOD,WONG CHUK WAN HANDICAP,ALL WEATHER TRACK,660000,Class 5,1200M,10,3.0,MASSIVE MILLENNIUM,C Schofield,T P Yung,131,1178,6,7,9 11 10,1:10.75,8.5,T381,大龍騰 ,T381,MASSIVE MILLENNIUM,Vinnie Eagle,I Am Invincible,Sweet Maggie,PP,AUS,7.0,2011-08-30 00:00:00,Schofield C.,史卓豐,38,--,27,--,33,--,44,--,31,--,410,55103300.0,9.3,史卓豐,C Schofield,Yung T.P.,容天鵬,30,--,24,--,17,--,23,--,20,--,351,31432560.0,8.50,容天鵬,T P Yung,10.0,10.0
2018-07-08 00:00:00,ST,2,GOOD,WONG CHUK WAN HANDICAP,ALL WEATHER TRACK,660000,Class 5,1200M,11,12.0,ROCKET LET WIN,K C Ng,D Cruz,110,1129,12,16-1/4,1 3 11,1:12.24,62,P330,nan,nan,nan,nan,nan,nan,nan,nan,nan,NaT,Ng K.C.,吳嘉晉,2,--,5,--,8,--,12,--,10,--,275,4990400.0,0.7,吳嘉晉,K C Ng,Cruz D.,告達理,13,--,9,--,10,--,20,--,27,1,212,11727250.0,6.10,告達理,D Cruz,nan,nan
2018-07-08 00:00:00,ST,2,GOOD,WONG CHUK WAN HANDICAP,ALL WEATHER TRACK,660000,Class 5,1200M,12,5.0,FURLONG DRAGON,H N Wong,Y S Tsui,126,1062,11,48-3/4,4 7 12,1:17.43,73,A034,nan,nan,nan,nan,nan,nan,nan,nan,nan,NaT,Wong H.N.,黃皓楠,24,1,23,--,18,--,23,1,27,1,367,26146425.0,6.5,黃皓楠,H N Wong,Tsui Y.S.,徐雨石,40,1,46,--,40,--,40,1,43,1,523,44427620.0,7.60,徐雨石,Y S Tsui,nan,nan
2018-07-08 00:00:00,ST,3,GOOD TO FIRM,WONG MA TEI HANDICAP,TURF - "C" Course,660000,Class 5,1400M,1,1.0,THE FULL BLOOM,Z Purton,C H Yip,133,1066,3,-,8 8 6 1,1:21.93,3.2,V243,盛勢 ,V243,THE FULL BLOOM,Grey Morning,Zebedee,Break Of Dawn,PP,GB,6.0,2013-02-18 00:00:00,Purton Z.,潘頓,136,--,107,1,64,1,60,1,47,--,635,181824240.0,21.4,潘頓,Z Purton,Yip C.H.,葉楚航,40,--,40,--,43,--,41,1,42,--,535,41333450.0,7.50,葉楚航,C H Yip,1.0,1.0
2018-07-08 00:00:00,ST,3,GOOD TO FIRM,WONG MA TEI HANDICAP,TURF - "C" Course,660000,Class 5,1400M,2,7.0,YOURTHEWONFORME,J Moreira,F C Lor,130,1152,13,2,6 6 7 2,1:22.26,6.7,T258,nan,nan,nan,nan,nan,nan,nan,nan,nan,NaT,Moreira J.,莫雷拉,134,--,98,1,76,--,74,1,50,--,660,162786520.0,20.3,莫雷拉,J Moreira,Lor F.C.,羅富全,65,--,47,--,49,--,39,--,34,--,432,62296860.0,15.00,羅富全,F C Lor,nan,nan
2018-07-08 00:00:00,ST,3,GOOD TO FIRM,WONG MA TEI HANDICAP,TURF - "C" Course,660000,Class 5,1400M,3,8.0,NEWSWIRE FREE,N Callan,P F Yiu,129,1097,9,2-1/2,12 12 12 3,1:22.36,14,S407,nan,nan,nan,nan,nan,nan,nan,nan,nan,NaT,Callan N.,郭能,25,--,33,--,39,--,34,--,47,2,423,36670300.0,5.9,郭能,N Callan,Yiu P.F.,姚本輝,35,--,27,--,46,--,36,--,28,1,414,42458950.0,8.50,姚本輝,P F Yiu,nan,nan
2018-07-08 00:00:00,ST,3,GOOD TO FIRM,WONG MA TEI HANDICAP,TURF - "C" Course,660000,Class 5,1400M,4,4.0,SUPREME WITNESS,K C Leung,A S Cruz,132,1245,7,3,3 4 3 4,1:22.41,6.8,A357,至尊大師 ,A357,SUPREME WITNESS,Yakimenko,Stryker,Fine Stem,PPG,AUS,5.0,2013-09-15 00:00:00,Leung K.C.,梁家俊,37,--,38,--,44,--,41,1,49,--,553,60011150.0,6.7,梁家俊,K C Leung,Cruz A.S.,告東尼,53,--,54,--,50,--,73,1,52,--,583,139304960.0,9.10,告東尼,A S Cruz,4.0,4.0
2018-07-08 00:00:00,ST,3,GOOD TO FIRM,WONG MA TEI HANDICAP,TURF - "C" Course,660000,Class 5,1400M,5,10.0,CHAPARRAL STAR,C Schofield,C W Chang,128,1031,8,4,9 10 8 5,1:22.58,17,A220,真跑得 ,A220,CHAPARRAL STAR,----,High Chaparral,Sutology,PPG,AUS,4.0,2014-11-10 00:00:00,Schofield C.,史卓豐,38,--,27,--,33,--,44,--,31,--,410,55103300.0,9.3,史卓豐,C Schofield,Chang C.W.,鄭俊偉,16,--,16,--,33,--,21,1,24,--,356,16814650.0,4.50,鄭俊偉,C W Chang,5.0,8.0
2018-07-08 00:00:00,ST,3,GOOD TO FIRM,WONG MA TEI HANDICAP,TURF - "C" Course,660000,Class 5,1400M,6,11.0,GOLDEN CANNON,C Y Ho,K W Lui,124,951,11,4-1/4,10 9 9 6,1:22.62,26,T022,金錢炮 ,T022,GOLDEN CANNON,----,Danzero,Dance Hit,PPG,AUS,7.0,2011-09-18 00:00:00,Ho C.Y.,何澤堯,24,--,22,--,32,--,30,2,31,1,458,27797650.0,5.2,何澤堯,C Y Ho,Lui K.W.,呂健威,46,--,33,--,37,--,26,2,26,--,382,46833915.0,12.00,呂健威,K W Lui,6.0,4.0
2018-07-08 00:00:00,ST,3,GOOD TO FIRM,WONG MA TEI HANDICAP,TURF - "C" Course,660000,Class 5,1400M,7,6.0,YOUNG DREAMER,C Wong,A T Millard,120,1160,6,6,1 1 1 7,1:22.89,19,T378,nan,nan,nan,nan,nan,nan,nan,nan,nan,NaT,Wong C.,黃俊,13,--,12,--,13,1,13,--,8,--,145,14269950.0,9.0,黃俊,C Wong,Millard A.T.,苗禮德,34,--,24,--,30,--,29,--,23,--,291,47944320.0,11.70,苗禮德,A T Millard,nan,nan
2018-07-08 00:00:00,ST,3,GOOD TO FIRM,WONG MA TEI HANDICAP,TURF - "C" Course,660000,Class 5,1400M,8,2.0,TRIUMPHAL TRUMPET,U Rispoli,T P Yung,133,1079,14,7-1/2,14 14 14 8,1:23.15,17,A268,nan,nan,nan,nan,nan,nan,nan,nan,nan,NaT,Rispoli U.,李寶利,31,--,33,--,34,--,40,1,36,--,465,39452275.0,6.7,李寶利,U Rispoli,Yung T.P.,容天鵬,30,--,24,--,17,--,23,--,20,--,351,31432560.0,8.50,容天鵬,T P Yung,nan,nan
2018-07-08 00:00:00,ST,3,GOOD TO FIRM,WONG MA TEI HANDICAP,TURF - "C" Course,660000,Class 5,1400M,9,14.0,GOLD TALENT,H N Wong,D Cruz,110,1136,12,9-1/4,4 3 5 9,1:23.42,35,S113,nan,nan,nan,nan,nan,nan,nan,nan,nan,NaT,Wong H.N.,黃皓楠,24,1,23,--,18,--,23,1,27,1,367,26146425.0,6.5,黃皓楠,H N Wong,Cruz D.,告達理,13,--,9,--,10,--,20,--,27,1,212,11727250.0,6.10,告達理,D Cruz,nan,nan
2018-07-08 00:00:00,ST,3,GOOD TO FIRM,WONG MA TEI HANDICAP,TURF - "C" Course,660000,Class 5,1400M,10,5.0,FORTUNE WAY,S Clipperton,J Moore,130,1134,4,11-1/4,13 11 11 10,1:23.74,52,B120,運來威力 ,B120,FORTUNE WAY,----,Hinchinbrook,Bronislava,PPG,AUS,4.0,2014-10-15 00:00:00,Clipperton S.,祈普敦,18,--,27,--,26,1,21,--,22,--,341,35485300.0,5.3,祈普敦,S Clipperton,Moore J.,約翰摩亞,33,--,39,--,35,--,44,--,47,--,498,96764400.0,6.60,約翰摩亞,J Moore,10.0,10.0
2018-07-08 00:00:00,ST,3,GOOD TO FIRM,WONG MA TEI HANDICAP,TURF - "C" Course,660000,Class 5,1400M,11,3.0,LUCKY COIN,M F Poon,M J Freedman,127,1021,5,11-3/4,11 13 13 11,1:23.80,54,B041,nan,nan,nan,nan,nan,nan,nan,nan,nan,NaT,Poon M.F.,潘明輝,35,--,37,--,50,--,42,--,47,--,454,43238600.0,7.7,潘明輝,M F Poon,Freedman M.J.,麥菲文,14,--,24,1,19,1,12,1,27,--,261,18641800.0,5.40,麥菲文,M J Freedman,nan,nan
2018-07-08 00:00:00,ST,3,GOOD TO FIRM,WONG MA TEI HANDICAP,TURF - "C" Course,660000,Class 5,1400M,12,9.0,AUTOPAY,D Whyte,A Lee,128,1063,2,11-3/4,7 7 10 12,1:23.82,9.2,A027,nan,nan,nan,nan,nan,nan,nan,nan,nan,NaT,Whyte D.,韋達,28,--,37,--,35,--,35,--,41,1,400,38252500.0,7.0,韋達,D Whyte,Lee A.,李易達,15,--,23,--,22,--,36,--,25,1,371,16545500.0,4.00,李易達,A Lee,nan,nan
2018-07-08 00:00:00,ST,3,GOOD TO FIRM,WONG MA TEI HANDICAP,TURF - "C" Course,660000,Class 5,1400M,13,12.0,SCARBOROUGH FAIR,A Sanna,R Gibson,126,1130,10,15-1/2,2 2 2 13,1:24.40,7,A144,nan,nan,nan,nan,nan,nan,nan,nan,nan,NaT,Sanna A.,沈拿,17,--,16,--,24,--,36,--,23,1,344,26315150.0,4.9,沈拿,A Sanna,Gibson R.,高伯新,28,1,24,--,35,--,23,--,29,--,332,30533370.0,8.40,高伯新,R Gibson,nan,nan
2018-07-08 00:00:00,ST,3,GOOD TO FIRM,WONG MA TEI HANDICAP,TURF - "C" Course,660000,Class 5,1400M,14,13.0,MASSIVE POWER,M L Yeung,L Ho,118,1085,1,15-1/2,5 5 4 14,1:24.41,71,T339,大天龍 ,T339,MASSIVE POWER,----,Pins,Lucida,ISG,NZ,7.0,2011-08-29 00:00:00,Yeung M.L.,楊明綸,23,--,17,--,25,--,34,1,38,1,461,25206850.0,5.0,楊明綸,M L Yeung,Ho L.,何良,32,--,36,--,36,--,33,1,41,--,467,38093795.0,6.90,何良,L Ho,12.0,8.0
2018-07-08 00:00:00,ST,4,GOOD TO FIRM,HOI HA HANDICAP,TURF - "C" Course,1860000,Class 2,2000M,1,4.0,GLORIOUS FOREVER,Z Purton,F C Lor,126,1157,3,-,2 3 3 2 1,1:59.53,1.6,B236,歡樂之光 ,B236,GLORIOUS FOREVER,Glorious Forever,Archipenko,Here To Eternity,PP,GB,5.0,2014-02-24 00:00:00,Purton Z.,潘頓,136,--,107,1,64,1,60,1,47,--,635,181824240.0,21.4,潘頓,Z Purton,Lor F.C.,羅富全,65,--,47,--,49,--,39,--,34,--,432,62296860.0,15.00,羅富全,F C Lor,1.0,1.0
2018-07-08 00:00:00,ST,4,GOOD TO FIRM,HOI HA HANDICAP,TURF - "C" Course,1860000,Class 2,2000M,2,2.0,INSAYSHABLE,J Moreira,J Size,128,1073,7,2-1/4,1 1 1 1 2,1:59.88,6.7,B156,翠龍 ,B156,INSAYSHABLE,Insayshable,Rajj,Imitation,PP,IRE,5.0,2014-07-03 00:00:00,Moreira J.,莫雷拉,134,--,98,1,76,--,74,1,50,--,660,162786520.0,20.3,莫雷拉,J Moreira,Size J.,蔡約翰,87,--,66,2,50,--,54,--,35,1,508,176441240.0,17.10,蔡約翰,J Size,2.0,2.0
