B,H,TT,CP,V,XB,SR,P,PC,E,BO,PS,SB,Sex_c,Sex_f,Sex_g,Sex_h,Sex_r,going_GOOD,going_GOOD TO FIRM,going_GOOD TO YIELDING,going_YIELDING,raceCourse_HV,raceCourse_ST,Runs_6,Runs_5,Runs_4,Runs_3,Runs_2,Runs_1,TrainerRank,SireRank,horseRank,JockeyRank,Draw,Rtg.+/-,AWT,class,DamRank,HorseMatchRank,Age,Horse Wt. (Declaration),Wt.+/- (vs Declaration)
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,7.0,2.0,2.0,3.0,5.0,4.0,0.3048780487804878,6.0,0.45454545454545453,0.5,9.0,-11.0,127.0,3.0,5.0,10.0,4.0,1100.0,11.0
0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,7.0,2.0,2.0,1.0,4.0,4.0,0.2222222222222222,11.0,1.0,0.2676056338028169,12.0,-59.0,117.0,3.0,2.0,11.5,4.0,1133.0,16.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,12.0,8.0,9.0,14.0,8.0,7.0,0.16901408450704225,2.0,0.0,0.19047619047619047,10.0,13.0,117.0,2.0,0.0,3.5,6.0,1202.0,19.0
0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0,2.0,1.0,12.0,3.0,12.0,0.19298245614035087,2.0,0.2857142857142857,0.17647058823529413,11.0,0.0,111.0,2.0,2.0,8.0,6.0,1168.0,-4.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,6.461038961038961,6.457193292144749,6.527408637873754,6.473359073359074,6.581462708182476,4.0,0.359375,0.0,0.0,0.41836734693877553,9.0,1.0,126.0,2.0,0.0,3.5,4.0,1144.0,15.0
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,7.0,1.0,2.0,7.0,9.0,11.0,0.21978021978021978,11.0,0.0,0.0,3.0,2.0,127.0,2.0,0.0,3.5,7.0,1125.0,0.0
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,8.0,4.0,13.0,9.0,14.0,11.0,0.3048780487804878,0.0,0.0,0.16,1.0,10.0,126.0,2.0,0.0,3.5,5.0,1114.0,13.0
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,13.0,8.0,3.0,1.0,2.0,7.0,0.16901408450704225,0.0,0.0,0.25,6.0,17.0,118.0,2.0,0.0,3.5,5.0,1172.0,0.0
0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0,2.0,5.0,2.0,2.0,1.0,0.18823529411764706,2.0,0.0,0.22,7.0,20.0,130.0,2.0,0.0,3.5,6.0,1100.0,16.0
1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,5.0,4.0,7.0,6.0,2.0,4.0,0.16901408450704225,8.0,0.1111111111111111,0.07547169811320754,5.0,6.0,113.0,2.0,1.0,7.0,6.0,1041.0,3.0
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,5.0,7.0,2.0,3.0,0.3048780487804878,2.0,0.4,0.21052631578947367,12.0,-2.0,132.0,2.0,2.0,11.0,4.0,1140.0,-8.0
0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,6.0,10.0,6.0,3.0,4.0,2.0,0.16,8.0,0.375,0.3707865168539326,8.0,9.0,118.0,2.0,3.0,10.0,5.0,1121.0,-8.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,4.0,6.0,9.0,8.0,1.0,0.2,3.0,0.6666666666666666,0.18333333333333332,4.0,-1.0,119.0,2.0,2.0,12.0,6.0,1116.0,4.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,5.0,12.0,3.0,1.0,3.0,3.0,0.21978021978021978,5.0,0.3333333333333333,0.18072289156626506,2.0,-2.0,120.0,2.0,1.0,9.0,5.0,1098.0,-16.0
0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,6.461038961038961,6.457193292144749,6.527408637873754,6.473359073359074,11.0,8.0,0.16901408450704225,11.0,0.0,0.5,2.0,2.0,122.0,4.0,0.0,3.0,4.0,1076.0,0.0
0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,11.0,9.0,3.0,3.0,2.0,3.0,0.359375,0.0,0.0,0.41836734693877553,1.0,8.0,119.0,4.0,0.0,3.0,5.0,1090.0,22.0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,6.461038961038961,11.0,12.0,10.0,8.0,7.0,0.16,12.0,0.8,0.3707865168539326,13.0,-17.0,116.0,4.0,4.0,12.0,4.0,1105.0,5.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,8.0,12.0,7.0,13.0,11.0,12.0,0.19298245614035087,0.0,0.0,0.0,10.0,8.0,115.0,4.0,0.0,3.0,4.0,1058.0,7.0
1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,6.0,9.0,1.0,5.0,2.0,3.0,0.2,8.0,0.0,0.18333333333333332,9.0,11.0,124.0,4.0,0.0,3.0,7.0,1110.0,4.0
0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,5.0,7.0,4.0,2.0,4.0,1.0,0.2727272727272727,2.0,0.25,0.17647058823529413,7.0,7.0,108.0,4.0,2.0,6.5,7.0,1168.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,11.0,3.0,10.0,11.0,10.0,8.0,0.16071428571428573,2.0,0.0,0.13043478260869565,11.0,15.0,129.0,4.0,0.0,3.0,5.0,1155.0,4.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,1.0,11.0,12.0,13.0,0.2840909090909091,3.0,0.5,0.21739130434782608,12.0,-1.0,120.0,4.0,3.0,9.5,5.0,1168.0,4.0
1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,7.0,2.0,5.0,2.0,8.0,5.0,0.22058823529411764,8.0,0.25,0.2676056338028169,3.0,-5.0,125.0,4.0,1.0,6.5,6.0,1097.0,-11.0
0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,10.0,8.0,8.0,2.0,2.0,3.0,0.2,12.0,0.75,0.16417910447761194,5.0,-4.0,133.0,4.0,6.0,11.0,4.0,1073.0,-11.0
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,8.0,2.0,1.0,9.0,7.0,0.18823529411764706,7.0,0.5,0.25,8.0,-12.0,131.0,4.0,1.0,9.5,5.0,1137.0,28.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,11.0,7.0,3.0,3.0,6.0,2.0,0.21978021978021978,7.0,0.42857142857142855,0.42857142857142855,6.0,-3.0,127.0,4.0,3.0,8.0,5.0,1006.0,-2.0
1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,12.0,9.0,7.0,3.0,9.0,6.0,0.16901408450704225,1.0,0.0,0.0,6.0,4.0,113.0,1.0,0.0,2.0,7.0,1278.0,-1.0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,3.0,4.0,3.0,4.0,0.2,0.0,0.0,0.16417910447761194,7.0,33.0,126.0,1.0,0.0,2.0,4.0,1021.0,-5.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,5.0,1.0,1.0,12.0,5.0,0.0847457627118644,0.0,0.0,0.1282051282051282,5.0,5.0,121.0,1.0,0.0,2.0,5.0,980.0,1.0
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0,3.0,1.0,6.0,2.0,4.0,0.3048780487804878,1.0,0.25,0.41836734693877553,3.0,2.0,128.0,1.0,1.0,4.0,7.0,1169.0,-2.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,4.0,6.0,9.0,8.0,1.0,2.0,0.2,3.0,0.6666666666666666,0.18333333333333332,1.0,0.0,106.0,1.0,2.0,7.0,6.0,1111.0,-5.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,8.0,10.0,9.0,2.0,1.0,7.0,0.3333333333333333,1.0,1.0,0.18072289156626506,8.0,13.0,133.0,1.0,2.0,8.0,7.0,1089.0,-5.0
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,4.0,10.0,2.0,1.0,1.0,2.0,0.3048780487804878,4.0,0.3333333333333333,0.5,2.0,-7.0,128.0,1.0,2.0,5.0,5.0,1109.0,33.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,7.0,3.0,2.0,4.0,0.19298245614035087,8.0,0.5,0.2676056338028169,4.0,-7.0,119.0,1.0,2.0,6.0,6.0,1055.0,22.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,6.461038961038961,6.457193292144749,6.527408637873754,6.473359073359074,6.581462708182476,10.0,0.16071428571428573,0.0,0.0,0.13043478260869565,7.0,10.0,127.0,4.0,0.0,2.5,3.0,1137.0,-3.0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,6.461038961038961,6.457193292144749,6.527408637873754,6.473359073359074,4.0,5.0,0.16,5.0,0.0,0.18072289156626506,9.0,-14.0,123.0,4.0,0.0,2.5,4.0,1156.0,9.0
1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,10.0,14.0,9.0,11.0,9.0,5.0,0.19298245614035087,12.0,0.0,0.0,3.0,0.0,126.0,4.0,0.0,2.5,5.0,1069.0,-1.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,4.0,8.0,4.0,6.0,1.0,1.0,0.2840909090909091,2.0,0.25,0.21739130434782608,4.0,4.0,125.0,4.0,2.0,6.5,4.0,1059.0,12.0
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,4.0,5.0,5.0,4.0,11.0,2.0,0.17391304347826086,1.0,0.25,0.2676056338028169,8.0,-9.0,131.0,4.0,1.0,6.5,7.0,1074.0,3.0
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,11.0,6.0,12.0,4.0,7.0,0.22058823529411764,0.0,0.0,0.19047619047619047,1.0,-5.0,122.0,4.0,0.0,2.5,5.0,964.0,16.0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,5.0,11.0,8.0,11.0,5.0,5.0,0.2727272727272727,3.0,0.3333333333333333,0.1791044776119403,2.0,3.0,116.0,4.0,1.0,8.0,6.0,1076.0,-1.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,13.0,7.0,14.0,7.0,9.0,5.0,0.18840579710144928,3.0,0.6,0.25,6.0,-10.0,129.0,4.0,3.0,9.0,4.0,1125.0,-12.0
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,9.0,11.0,11.0,6.0,8.0,12.0,0.18823529411764706,2.0,0.18181818181818182,0.41836734693877553,5.0,8.0,131.0,4.0,2.0,5.0,6.0,1071.0,-4.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,5.0,10.0,8.0,7.0,9.0,7.0,0.475,8.0,1.0,0.3707865168539326,10.0,-49.0,126.0,4.0,1.0,10.0,4.0,1155.0,-21.0
1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,12.0,14.0,1.0,7.0,6.0,9.0,0.2727272727272727,0.0,0.0,0.0,1.0,4.0,129.0,5.0,0.0,5.5,6.0,1197.0,7.0
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,10.0,12.0,11.0,7.0,13.0,10.0,0.19298245614035087,0.0,0.0,0.13043478260869565,10.0,7.0,125.0,5.0,0.0,5.5,4.0,1049.0,10.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0,11.0,9.0,12.0,3.0,6.0,0.21978021978021978,0.0,0.0,0.07547169811320754,14.0,18.0,116.0,5.0,0.0,5.5,6.0,1072.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,5.0,7.0,8.0,5.0,9.0,0.11940298507462686,0.0,0.0,0.21739130434782608,4.0,1.0,122.0,5.0,0.0,5.5,8.0,1090.0,-12.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,4.0,10.0,4.0,8.0,2.0,12.0,0.2727272727272727,3.0,0.0,0.1791044776119403,2.0,-13.0,111.0,5.0,0.0,5.5,5.0,1060.0,-1.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,11.0,9.0,11.0,8.0,7.0,1.0,0.18823529411764706,0.0,0.0,0.19047619047619047,9.0,6.0,121.0,5.0,0.0,5.5,5.0,1122.0,-18.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,7.0,6.0,8.0,7.0,10.0,11.0,0.16,0.0,0.0,0.18333333333333332,12.0,5.0,120.0,5.0,0.0,5.5,4.0,1168.0,22.0
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,14.0,5.0,12.0,7.0,6.0,5.0,0.475,1.0,0.0,0.2676056338028169,13.0,-19.0,118.0,5.0,0.0,5.5,6.0,1071.0,2.0
1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,5.0,3.0,5.0,6.0,3.0,10.0,0.2222222222222222,1.0,0.25,0.21052631578947367,6.0,1.0,130.0,5.0,1.0,11.0,5.0,1157.0,0.0
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,12.0,6.0,2.0,10.0,2.0,7.0,0.10344827586206896,0.0,0.0,0.1282051282051282,3.0,6.0,118.0,5.0,0.0,5.5,6.0,1073.0,-28.0
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0,7.0,5.0,6.0,6.0,4.0,0.2727272727272727,8.0,0.0,0.5,8.0,2.0,133.0,5.0,0.0,5.5,6.0,1174.0,2.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,4.0,10.0,11.0,5.0,3.0,3.0,0.16071428571428573,8.0,0.3333333333333333,0.024390243902439025,11.0,6.0,113.0,5.0,1.0,12.0,5.0,1183.0,0.0
1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,12.0,5.0,3.0,10.0,9.0,8.0,0.16901408450704225,1.0,0.5,0.41836734693877553,5.0,-1.0,131.0,5.0,1.0,13.0,6.0,1061.0,21.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,4.0,6.0,7.0,3.0,4.0,9.0,0.21978021978021978,8.0,0.75,0.3707865168539326,7.0,-10.0,113.0,5.0,3.0,14.0,5.0,1120.0,-5.0
0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,3.0,8.0,7.0,1.0,6.0,11.0,0.16901408450704225,0.0,0.0,0.17647058823529413,12.0,10.0,119.0,3.0,0.0,4.5,6.0,1108.0,19.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,6.461038961038961,6.457193292144749,6.527408637873754,2.0,7.0,7.0,0.359375,1.0,0.3333333333333333,0.41836734693877553,11.0,-2.0,123.0,3.0,1.0,11.0,3.0,978.0,-9.0
0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,14.0,1.0,2.0,5.0,10.0,9.0,0.3048780487804878,1.0,0.0,0.21739130434782608,6.0,4.0,117.0,3.0,0.0,4.5,5.0,1086.0,29.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,6.461038961038961,6.457193292144749,6.527408637873754,5.0,7.0,9.0,0.11940298507462686,0.0,0.0,0.18072289156626506,13.0,7.0,118.0,3.0,0.0,4.5,3.0,1032.0,-6.0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,6.461038961038961,6.457193292144749,6.527408637873754,14.0,14.0,6.0,0.16,0.0,0.0,0.1791044776119403,10.0,15.0,119.0,3.0,0.0,4.5,5.0,1096.0,17.0
