finishTime
103080.0
101760.0
101630.0
101320.0
101280.0
101130.0
101050.0
100980.0
100750.0
100650.0
100370.0
102740.0
102290.0
102200.0
102100.0
102000.0
101890.0
101890.0
101740.0
101670.0
101600.0
103400.0
103310.0
102790.0
102790.0
102690.0
102670.0
102540.0
102250.0
101560.0
101400.0
101230.0
100860.0
100840.0
100780.0
100760.0
100760.0
100430.0
100400.0
100300.0
100180.0
101940.0
101600.0
101590.0
101590.0
101460.0
101450.0
101280.0
101260.0
101110.0
101060.0
101030.0
100620.0
100780.0
100660.0
100630.0
100580.0
100430.0
100350.0
100300.0
99960.0
99890.0
102550.0
102010.0
101990.0
101820.0
101750.0
101750.0
101730.0
101680.0
101660.0
101590.0
101510.0
101220.0
103650.0
100630.0
100570.0
100550.0
100460.0
100160.0
100070.0
100030.0
99930.0
99670.0
102810.0
102730.0
102670.0
102650.0
102510.0
102440.0
102440.0
102270.0
102230.0
102210.0
102000.0
103930.0
103810.0
103720.0
102040.0
102000.0
101910.0
101890.0
101880.0
101820.0
101470.0
101130.0
101120.0
102610.0
102070.0
101320.0
101220.0
101200.0
101150.0
100770.0
100650.0
100520.0
100450.0
100280.0
100280.0
102580.0
102450.0
102420.0
102370.0
102330.0
102280.0
101920.0
101890.0
101700.0
101700.0
101570.0
100700.0
100640.0
100600.0
100500.0
100460.0
100450.0
100280.0
100220.0
100210.0
100050.0
99840.0
99650.0
101230.0
101210.0
101180.0
100870.0
100660.0
100620.0
100620.0
100420.0
100360.0
100360.0
101860.0
101530.0
100450.0
100430.0
100430.0
100410.0
100190.0
99940.0
99800.0
99700.0
101310.0
101160.0
101140.0
100980.0
100790.0
100740.0
100720.0
100710.0
100520.0
100310.0
100150.0
100120.0
100010.0
99920.0
99900.0
99800.0
99790.0
99770.0
99650.0
99600.0
99510.0
99110.0
103280.0
103050.0
102690.0
102520.0
102300.0
102010.0
101970.0
101970.0
101890.0
101780.0
101560.0
101360.0
103500.0
101670.0
101470.0
101310.0
101170.0
101000.0
100970.0
100870.0
100650.0
100590.0
103660.0
102510.0
102490.0
102070.0
101770.0
101720.0
101460.0
101430.0
101340.0
101320.0
101240.0
101150.0
104060.0
102630.0
101840.0
101770.0
101450.0
101410.0
101120.0
101040.0
100800.0
100570.0
101320.0
101270.0
101120.0
101020.0
100820.0
100810.0
100780.0
100720.0
100520.0
100490.0
100460.0
100350.0
102460.0
101680.0
101150.0
101150.0
101080.0
100620.0
100610.0
100590.0
100550.0
100500.0
100360.0
100350.0
101760.0
101260.0
101080.0
100750.0
100660.0
100530.0
100360.0
100300.0
100060.0
99940.0
99690.0
99660.0
101780.0
101650.0
101360.0
101190.0
101190.0
101090.0
101060.0
101000.0
100990.0
100710.0
103910.0
102440.0
101970.0
101960.0
101860.0
101800.0
101670.0
101670.0
101660.0
101600.0
101540.0
101480.0
101590.0
101560.0
101380.0
101360.0
100600.0
100600.0
100340.0
100340.0
100270.0
100260.0
100200.0
99890.0
102670.0
102480.0
102280.0
102240.0
102050.0
101870.0
101860.0
101690.0
101540.0
101280.0
101240.0
101120.0
101890.0
101640.0
101630.0
101600.0
101520.0
101460.0
101420.0
101190.0
101060.0
101050.0
100710.0
100600.0
103730.0
102910.0
102620.0
102570.0
102410.0
102270.0
101900.0
101880.0
101730.0
101560.0
101560.0
102050.0
101470.0
101440.0
101360.0
101250.0
101220.0
101210.0
101190.0
101190.0
100880.0
100840.0
100690.0
102160.0
102020.0
101910.0
101330.0
101290.0
101210.0
100950.0
100700.0
100660.0
100650.0
100620.0
102050.0
101840.0
101630.0
101340.0
101230.0
101180.0
101140.0
101030.0
100960.0
100890.0
100410.0
100160.0
102650.0
102540.0
101790.0
101670.0
101480.0
101410.0
101310.0
101200.0
101170.0
101010.0
100930.0
101370.0
101280.0
101130.0
101070.0
100800.0
100740.0
100730.0
100680.0
100460.0
100460.0
100320.0
100310.0
102610.0
101890.0
101740.0
101650.0
101490.0
101240.0
101170.0
101090.0
100890.0
100860.0
100810.0
100780.0
102080.0
101760.0
101310.0
101120.0
101080.0
100990.0
100970.0
100950.0
100750.0
100740.0
100740.0
100610.0
101200.0
101190.0
101080.0
100940.0
100630.0
100620.0
100590.0
100540.0
100230.0
100130.0
100080.0
99950.0
102010.0
101500.0
101230.0
101130.0
101130.0
101090.0
100770.0
100450.0
100400.0
100330.0
100230.0
99750.0
102610.0
100940.0
100580.0
100530.0
100310.0
100240.0
100210.0
100080.0
100000.0
99930.0
102540.0
101250.0
100870.0
100670.0
100650.0
100610.0
100540.0
100510.0
100090.0
102070.0
102030.0
101980.0
101860.0
101540.0
101290.0
101180.0
101150.0
101090.0
100970.0
100890.0
103400.0
103100.0
102540.0
102280.0
102200.0
101870.0
101800.0
101610.0
101440.0
101250.0
101240.0
103020.0
102570.0
102530.0
101650.0
101630.0
101560.0
101370.0
101150.0
100720.0
100710.0
100710.0
100650.0
104110.0
101240.0
100920.0
100810.0
100380.0
100330.0
100270.0
100240.0
100220.0
100110.0
100020.0
99910.0
103800.0
102690.0
101350.0
101300.0
101240.0
101120.0
101120.0
101020.0
100900.0
100420.0
100410.0
103780.0
102960.0
102590.0
101830.0
101670.0
101480.0
100860.0
100690.0
100590.0
100460.0
100290.0
102230.0
101560.0
101100.0
100950.0
100850.0
100490.0
100480.0
100330.0
100260.0
100090.0
100050.0
100020.0
102560.0
102320.0
102260.0
102230.0
102140.0
102110.0
102030.0
101950.0
101950.0
101800.0
101750.0
101720.0
101560.0
101560.0
101520.0
101420.0
101380.0
101360.0
101280.0
101250.0
101070.0
100880.0
100840.0
101790.0
101500.0
101170.0
101140.0
101030.0
100800.0
100640.0
100560.0
99990.0
99920.0
99700.0
99530.0
103270.0
103030.0
102750.0
102500.0
102360.0
102250.0
102130.0
101970.0
101870.0
101810.0
101690.0
101370.0
101250.0
100980.0
100930.0
100850.0
100760.0
100720.0
100570.0
100560.0
100320.0
100320.0
100230.0
100200.0
100070.0
99860.0
99340.0
99300.0
99280.0
99190.0
99120.0
99090.0
101890.0
101230.0
101010.0
100970.0
100750.0
100680.0
100600.0
100580.0
100430.0
100400.0
100350.0
100290.0
103040.0
102860.0
102470.0
102380.0
102170.0
101790.0
101790.0
101730.0
101690.0
101540.0
101470.0
100820.0
100340.0
100120.0
100100.0
99930.0
99660.0
99510.0
99510.0
99410.0
99240.0
99150.0
99040.0
101180.0
101060.0
100700.0
100360.0
100110.0
100070.0
99950.0
99910.0
99730.0
99720.0
99660.0
99570.0
102250.0
101340.0
101290.0
101160.0
100040.0
99910.0
99620.0
99590.0
99510.0
99400.0
99240.0
99050.0
101750.0
101030.0
