date,raceNo,horseNo,odds,plc,Horse No.,Last 6 Runs,Colour,Horse,Brand No.,Jockey,Over Wt.,Draw,Trainer,Rtg.,Rtg.+/-,Horse Wt. (Declaration),Wt.+/- (vs Declaration),Best Time,Age,WFA,Season Stakes,Priority,Gear,Owner,Sire,Dam,Import Cat.,AWT,road,dist,class,Runs_1,Runs_2,Runs_3,Runs_4,Runs_5,Runs_6,Gear_1,Gear_2,Gear_3,Gear_4,B,H,TT,CP,V,XB,SR,P,PC,E,BO,SB,PS,Sex_c,Sex_f,Sex_g,Sex_h,Sex_r,going_FAST,going_GOOD,going_GOOD TO FIRM,going_GOOD TO YIELDING,going_WET SLOW,going_YIELDING,raceCourse_HV,raceCourse_ST,horseRank,SireRank,DamRank,JockeyRank,TrainerRank,HorseMatchRank
20180902.0,7.0,7.0,35.0,8.0,7.0,7/5/9/11/8/4,nan,HIGH VOLATILITY,V081,M L Yeung,nan,5.0,K W Lui,62,-3,1173.0,+23,0.56.83,6.0,-,2387400.0,1,B-,Patrick Fu Kor Kuen,Star Witness,Strikeline,PP,113.0,TURF - B Course,1000M,3,7,5,9,11,8,4,nan,None,None,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0.24252491694352124,2.0,1.2713178294573644,0.1590909090909091,0.3,6.756367663344408
20180902.0,7.0,3.0,12.0,7.0,3.0,9/3/2/2/1/1,nan,STRATHCLYDE,V225,C Wong,nan,6.0,A T Millard,70,+7,1194.0,-6,0.57.20,5.0,-,400200.0,1,B/TT,Mr & Mrs Iain Bruce,Toorak Toff,Lady's Light,PPG,113.0,TURF - B Course,1000M,3,9,3,2,2,1,1,B,TT,None,None,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0.24252491694352124,1.0,1.2713178294573644,0.26666666666666666,0.2608695652173913,6.756367663344408
20180902.0,7.0,1.0,16.0,6.0,1.0,-,nan,SMART LEADER,B456,M Chadwick,nan,8.0,A S Cruz,80,+10,1143.0,0,nan,4.0,-,1035000.0,1,TT1,Ming Shui Sum & Ming Yiu Tim,Delago Deluxe,Aemilee,PP,133.0,TURF - B Course,1000M,3,7.03278688524589,6.639275766016741,6.59970014992506,6.437304075235137,6.123966942148743,6.1042402826855,nan,None,None,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0.24252491694352124,3.2248062015503876,1.2713178294573644,0.1388888888888889,0.17647058823529413,6.756367663344408
20180902.0,7.0,4.0,12.0,5.0,4.0,11/5/9/5/7/10,nan,MIDNIGHT RATTLER,T371,D Whyte,nan,7.0,J Moore,67,+3,1165.0,+19,0.55.98,7.0,-,870780.0,1,B,Dr Edward Cheung Wing Yui Lam Man Chun & Jason Tam Siu Keung,Clang,Mezentseva,PP,120.0,TURF - B Course,1000M,3,11,5,9,5,7,10,B,None,None,None,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0.24252491694352124,3.2248062015503876,1.2713178294573644,0.4473684210526316,0.1590909090909091,6.756367663344408
20180902.0,7.0,8.0,8.2,4.0,8.0,4/3/3/6/1/1,nan,NICE FANDANGO,A209,M F Poon,nan,2.0,C Fownes,62,+18,1078.0,+12,0.56.09,5.0,-,446200.0,1,H/TT,Leung Chung Shan,Reward For Effort,Charmed Lady,PPG,110.0,TURF - B Course,1000M,3,4,3,3,6,1,1,H,TT,None,None,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0.6666666666666666,7.0,4.0,0.25,0.3584905660377358,2.5
20180902.0,7.0,2.0,3.5,3.0,2.0,2/6/8/2/4/5,nan,TURF SPRINT,T396,Z Purton,nan,1.0,W Y So,77,+15,1128.0,-4,0.56.20,7.0,-,158700.0,+ 1,H/TT,Dr John Shum Ding Ping Dr Lawrence Chan Pui Wing & Francis Hung See Wai,Denman,Lady Cat,PP,130.0,TURF - B Course,1000M,3,2,6,8,2,4,5,H,TT,None,None,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0.5,6.0,2.0,0.5254237288135594,0.296875,1.0
20180902.0,7.0,5.0,2.4,2.0,5.0,1/4/3/1,nan,GOLDEN DASH,B190,C Murray,nan,3.0,C S Shum,66,-2,1099.0,+11,0.57.39,4.0,-,627900.0,1,B1/TT,Weber Lo Wai Pak Chew Sein Mene & Henry Chan Tin Sang,Snitzel,Aussie Christmas,PPG,119.0,TURF - B Course,1000M,3,1,4,3,1,6.123966942148743,6.1042402826855,nan,TT,None,None,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1.0,4.0,2.0,0.24252491694352238,0.24390243902439024,4.0
20180902.0,7.0,6.0,6.6,1.0,6.0,1/4/1/7/4/5,nan,GOKO,A270,W M Lai,nan,4.0,C H Yip,63,-5,1305.0,-3,0.55.88,5.0,-,2387400.0,1,B/TT,Ip Chun Shing,O'Reilly,Miraculous Miss,PPG,116.0,TURF - B Course,1000M,3,1,4,1,7,4,5,B,TT,None,None,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0.6666666666666666,2.0,2.0,0.06060606060606061,0.16129032258064516,2.5
20180902.0,1.0,9.0,28.0,10.0,9.0,5/5/9,nan,PRECIOUS SWEETIE,B254,T H So,nan,4.0,L Ho,46,-5,1128.0,-4,0.57.26,4.0,-,1048800.0,1,H/TT1,Mr & Mrs Raymund Chao Pak Ki,Fastnet Rock,Everswindell,PPG,118.0,TURF - B Course,1000M,4,5,5,9,6.437304075235137,6.123966942148743,6.1042402826855,H,nan,None,None,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0.0,0.0,0.0,0.16666666666666666,0.23636363636363636,2.0
20180902.0,1.0,7.0,40.0,9.0,7.0,7/12/8/8,nan,ALPHA HEDGE,B102,C Y Ho,nan,8.0,K W Lui,49,-8,1180.0,+20,0.57.03,4.0,-,1375400.0,1,CP,Absolute Hedge Syndicate,Sir Prancealot,Malta,PPG,121.0,TURF - B Course,1000M,4,7,12,8,8,6.123966942148743,6.1042402826855,CP,None,None,None,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0.0,0.0,0.0,0.11627906976744186,0.3,2.0
20180902.0,1.0,10.0,87.0,8.0,10.0,9/9/10/10,nan,KEEP GOING,B231,H T Mo,nan,6.0,Y S Tsui,42,+13,1057.0,-37,0.57.37,4.0,-,82800.0,1,nan,Gui Shengyue,Testa Rossa,Mosoru,PPG,111.0,TURF - B Course,1000M,4,9,9,10,10,6.123966942148743,6.1042402826855,nan,nan,nan,nan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0.0,0.0,0.0,0.25,0.21311475409836064,2.0
20180902.0,1.0,8.0,45.0,7.0,8.0,11/5/8/10/8/9,nan,STAR SUPERIOR,V255,D Whyte,nan,9.0,C W Chang,47,+7,1072.0,+16,nan,6.0,-,527850.0,1,B,Li Si Rong,Reward For Effort,Sister Livia,PP,121.0,TURF - B Course,1000M,4,11,5,8,10,8,9,B,None,None,None,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0.24252491694352124,7.0,1.2713178294573644,0.4473684210526316,0.21428571428571427,6.756367663344408
20180902.0,1.0,1.0,3.7,6.0,1.0,12/1/4/5/8/7,nan,SUPER EIGHTEEN,A323,C Wong,nan,10.0,A T Millard,59,+4,1223.0,+26,0.57.54,4.0,-,427800.0,1,B,Tony Lau Yiu Tong & Lau Yi Fai,Casamento,Three Times,ISG,123.0,TURF - B Course,1000M,4,12,1,4,5,8,7,B,None,None,None,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0.3333333333333333,1.0,1.0,0.26666666666666666,0.2608695652173913,5.0
20180902.0,1.0,6.0,6.5,5.0,6.0,-,nan,HAPPY TOUR,B374,C Schofield,nan,5.0,C S Shum,52,-20,1239.0,0,nan,4.0,-,1403400.0,1,TT1,Jackie Wong See Sum,Snitzel,Good Weekend,ISG,126.0,TURF - B Course,1000M,4,7.03278688524589,6.639275766016741,6.59970014992506,6.437304075235137,6.123966942148743,6.1042402826855,nan,None,None,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0.24252491694352124,4.0,1.2713178294573644,0.21875,0.24390243902439024,6.756367663344408
20180902.0,1.0,5.0,8.3,4.0,5.0,7/4/7/5/1,nan,COMPLACENCY,B116,K Teetan,nan,7.0,A S Cruz,55,-10,1085.0,-9,0.56.35,4.0,-,864800.0,1,B2/TT,Alexander Yeung Kwok Kai Edward Yeung Kenny Cheng Tsin Ki & Michael Cheng Ka Kit,Charge Forward,Jemison,PPG,129.0,TURF - B Course,1000M,4,7,4,7,5,1,6.1042402826855,nan,TT,None,None,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0.3333333333333333,9.0,1.0,0.24528301886792453,0.17647058823529413,5.0
20180902.0,1.0,2.0,8.0,3.0,2.0,9/1/3/6,nan,LIGHTNING STEED,B274,A Sanna,nan,3.0,M J Freedman,57,+8,1082.0,-11,0.56.62,4.0,-,354200.0,+ 1,CP,Fortunes Turn Syndicate,California Dane,Deal Or No Deal,PPG,131.0,TURF - B Course,1000M,4,9,1,3,6,6.123966942148743,6.1042402826855,CP,None,None,None,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0.6666666666666666,2.0,2.0,0.21212121212121213,0.20833333333333334,7.0
20180902.0,1.0,3.0,4.1,2.0,3.0,2/6/2/4,nan,VICTORY POWER,B294,Z Purton,nan,1.0,R Gibson,57,+1,1130.0,-21,nan,4.0,-,906200.0,1,B/H,Dr Sonny Li Mow Ming,Power,Sugar Moon,PPG,131.0,TURF - B Course,1000M,4,2,6,2,4,6.123966942148743,6.1042402826855,B,H,None,None,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0.24252491694352124,0.0,1.2713178294573644,0.5254237288135594,0.2608695652173913,6.756367663344408
20180902.0,1.0,4.0,4.6,1.0,4.0,3/4/5/2/6/7,nan,TRIUMPHANT JEWEL,P310,G van Niekerk,nan,2.0,K H Ting,56,-12,1126.0,-9,0.55.89,8.0,-,1614600.0,1,PC-/B2/TT,Big Century Syndicate,Not A Single Doubt,Dark Topaze,PPG,130.0,TURF - B Course,1000M,4,3,4,5,2,6,7,nan,nan,TT,None,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0.3333333333333333,4.0,2.0,0.24252491694352238,0.242524916943523,5.0
20180905.0,3.0,8.0,2.7,10.0,8.0,5/5/12/2/11/5,nan,PEARLY TREASURE,B117,D Whyte,nan,2.0,W Y So,46,-1,1080.0,-9,0.57.77,4.0,-,0.0,+ 1,B1,Chan Wai Nam Ian Chan Yau Nam & Cyrus Chan Sing Kit,Charge Forward,Snipify,PPG,119.0,TURF - B Course,1000M,4,5,5,12,2,11,5,nan,None,None,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0.16666666666666666,9.0,1.0,0.4473684210526316,0.296875,4.0
