B,H,TT,CP,V,XB,SR,P,PC,E,BO,PS,SB,Sex_c,Sex_f,Sex_g,Sex_h,Sex_r,going_GOOD,going_GOOD TO FIRM,going_GOOD TO YIELDING,going_YIELDING,raceCourse_HV,raceCourse_ST,Runs_6,Runs_5,Runs_4,Runs_3,Runs_2,Runs_1,TrainerRank,SireRank,horseRank,JockeyRank,Draw,Rtg.+/-,AWT,class,DamRank,HorseMatchRank,Age,Horse Wt. (Declaration),Wt.+/- (vs Declaration)
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,10.0,10.0,9.0,6.0,9.0,0.21311475409836064,0.0,0.0,0.18421052631578946,12.0,3.0,123.0,4.0,0.0,4.0,4.0,1085.0,9.0
1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,6.104424778761062,4.0,5.0,4.0,4.0,8.0,0.2608695652173913,0.0,0.0,0.1388888888888889,1.0,13.0,124.0,4.0,0.0,4.0,3.0,987.0,-11.0
1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,9.0,3.0,8.0,11.0,4.0,2.0,0.17647058823529413,1.0,0.0,0.28125,7.0,-2.0,132.0,4.0,0.0,4.0,4.0,1006.0,18.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,10.0,11.0,12.0,11.0,10.0,12.0,0.25,0.0,0.0,0.25,10.0,1.0,126.0,4.0,0.0,4.0,4.0,1047.0,21.0
0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,6.104424778761062,6.117549668874172,6.442700156985871,6.602102102102102,12.0,14.0,0.16129032258064516,0.0,0.0,0.05714285714285714,5.0,33.0,119.0,4.0,0.0,4.0,4.0,1060.0,-12.0
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,2.0,7.0,6.0,9.0,9.0,0.30158730158730157,2.0,0.4,0.4909090909090909,6.0,4.0,131.0,4.0,2.0,11.0,5.0,1084.0,24.0
0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,11.0,11.0,9.0,6.0,6.0,11.0,0.20454545454545456,0.0,0.0,0.21153846153846154,2.0,2.0,114.0,4.0,0.0,4.0,7.0,1065.0,20.0
1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,4.0,12.0,3.0,5.0,9.0,6.0,0.21428571428571427,1.0,0.3333333333333333,0.06060606060606061,11.0,10.0,116.0,4.0,1.0,10.0,7.0,1145.0,-3.0
0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,5.0,2.0,2.0,4.0,6.0,8.0,0.3,1.0,0.5,0.5254237288135594,8.0,3.0,127.0,4.0,1.0,12.0,5.0,1140.0,20.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,6.0,10.0,7.0,6.0,2.0,9.0,0.1282051282051282,7.0,0.14285714285714285,0.25,9.0,19.0,125.0,4.0,2.0,8.0,9.0,1202.0,13.0
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,4.0,5.0,1.0,4.0,5.0,3.0,0.25,2.0,0.2857142857142857,0.24528301886792453,3.0,10.0,127.0,4.0,2.0,9.0,5.0,1058.0,19.0
1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,10.0,13.0,7.0,11.0,12.0,7.0,0.10714285714285714,1.0,0.25,0.275,9.0,6.0,125.0,5.0,1.0,6.5,9.0,1257.0,-3.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,4.0,6.0,5.0,2.0,5.0,13.0,0.21428571428571427,7.0,0.25,0.5254237288135594,7.0,12.0,128.0,5.0,1.0,6.5,9.0,1201.0,2.0
0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,7.0,1.0,6.0,8.0,5.0,12.0,0.16129032258064516,2.0,0.0,0.06060606060606061,11.0,-2.0,123.0,5.0,0.0,3.0,7.0,1071.0,-11.0
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,9.0,9.0,10.0,8.0,12.0,14.0,0.25,5.0,0.5,0.4473684210526316,3.0,10.0,133.0,5.0,2.0,9.0,5.0,1009.0,51.0
0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,5.0,5.0,5.0,8.0,11.0,11.0,0.2608695652173913,0.0,0.0,0.28125,10.0,5.0,129.0,5.0,0.0,3.0,5.0,1094.0,-8.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,7.0,8.0,3.0,7.0,9.0,8.0,0.21311475409836064,4.0,0.0,0.21153846153846154,8.0,4.0,120.0,5.0,0.0,3.0,7.0,1216.0,11.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,8.0,7.0,3.0,7.0,9.0,6.0,0.3584905660377358,0.0,0.0,0.11627906976744186,4.0,-2.0,126.0,5.0,0.0,3.0,6.0,1084.0,-2.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,4.0,11.0,6.0,12.0,5.0,11.0,0.30158730158730157,0.0,0.0,0.20833333333333334,6.0,-4.0,127.0,5.0,0.0,3.0,6.0,1142.0,3.0
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,12.0,13.0,14.0,8.0,12.0,1.0,0.23636363636363636,1.0,1.0,0.16279069767441862,5.0,3.0,129.0,5.0,1.0,11.0,5.0,1150.0,41.0
1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,5.0,11.0,11.0,12.0,10.0,11.0,0.1282051282051282,1.0,0.5,0.25,2.0,9.0,123.0,5.0,1.0,9.0,5.0,1178.0,27.0
1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,10.0,5.0,7.0,5.0,8.0,7.0,0.4074074074074074,1.0,0.5,0.4909090909090909,1.0,-7.0,117.0,5.0,1.0,9.0,5.0,1058.0,-1.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,6.104424778761062,6.117549668874172,6.442700156985871,14.0,12.0,13.0,0.1282051282051282,0.0,0.0,0.16279069767441862,10.0,30.0,116.0,3.0,0.0,3.5,3.0,1023.0,2.0
0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,12.0,11.0,7.0,3.0,8.0,4.0,0.2608695652173913,0.0,0.0,0.21153846153846154,2.0,-3.0,116.0,3.0,0.0,3.5,3.0,988.0,-22.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,7.0,9.0,3.0,6.0,7.0,8.0,0.25,2.0,0.0,0.4473684210526316,9.0,11.0,126.0,3.0,0.0,3.5,6.0,1176.0,-9.0
1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,8.0,3.0,7.0,11.0,9.0,1.0,0.21311475409836064,0.0,0.0,0.18421052631578946,5.0,3.0,111.0,3.0,0.0,3.5,5.0,1197.0,10.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,4.0,4.0,10.0,1.0,4.0,9.0,0.391304347826087,9.0,0.0,0.4909090909090909,4.0,2.0,133.0,3.0,0.0,3.5,5.0,1148.0,7.0
1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,6.0,1.0,2.0,4.0,2.0,5.0,0.17647058823529413,2.0,0.2857142857142857,0.1388888888888889,7.0,6.0,123.0,3.0,2.0,7.0,5.0,1132.0,10.0
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,12.0,8.0,3.0,9.0,6.0,9.0,0.24390243902439024,0.0,0.0,0.1388888888888889,8.0,-3.0,122.0,3.0,0.0,3.5,5.0,1124.0,18.0
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,8.0,12.0,6.0,1.0,7.0,8.0,0.30158730158730157,1.0,0.5,0.5254237288135594,3.0,3.0,120.0,3.0,1.0,9.0,6.0,1022.0,-4.0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,11.0,1.0,14.0,5.0,3.0,8.0,0.23636363636363636,3.0,0.3,0.28125,6.0,12.0,122.0,3.0,3.0,8.0,6.0,1239.0,10.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,10.0,4.0,9.0,10.0,10.0,7.0,0.20454545454545456,3.0,0.6,0.25,1.0,-4.0,113.0,3.0,4.0,10.0,6.0,1037.0,-13.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,4.0,6.0,4.0,5.0,7.0,11.0,0.20454545454545456,2.0,0.0,0.18421052631578946,9.0,4.0,113.0,3.0,0.0,4.0,7.0,1074.0,2.0
1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,4.0,9.0,3.0,4.0,2.0,1.0,0.2608695652173913,0.0,0.0,0.16279069767441862,6.0,4.0,116.0,3.0,0.0,4.0,5.0,1161.0,50.0
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,6.104424778761062,6.117549668874172,6.442700156985871,6.602102102102102,9.0,11.0,0.20454545454545456,0.0,0.0,0.2564102564102564,14.0,-12.0,133.0,3.0,0.0,4.0,3.0,1093.0,-16.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,6.104424778761062,6.117549668874172,6.442700156985871,6.602102102102102,6.636871508379889,6.0,0.13725490196078433,3.0,0.0,0.28125,2.0,15.0,131.0,3.0,0.0,4.0,4.0,1171.0,2.0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,8.0,2.0,4.0,4.0,3.0,0.23636363636363636,8.0,0.1,0.1388888888888889,12.0,7.0,126.0,3.0,1.0,8.0,5.0,1151.0,-6.0
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,4.0,7.0,8.0,4.0,5.0,5.0,0.21428571428571427,0.0,0.0,0.25,11.0,7.0,113.0,3.0,0.0,4.0,3.0,1056.0,-32.0
0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,4.0,5.0,3.0,1.0,1.0,3.0,0.2608695652173913,1.0,0.0,0.25,13.0,23.0,113.0,3.0,0.0,4.0,6.0,1180.0,26.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,6.0,3.0,2.0,2.0,2.0,2.0,0.391304347826087,9.0,0.45,0.24528301886792453,10.0,-5.0,124.0,3.0,9.0,10.0,4.0,1074.0,2.0
0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,6.104424778761062,6.117549668874172,13.0,9.0,10.0,10.0,0.24390243902439024,2.0,0.0,0.3333333333333333,4.0,-18.0,123.0,3.0,0.0,4.0,4.0,1259.0,-14.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,4.0,8.0,7.0,10.0,6.0,1.0,0.1590909090909091,8.0,0.375,0.1388888888888889,7.0,5.0,130.0,3.0,3.0,9.0,4.0,1130.0,16.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,2.0,2.0,3.0,2.0,11.0,0.2619047619047619,1.0,1.0,0.05714285714285714,5.0,1.0,115.0,3.0,1.0,13.0,6.0,1213.0,-17.0
