date,raceNo,horseNo,odds,plc,Horse No.,Last 6 Runs,Colour,Horse,Brand No.,Jockey,Over Wt.,Draw,Trainer,Rtg.,Rtg.+/-,Horse Wt. (Declaration),Wt.+/- (vs Declaration),Best Time,Age,WFA,Season Stakes,Priority,Gear,Owner,Sire,Dam,Import Cat.,AWT,road,dist,class,Runs_1,Runs_2,Runs_3,Runs_4,Runs_5,Runs_6,Gear_1,Gear_2,Gear_3,Gear_4,Gear_5,B,H,TT,CP,V,XB,SR,P,PC,E,BO,PS,SB,Sex_c,Sex_f,Sex_g,Sex_h,Sex_m,Sex_r,going_FAST,going_GOOD,going_GOOD TO FIRM,going_GOOD TO YIELDING,going_WET SLOW,going_YIELDING,raceCourse_HV,raceCourse_ST,horseRank,SireRank,DamRank,JockeyRank,TrainerRank,HorseMatchRank
20180613.0,8.0,12.0,4.9,2.0,12.0,6/6/5/6/6/10,nan,SUPER LEADER,V016,D Whyte,nan,1.0,C H Yip,62,+4,1155.0,-2,1.09.71,5.0,-,1159350.0,+ 1,TT,Sidney Leung Kwun Wa,Bel Danoro,Marendez,PP,118.0,TURF - B Course,1200M,3,6,6,5,6,6,10,TT,None,None,None,nan,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0.2727272727272727,3.0,3.0,0.25925925925925924,0.20476190476190476,6.0
20180613.0,8.0,1.0,3.6,1.0,1.0,1/11/8/13/2/4,nan,SUPER HOPPY,A372,Z Purton,nan,7.0,C S Shum,75,-14,1204.0,-3,1.09.98,4.0,-,1860200.0,1,TT,Thomas Lau Sum Fai,Captain Sonador,Nepro,PP,131.0,TURF - B Course,1200M,3,1,11,8,13,2,4,TT,None,None,None,nan,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0.5,5.0,1.0,0.43781094527363185,0.28160919540229884,7.0
20180613.0,7.0,6.0,53.0,12.0,6.0,2/10/10/5/7/8,nan,ALMABABY,V057,W M Lai,nan,12.0,Y S Tsui,86,-3,1157.0,+14,1.09.40,7.0,-,1574300.0,1,TT,Ngai Wing Yin,Savabeel,Ennerdale,PP,115.0,TURF - B Course,1200M,2,2,10,10,5,7,8,TT,None,None,None,nan,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0.14285714285714285,7.0,1.0,0.10606060606060606,0.21568627450980393,2.0
20180613.0,7.0,7.0,35.0,11.0,7.0,9/12/2/9/6/3,nan,E-SUPER,T010,C Y Ho,2,9.0,K L Man,86,+16,1033.0,0,1.08.69,6.0,-,2738750.0,1,nan,HKEIA Horse Racing Syndicate,Time Thief,Genepi,PPG,113.0,TURF - B Course,1200M,2,9,12,2,9,6,3,nan,nan,nan,nan,nan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0.0,2.0,2.0,0.12650602409638553,0.18556701030927836,1.0
20180613.0,7.0,9.0,75.0,10.0,9.0,7/1/6/8/6/9,nan,FORTUNE BO BO,V017,M Chadwick,nan,5.0,T P Yung,85,0,1107.0,-7,1.09.37,5.0,-,1493400.0,1,B/TT,Alan Tsang Ping Sing Fiona Tsang Wai Sze & Claudia Tsang Hei Man,Coats Choice,Blue Blond,PP,114.0,TURF - B Course,1200M,2,7,1,6,8,6,9,B,TT,None,None,nan,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1.0,3.0,1.0,0.20388349514563106,0.22395833333333334,6.5
20180613.0,7.0,11.0,18.0,9.0,11.0,3,nan,ATTENTION,B306,C Wong,2,11.0,A T Millard,81,+4,1122.0,-2,nan,4.0,-,150650.0,+ 1,nan,Tony Lau Hon Kwan Dominic Lai David Poon Cheung Fung & Alfred Ronald Li Kwok Lung,Stratum,Flamboyance,PP,103.0,TURF - B Course,1200M,2,3,6.675307411100053,6.564623467600748,6.5360559234730395,6.447611710323523,6.440471353108529,nan,nan,nan,nan,nan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0.24822064056939647,4.0,1.8383748517200476,0.24822064056939228,0.17757009345794392,6.597271648873073
20180613.0,7.0,1.0,12.0,8.0,1.0,2/9/7/4/8/1,nan,ARCHIPPUS,P361,J Moreira,nan,10.0,P O'Sullivan,104,0,1177.0,-1,1.08.96,7.0,-,2763300.0,1,V/TT,Sammy Sean Lee,Keeper,Sara Ann,ISG,133.0,TURF - B Course,1200M,2,2,9,7,4,8,1,V,TT,None,None,nan,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0.5,6.0,3.0,0.4896265560165975,0.3105590062111801,4.0
20180613.0,7.0,5.0,23.0,7.0,5.0,5/1/7/1/3/1,nan,SUPER FLUKE,T382,U Rispoli,nan,7.0,C H Yip,99,+2,1186.0,+2,1.09.66,6.0,-,4661900.0,1,B2,Financial Combination Syndicate,Thewayyouare,Brilliant Kiwi,PP,128.0,TURF - B Course,1200M,2,5,1,7,1,3,1,nan,None,None,None,nan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1.0,5.0,3.0,0.2966101694915254,0.20476190476190476,6.5
20180613.0,7.0,12.0,38.0,6.0,12.0,7/10/4/1/6/5,nan,BREEDERS' STAR,V197,C Schofield,2,8.0,D E Ferraris,81,-1,1152.0,-22,1.09.69,5.0,-,1526150.0,1,H,Hong Kong Breeders Club Syndicate,Jet Spur,Like The Wind,PP,113.0,TURF - B Course,1200M,2,7,10,4,1,6,5,H,None,None,None,nan,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0.42857142857142855,7.0,6.0,0.19148936170212766,0.2564102564102564,3.0
20180613.0,7.0,2.0,28.0,5.0,2.0,7/5/10/6/2/9,nan,WAH MAY FRIEND,T309,H N Wong,nan,4.0,A S Cruz,102,+8,1038.0,+6,1.09.66,6.0,-,3232200.0,1,TT,Mr & Mrs Lau Ying Wah,Martino Alonso,Rosemary Girl,PP,128.0,TURF - B Course,1200M,2,7,5,10,6,2,9,TT,None,None,None,nan,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0.6666666666666666,2.0,2.0,0.14754098360655737,0.2222222222222222,5.0
20180613.0,7.0,8.0,8.0,4.0,8.0,3,nan,SOLOMON'S BAY,B330,K Teetan,nan,6.0,F C Lor,86,+6,1020.0,-1,nan,4.0,-,262250.0,1,nan,Alexander Ng Win Yew,Exceed And Excel,Gentle On My Mind,PP,115.0,TURF - B Course,1200M,2,3,6.675307411100053,6.564623467600748,6.5360559234730395,6.447611710323523,6.440471353108529,nan,nan,nan,nan,nan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0.24822064056939647,19.0,1.8383748517200476,0.24761904761904763,0.3902439024390244,6.597271648873073
20180613.0,7.0,10.0,170.0,3.0,10.0,10/13/12,nan,MY ALLY,B261,T H So,nan,2.0,R Gibson,84,+12,1151.0,-7,1.09.54,4.0,-,213900.0,+ 1,H1/XB1,Chantilly Buddies Syndicate,Siyouni,Etoile Nocturne,PP,111.0,TURF - B Course,1200M,2,10,13,12,6.5360559234730395,6.447611710323523,6.440471353108529,nan,nan,None,None,nan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0.24822064056939647,5.0,1.8383748517200476,0.0759493670886076,0.2719298245614035,6.597271648873073
20180613.0,7.0,4.0,44.0,2.0,4.0,7/7/10/11,nan,SEVEN HEAVENS,B089,A Sanna,3,3.0,C Fownes,82,0,1044.0,-14,1.10.18,4.0,-,409200.0,1,H/TT,Edmond Siu Kim Ping,Frankel,Heaven Sent,PP,113.0,TURF - B Course,1200M,2,7,7,10,11,6.447611710323523,6.440471353108529,H,TT,None,None,nan,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0.24822064056939647,2.0,1.8383748517200476,0.15384615384615385,0.2857142857142857,6.597271648873073
20180613.0,7.0,3.0,1.3,1.0,3.0,2/1/1/1/1/1,nan,HOT KING PRAWN,A299,Z Purton,nan,1.0,J Size,101,-25,1152.0,+1,nan,3.0,-,4023000.0,+ 1,nan,Lau Sak Hong,Denman,De Chorus,PPG,130.0,TURF - B Course,1200M,2,2,1,1,1,1,1,nan,nan,nan,nan,nan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0.24822064056939647,6.0,1.8383748517200476,0.43781094527363185,0.3772455089820359,6.597271648873073
20180613.0,5.0,9.0,21.0,12.0,9.0,7/4/4/5/5/8,nan,SO FAST,S419,T H So,nan,10.0,W Y So,64,-2,1085.0,+3,1.10.04,6.0,-,248900.0,1,B/E,Stephen So Chi Ming & Samuel Chan Ying Leung,Commands,La Silva,PPG,116.0,TURF - B Course,1200M,3,7,4,4,5,5,8,B,E,None,None,nan,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0.14285714285714285,14.0,1.0,0.0759493670886076,0.32038834951456313,5.0
20180613.0,5.0,5.0,10.0,11.0,5.0,4/10/7/2/4/7,nan,LADY FIRST,B013,S Clipperton,nan,9.0,M J Freedman,67,+6,1034.0,+6,nan,4.0,-,360250.0,+ 1,nan,HK Association of Lady Horse Lovers Syndicate,Zacinto,Avoid,PP,121.0,TURF - B Course,1200M,3,4,10,7,2,4,7,nan,nan,nan,nan,nan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0.0,0.0,0.0,0.2356687898089172,0.2,2.0
20180613.0,5.0,2.0,62.0,10.0,2.0,11/8/3/1/4/6,nan,JOLLY CONVERGENCE,V293,N Callan,nan,11.0,T P Yung,74,+15,1078.0,+13,1.09.29,5.0,-,1021800.0,+ 1,CP/TT,Jolly Family Syndicate,Equiano,Langs Lash,PP,128.0,TURF - B Course,1200M,3,11,8,3,1,4,6,CP,TT,None,None,nan,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0.125,2.0,1.0,0.23076923076923078,0.22395833333333334,4.0
20180613.0,5.0,4.0,9.7,9.0,4.0,11/2/6/5/2/10,nan,BACK IN BLACK,T358,T Berry,nan,3.0,P O'Sullivan,69,+17,1055.0,-6,1.09.63,6.0,-,772900.0,1,B,Kevin Michael Taylor & Thiyagarajah Rajah,Murtajill,Gifting,PPG,123.0,TURF - B Course,1200M,3,11,2,6,5,2,10,B,None,None,None,nan,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0.0,0.0,0.0,0.24444444444444444,0.3105590062111801,2.0
20180613.0,5.0,11.0,34.0,8.0,11.0,1/1/10/11/6/5,nan,GOOD FOR YOU,T265,H N Wong,nan,8.0,Y S Tsui,63,+7,1049.0,+1,1.10.19,5.0,-,1861200.0,2,B,Michael Ng Chun Ho Randy Chu Wai Ping & Jenny Ng Wing Sum,Thorn Park,La Serenissime,PPG,114.0,TURF - B Course,1200M,3,1,1,10,11,6,5,B,None,None,None,nan,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0.24822064056939647,15.0,1.8383748517200476,0.14754098360655737,0.21568627450980393,6.597271648873073
20180613.0,5.0,8.0,35.0,7.0,8.0,14/6/9,nan,MY CHANCE,B214,C Y Ho,nan,2.0,K W Lui,69,+10,1114.0,+4,nan,3.0,5,150650.0,1,nan,Mr & Mrs Charley Chan Wing Chin,Holy Roman Emperor,Many Hearts,PP,116.0,TURF - B Course,1200M,3,14,6,9,6.5360559234730395,6.447611710323523,6.440471353108529,nan,nan,nan,nan,nan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0.24822064056939647,15.0,1.8383748517200476,0.12650602409638553,0.3150684931506849,6.597271648873073
20180613.0,5.0,1.0,15.0,6.0,1.0,3/4/5/11/7/3,nan,STARLIGHT,V273,U Rispoli,nan,7.0,C H Yip,75,-5,1080.0,-3,1.09.38,5.0,-,2585200.0,+ 2,nan,Yip Yuk Tong,Red Element,Bush Triumph,PPG,129.0,TURF - B Course,1200M,3,3,4,5,11,7,3,nan,nan,nan,nan,nan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0.6923076923076923,10.0,9.0,0.2966101694915254,0.20476190476190476,9.0
20180613.0,5.0,7.0,7.1,5.0,7.0,5/1/4/1/3/4,nan,ZERO HEDGE,A221,J Moreira,nan,12.0,J Size,66,0,1090.0,+10,1.09.92,4.0,-,2101200.0,1,SR,Mr & Mrs Idon Pong,Medaglia d'Oro,Idriess,PPG,120.0,TURF - B Course,1200M,3,5,1,4,1,3,4,SR,None,None,None,nan,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0.0,4.0,0.0,0.4896265560165975,0.3772455089820359,2.0
20180613.0,5.0,12.0,7.0,4.0,12.0,2/5/3/11/7/3,nan,STAR OF JOY,A171,A Sanna,nan,5.0,K L Man,63,-2,1076.0,-9,1.09.74,4.0,-,943200.0,2,nan,Lo Chuen Hang,Snitzel,At Ease,PP,117.0,TURF - B Course,1200M,3,2,5,3,11,7,3,nan,nan,nan,nan,nan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0.42857142857142855,8.0,3.0,0.15384615384615385,0.18556701030927836,7.0
20180613.0,5.0,3.0,5.1,3.0,3.0,3/8/4/4/6/4,nan,FANTASTIC FEELING,T273,Z Purton,nan,6.0,D E Ferraris,70,-13,1230.0,+11,1.09.74,6.0,-,1054550.0,+ 1,nan,Anthony Chow Wing Kin,Show A Heart,Twirling Heights,PP,124.0,TURF - B Course,1200M,3,3,8,4,4,6,4,nan,nan,nan,nan,nan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0.5,8.0,5.0,0.43781094527363185,0.2564102564102564,8.0
20180613.0,5.0,6.0,5.2,2.0,6.0,3/12/8/4/13/11,nan,HIGH FIVE,T200,K Teetan,nan,1.0,A T Millard,66,-23,1096.0,+4,1.09.38,6.0,-,596050.0,* 1,nan,Tony Yue Kwok Leung,Time Thief,Stand By Your Man,PP,120.0,TURF - B Course,1200M,3,3,12,8,4,13,11,nan,nan,nan,nan,nan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0.25,2.0,2.0,0.24761904761904763,0.17757009345794392,6.0
20180613.0,5.0,10.0,6.3,1.0,10.0,6/3/7/7/9,nan,FALCON TURBO,B164,D Whyte,1,4.0,D J Hall,63,-5,1120.0,0,1.10.60,3.0,-,943200.0,1,nan,Sammy Ma Hon Kit Chan Sin Shui & Johnny Chang Tak Cheung,Nicconi,Queen Of The Falls,PP,117.0,TURF - B Course,1200M,3,6,3,7,7,9,6.440471353108529,nan,nan,nan,nan,nan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0.24822064056939647,3.0,1.8383748517200476,0.25925925925925924,0.24615384615384617,6.597271648873073
20180613.0,4.0,6.0,192.0,12.0,6.0,-,nan,RUMBA DELAGO,B075,W M Lai,nan,7.0,Y S Tsui,52,+12,1170.0,0,nan,3.0,-,0.0,* 2,nan,Jason Ma Ka Kui,Delago Deluxe,Every Man's Dream,PPG,125.0,TURF - B Course,1200M,4,6.7237132933375205,6.675307411100053,6.564623467600748,6.5360559234730395,6.447611710323523,6.440471353108529,nan,nan,nan,nan,nan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0.24822064056939647,7.406880189798339,1.8383748517200476,0.10606060606060606,0.21568627450980393,6.597271648873073
20180613.0,4.0,1.0,10.0,11.0,1.0,1/2/4/3/3/3,nan,GOLDEN GLORY,T076,C Y Ho,nan,12.0,K W Lui,58,0,1090.0,+11,1.10.00,7.0,-,1793000.0,2,B/TT,Daniel Kwan,Patapan,Victoria Bay,PP,129.0,TURF - B Course,1200M,4,1,2,4,3,3,3,B,TT,None,None,nan,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0.42857142857142855,3.0,3.0,0.12650602409638553,0.3150684931506849,7.0
20180613.0,4.0,11.0,59.0,10.0,11.0,11/12/14/4/8/14,nan,BEST RUNNER,B036,K Teetan,nan,8.0,A Lee,45,+14,1127.0,-16,1.10.82,4.0,-,52800.0,1,CP/H/TT1,Ng Wai Kwong,Redwood,Agi Gu Li,PPG,118.0,TURF - B Course,1200M,4,11,12,14,4,8,14,CP,H,nan,None,nan,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0.24822064056939647,7.406880189798339,1.8383748517200476,0.24761904761904763,0.07964601769911504,6.597271648873073
20180613.0,4.0,4.0,11.0,9.0,4.0,1/2/4/6/5/4,nan,CLEAR CHOICE,A426,M Chadwick,nan,11.0,C S Shum,54,-6,1045.0,-19,1.10.36,4.0,-,1056000.0,1,B/TT,Eighth Floor Syndicate,Rebel Raider,Callipygian,PPG,127.0,TURF - B Course,1200M,4,1,2,4,6,5,4,B,TT,None,None,nan,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0.25,1.0,1.0,0.20388349514563106,0.28160919540229884,5.5
20180613.0,4.0,10.0,7.1,8.0,10.0,7/7/3/4/5/1,nan,MANFUL STAR,V010,C Schofield,nan,6.0,P F Yiu,46,+1,1122.0,-6,1.10.23,6.0,-,787600.0,1,nan,Choi Lung Wai,Northern Meteor,Hint Of Glory,PPG,119.0,TURF - B Course,1200M,4,7,7,3,4,5,1,nan,nan,nan,nan,nan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0.2,7.0,1.0,0.19148936170212766,0.32857142857142857,3.5
20180613.0,4.0,9.0,7.0,7.0,9.0,5/5/2,nan,THOU SHALL SING,B047,J Moreira,nan,3.0,W Y So,52,-6,1042.0,+6,nan,3.0,-,448800.0,+ 1,H/P/TT,Eclat Syndicate,Your Song,Shalt Not,PPG,125.0,TURF - B Course,1200M,4,5,5,2,6.5360559234730395,6.447611710323523,6.440471353108529,H,P,TT,None,nan,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0.24822064056939647,7.406880189798339,1.8383748517200476,0.4896265560165975,0.32038834951456313,6.597271648873073
20180613.0,4.0,2.0,5.5,6.0,2.0,4/2/9/6/9/9,nan,FLYING MONKEY,T361,H N Wong,nan,1.0,T P Yung,56,+3,1065.0,+6,1.10.27,5.0,-,748000.0,2,TT,The Racing Twelve Syndicate,Pins,Dandify,PPG,126.0,TURF - B Course,1200M,4,4,2,9,6,9,9,TT,None,None,None,nan,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0.5,2.0,1.0,0.14754098360655737,0.22395833333333334,8.0
20180613.0,4.0,7.0,43.0,5.0,7.0,8/10/8/9/11/8,nan,STAR SUPERIOR,V255,O Doleuze,nan,9.0,C W Chang,52,+12,1056.0,-12,1.11.05,5.0,-,609050.0,+ 1,CP1,Li Si Rong,Reward For Effort,Sister Livia,PP,125.0,TURF - B Course,1200M,4,8,10,8,9,11,8,nan,None,None,None,nan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0.0,4.0,0.0,0.2978723404255319,0.16455696202531644,1.5
20180613.0,4.0,3.0,57.0,4.0,3.0,9/4/1/6/5/8,nan,DR RACE,T284,A Sanna,nan,10.0,D E Ferraris,55,+12,1048.0,+2,1.10.39,6.0,-,1238160.0,1,TT,Super Enriched Syndicate,Dr Fong,Sommerflora,PP,128.0,TURF - B Course,1200M,4,9,4,1,6,5,8,TT,None,None,None,nan,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0.2,1.0,1.0,0.15384615384615385,0.2564102564102564,3.5
20180613.0,4.0,12.0,5.1,3.0,12.0,8/9/4/6/6/10,nan,MASTER VIKING,S385,C Wong,nan,4.0,A T Millard,45,+5,1183.0,-5,1.09.99,6.0,-,154000.0,+ 1,V/TT,Winway Racing Syndicate,Mastercraftsman,Code Black,PPG,108.0,TURF - B Course,1200M,4,8,9,4,6,6,10,V,TT,None,None,nan,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0.25,10.0,4.0,0.24822064056939228,0.17757009345794392,5.5
20180613.0,4.0,8.0,40.0,2.0,8.0,11/10/7/1/9/10,nan,TELECOM MAN,B038,T H So,nan,2.0,C H Yip,52,0,1171.0,+4,nan,3.0,-,748000.0,1,P-/TT,Billy Cheung King Shan,Rock 'N' Pop,Row Of Diamonds,PPG,123.0,TURF - B Course,1200M,4,11,10,7,1,9,10,nan,TT,None,None,nan,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0.24822064056939647,7.406880189798339,1.8383748517200476,0.0759493670886076,0.20476190476190476,6.597271648873073
20180613.0,4.0,5.0,3.5,1.0,5.0,6/3/2/5/6/8,nan,BUOYANT BOY,A317,Z Purton,nan,5.0,K L Man,52,-16,1004.0,+10,1.10.56,4.0,-,1573900.0,+ 1,H/TT,Mr & Mrs Chiu Tao,Zoffany,Close To The Edge,ISG,125.0,TURF - B Course,1200M,4,6,3,2,5,6,8,H,TT,None,None,nan,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0.0,2.0,0.0,0.43781094527363185,0.18556701030927836,1.5
20180613.0,3.0,10.0,44.0,12.0,10.0,10/4/9/9/14/5,nan,CURLING LUXURY,A083,W M Lai,nan,7.0,Y S Tsui,46,+3,1044.0,+17,nan,5.0,-,1468060.0,1,SR1,Dickman Chan Lap Tat,O'Reilly,Former Glory,PPG,120.0,TURF - B Course,1200M,4,10,4,9,9,14,5,nan,None,None,None,nan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0.0,15.0,0.0,0.10606060606060606,0.21568627450980393,3.0
20180613.0,3.0,1.0,39.0,11.0,1.0,11/10/3/8/7/9,nan,ALL MY GAIN,T018,H N Wong,nan,9.0,T P Yung,57,+2,1098.0,+7,1.10.16,7.0,-,132000.0,1,B/TT,Thing On Group Syndicate,Any Suggestion,Welbee Kyros,PPG,128.0,TURF - B Course,1200M,4,11,10,3,8,7,9,B,TT,None,None,nan,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0.3333333333333333,5.0,2.0,0.14754098360655737,0.22395833333333334,6.0
20180613.0,3.0,11.0,7.6,10.0,11.0,2/1/9/6/5/4,nan,FORMULA GALORE,V011,A Sanna,nan,12.0,C Fownes,46,+5,1087.0,-13,1.10.62,5.0,-,917400.0,1,V/TT,Lillian Lee Lai Man,Not A Single Doubt,Evening Pleasures,PPG,120.0,TURF - B Course,1200M,4,2,1,9,6,5,4,V,TT,None,None,nan,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0.4444444444444444,16.0,4.0,0.15384615384615385,0.2857142857142857,7.0
20180613.0,3.0,4.0,26.0,9.0,4.0,7,nan,DOMINATOR,B247,T Berry,nan,2.0,P O'Sullivan,52,+10,1148.0,-16,nan,3.0,-,0.0,1,nan,Giresh G Melwani,Commands,Cover Charge,PPG,126.0,TURF - B Course,1200M,4,7,6.675307411100053,6.564623467600748,6.5360559234730395,6.447611710323523,6.440471353108529,nan,nan,nan,nan,nan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0.24822064056939647,14.0,1.8383748517200476,0.24444444444444444,0.3105590062111801,6.597271648873073
20180613.0,3.0,12.0,10.0,8.0,12.0,10/2/6/7/4/8,nan,LIGHTNING MISSILE,A281,Z Purton,nan,10.0,K L Man,46,+18,1170.0,+16,1.10.28,4.0,-,246400.0,+ * 2,B/TT1,Dr Richard Lo Kwong Yin & Dr Christine Lo Shing Yen,Smart Missile,Venetian Lady,PPG,120.0,TURF - B Course,1200M,4,10,2,6,7,4,8,B,nan,None,None,nan,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0.0,1.0,0.0,0.43781094527363185,0.18556701030927836,3.0
20180613.0,3.0,7.0,139.0,7.0,7.0,10/11,nan,UNIVERSAL GO GO,B132,C Y Ho,nan,6.0,K W Lui,50,-10,1108.0,+3,nan,3.0,-,0.0,+ 1,nan,The Executors of the Estate of the late George Wong Kin Wah,Azamour,Love Blooms,PPG,122.0,TURF - B Course,1200M,4,10,11,6.564623467600748,6.5360559234730395,6.447611710323523,6.440471353108529,nan,nan,nan,nan,nan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0.24822064056939647,0.0,1.8383748517200476,0.12650602409638553,0.3150684931506849,6.597271648873073
20180613.0,3.0,6.0,6.5,6.0,6.0,5/3/4/10/10/5,nan,JUNZI,V274,D Whyte,nan,1.0,W Y So,50,+7,975.0,-3,1.10.64,5.0,-,818400.0,+ 2,nan,Game Genius Syndicate,Red Giant,Quality Dream,PPG,124.0,TURF - B Course,1200M,4,5,3,4,10,10,5,nan,nan,nan,nan,nan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0.0,10.0,0.0,0.25925925925925924,0.32038834951456313,3.0
20180613.0,3.0,5.0,4.0,5.0,5.0,11/3/1/5/6/2,nan,BINGO,A301,C Wong,nan,3.0,J Moore,51,-6,1195.0,+9,1.10.04,3.0,-,1438800.0,1,B/TT,Brian Sun Sam Chau Chiu Yin Peter Sun Kwok Wah & Wilson Lee Kwong Ching,Hinchinbrook,Startling Pleasure,PPG,115.0,TURF - B Course,1200M,4,11,3,1,5,6,2,B,TT,None,None,nan,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0.0,9.0,0.0,0.24822064056939228,0.25196850393700787,3.0
20180613.0,3.0,2.0,7.7,4.0,2.0,5/10/6/9/12/12,nan,GOOD COMPANION,A052,J Moreira,nan,11.0,D Cruz,54,+7,1071.0,-8,1.09.98,5.0,-,1964900.0,+ 1,TT,Joseph Chung,Exceed And Excel,Dyna Slam,PPG,128.0,TURF - B Course,1200M,4,5,10,6,9,12,12,TT,None,None,None,nan,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0.5,19.0,6.0,0.4896265560165975,0.19708029197080293,8.0
