Draw,Rtg.,Rtg.+/-,Horse Wt. (Declaration),Wt.+/- (vs Declaration),Age,Season Stakes,AWT,class,Runs_1,Runs_2,Runs_3,Runs_4,Runs_5,Runs_6,B,H,TT,CP,V,XB,SR,P,PC,E,BO,PS,SB,Sex_c,Sex_f,Sex_g,Sex_h,Sex_m,Sex_r,going_FAST,going_GOOD,going_GOOD TO FIRM,going_GOOD TO YIELDING,going_WET SLOW,going_YIELDING,raceCourse_HV,raceCourse_ST,SireRank,DamRank,horseRank,HorseMatchRank,JockeyRank,TrainerRank
4.0,71.0,-20.0,1074.0,-4.0,5.0,2576250.0,125.0,3.0,10.0,2.0,6.0,4.0,3.0,3.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.5,12.5,0.28618421052631576,0.25274725274725274
13.0,58.0,29.0,1061.0,5.0,4.0,204000.0,129.0,4.0,10.0,8.0,6.0,2.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,17.0,1.0,0.14285714285714285,6.0,0.17343173431734318,0.3130081300813008
7.0,43.0,9.0,1076.0,20.0,5.0,153000.0,116.0,4.0,2.0,3.0,2.0,6.0,3.0,7.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.10256410256410256,0.25274725274725274
9.0,52.0,2.0,1097.0,0.0,4.0,92000.0,125.0,4.0,6.736832579185521,6.676943699731903,6.6166464155528555,6.562325681184295,6.496828273674671,6.501203659123736,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.1864406779661017,0.29931972789115646
2.0,41.0,6.0,1150.0,26.0,7.0,342000.0,114.0,4.0,9.0,13.0,13.0,14.0,11.0,6.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.21912350597609562,0.2768361581920904
3.0,60.0,2.0,1015.0,11.0,7.0,1256725.0,133.0,4.0,3.0,11.0,8.0,7.0,6.0,13.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,30.0,0.0,0.0,3.0,0.28618421052631576,0.19830028328611898
12.0,44.0,13.0,1011.0,6.0,6.0,248000.0,115.0,4.0,1.0,4.0,11.0,11.0,4.0,8.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,0.2222222222222222,7.0,0.1388888888888889,0.16981132075471697
1.0,42.0,14.0,1124.0,40.0,7.0,637000.0,113.0,4.0,5.0,8.0,6.0,4.0,4.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.3333333333333333,10.0,0.03508771929824561,0.2824207492795389
11.0,44.0,-9.0,1124.0,23.0,4.0,826000.0,117.0,4.0,7.0,8.0,8.0,8.0,6.496828273674671,6.501203659123736,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,20.0,5.0,0.625,12.0,0.23661971830985915,0.2032258064516129
10.0,45.0,0.0,1236.0,18.0,6.0,224000.0,108.0,4.0,9.0,9.0,1.0,4.0,9.0,4.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,32.0,1.0,0.3333333333333333,10.0,0.28735632183908044,0.30522088353413657
8.0,50.0,-2.0,1113.0,6.0,6.0,456000.0,113.0,4.0,3.0,10.0,11.0,5.0,7.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,2.0,0.3333333333333333,10.0,0.14798206278026907,0.2446236559139785
5.0,52.0,-27.0,1115.0,23.0,4.0,2871750.0,125.0,4.0,3.0,4.0,6.6166464155528555,6.562325681184295,6.496828273674671,6.501203659123736,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,20.0,0.0,0.0,3.0,0.24749163879598662,0.2692307692307692
6.0,58.0,23.0,1155.0,16.0,5.0,276000.0,131.0,4.0,11.0,1.0,6.0,2.0,2.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,17.0,1.0,0.25,8.0,0.15789473684210525,0.22317596566523606
4.0,45.0,0.0,1089.0,-4.0,7.0,360000.0,118.0,4.0,5.0,3.0,13.0,6.0,8.0,13.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,7.0,3.0,0.75,13.0,0.5146341463414634,0.16339869281045752
14.0,48.0,-19.0,1120.0,11.0,4.0,1942275.0,121.0,4.0,8.0,8.0,6.6166464155528555,6.562325681184295,6.496828273674671,6.501203659123736,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,30.0,7.0,0.7777777777777778,14.0,0.11607142857142858,0.22875816993464052
2.0,94.0,21.0,1237.0,11.0,5.0,346500.0,113.0,1.0,1.0,4.0,2.0,2.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,31.0,2.0,0.1111111111111111,6.0,0.21912350597609562,0.16981132075471697
6.0,123.0,4.0,1085.0,2.0,8.0,380000.0,123.0,1.0,3.0,9.0,11.0,3.0,11.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,7.0,0.0,0.0,3.0,0.14798206278026907,0.2824207492795389
9.0,117.0,-1.0,1179.0,-5.0,5.0,1797000.0,127.0,1.0,5.0,1.0,13.0,9.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,11.0,1.0,0.5,11.0,0.24749163879598662,0.2824207492795389
8.0,105.0,0.0,1193.0,28.0,5.0,0.0,115.0,1.0,8.0,2.0,2.0,2.0,4.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,3.0,0.5146341463414634,0.38461538461538464
4.0,120.0,2.0,1221.0,52.0,5.0,5640000.0,130.0,1.0,2.0,2.0,2.0,3.0,5.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,13.0,0.0,0.0,3.0,0.28618421052631576,0.2692307692307692
11.0,107.0,2.0,1044.0,1.0,6.0,780750.0,115.0,1.0,6.0,4.0,5.0,2.0,3.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,12.0,0.0,0.0,3.0,0.1388888888888889,0.38461538461538464
7.0,102.0,25.0,1187.0,25.0,5.0,1189500.0,111.0,1.0,9.0,11.0,8.0,7.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,16.0,6.0,0.3,10.0,0.17343173431734318,0.2692307692307692
3.0,112.0,13.0,1125.0,30.0,7.0,288000.0,122.0,1.0,11.0,5.0,6.0,2.0,6.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,0.0,0.0,3.0,0.32211538461538464,0.38461538461538464
10.0,90.0,1.0,1066.0,4.0,4.0,692250.0,113.0,1.0,1.0,3.0,8.0,6.562325681184295,6.496828273674671,6.501203659123736,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,3.0,0.1875,7.0,0.15789473684210525,0.22317596566523606
5.0,106.0,12.0,1089.0,12.0,5.0,728250.0,116.0,1.0,3.0,4.0,2.0,3.0,7.0,5.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.25,8.5,0.23661971830985915,0.23636363636363636
1.0,101.0,3.0,1068.0,19.0,6.0,1692000.0,113.0,1.0,1.0,6.0,1.0,7.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,13.0,3.0,0.25,8.5,0.1864406779661017,0.2824207492795389
5.0,39.0,-2.0,1190.0,19.0,7.0,0.0,132.0,5.0,10.0,10.0,7.0,8.0,9.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,31.0,0.0,0.0,3.0,0.5146341463414634,0.1349206349206349
7.0,29.0,-7.0,1050.0,3.0,5.0,1248000.0,120.0,5.0,10.0,9.0,7.0,12.0,7.0,9.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,23.0,5.0,0.23809523809523808,8.0,0.03508771929824561,0.2768361581920904
3.0,35.0,9.0,1056.0,-18.0,6.0,168000.0,128.0,5.0,10.0,8.0,12.0,11.0,12.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.23661971830985915,0.22317596566523606
11.0,33.0,-7.0,1109.0,-13.0,5.0,0.0,126.0,5.0,14.0,12.0,12.0,14.0,14.0,11.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,7.0,0.0,0.0,3.0,0.1864406779661017,0.22875816993464052
1.0,40.0,23.0,1095.0,5.0,9.0,177000.0,131.0,5.0,5.0,10.0,4.0,4.0,1.0,2.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.2,7.0,0.1388888888888889,0.3282442748091603
12.0,19.0,-3.0,1075.0,-15.0,5.0,879000.0,113.0,5.0,4.0,7.0,3.0,4.0,2.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,27.0,3.0,0.3333333333333333,9.5,0.11607142857142858,0.2446236559139785
4.0,33.0,0.0,1076.0,-1.0,8.0,0.0,126.0,5.0,6.0,6.0,10.0,8.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.3013698630136986,0.1902439024390244
10.0,28.0,-1.0,1152.0,26.0,5.0,153000.0,121.0,5.0,8.0,10.0,12.0,10.0,8.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.5,11.0,0.21912350597609562,0.19830028328611898
8.0,26.0,-1.0,1227.0,16.0,6.0,648000.0,119.0,5.0,4.0,9.0,4.0,7.0,5.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.10256410256410256,0.2446236559139785
9.0,25.0,6.0,1065.0,-4.0,8.0,327000.0,118.0,5.0,5.0,5.0,5.0,5.0,10.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,13.0,2.0,0.6666666666666666,12.5,0.15789473684210525,0.11737089201877934
2.0,30.0,9.0,1180.0,-16.0,9.0,177000.0,123.0,5.0,6.0,7.0,6.0,8.0,7.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.3333333333333333,9.5,0.28618421052631576,0.16339869281045752
6.0,38.0,-2.0,1201.0,26.0,5.0,1540000.0,129.0,5.0,3.0,1.0,6.0,10.0,11.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,0.6666666666666666,12.5,0.17343173431734318,0.30522088353413657
13.0,39.0,3.0,1065.0,3.0,7.0,550000.0,132.0,5.0,2.0,3.0,2.0,3.0,5.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.16666666666666666,6.0,0.32211538461538464,0.15217391304347827
7.0,64.0,1.0,1106.0,23.0,5.0,496775.0,119.0,3.0,9.0,3.0,2.0,5.0,6.0,9.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,7.0,0.0,0.0,4.5,0.21912350597609562,0.22317596566523606
1.0,63.0,14.0,961.0,4.0,4.0,96000.0,118.0,3.0,9.0,9.0,10.0,9.0,13.0,6.501203659123736,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,4.5,0.1864406779661017,0.2768361581920904
5.0,75.0,0.0,1091.0,23.0,5.0,0.0,130.0,3.0,10.0,9.0,12.0,1.0,12.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,31.0,0.0,0.0,4.5,0.10256410256410256,0.1349206349206349
10.0,69.0,11.0,1032.0,22.0,5.0,366975.0,124.0,3.0,8.0,1.0,7.0,1.0,4.0,6.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,3.0,0.21428571428571427,11.0,0.28618421052631576,0.2692307692307692
4.0,65.0,2.0,1103.0,4.0,6.0,0.0,118.0,3.0,4.0,6.0,11.0,2.0,8.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,27.0,0.0,0.0,4.5,0.17343173431734318,0.29931972789115646
9.0,76.0,15.0,1092.0,3.0,7.0,623325.0,131.0,3.0,5.0,11.0,10.0,9.0,7.0,12.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,19.0,0.0,0.0,4.5,0.5146341463414634,0.2824207492795389
11.0,61.0,11.0,1093.0,12.0,6.0,133600.0,114.0,3.0,3.0,3.0,5.0,14.0,5.0,8.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,13.0,0.0,0.0,4.5,0.03508771929824561,0.25274725274725274
3.0,74.0,21.0,1083.0,-2.0,5.0,1485375.0,127.0,3.0,9.0,12.0,5.0,1.0,4.0,6.501203659123736,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,4.5,0.2113564668769716,0.16981132075471697
2.0,77.0,2.0,1004.0,-2.0,7.0,69900.0,132.0,3.0,2.0,4.0,4.0,11.0,8.0,6.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,27.0,0.0,0.0,4.5,0.24749163879598662,0.23076923076923078
8.0,65.0,13.0,1088.0,25.0,5.0,1898950.0,115.0,3.0,1.0,4.0,8.0,10.0,9.0,6.501203659123736,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,11.0,1.0,0.2,9.5,0.05714285714285714,0.19830028328611898
12.0,78.0,27.0,1006.0,14.0,4.0,1412325.0,133.0,3.0,1.0,2.0,7.0,1.0,7.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0,6.0,0.3333333333333333,12.0,0.3013698630136986,0.2032258064516129
6.0,61.0,-7.0,1121.0,-1.0,5.0,1409650.0,116.0,3.0,5.0,3.0,6.0,7.0,3.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,31.0,2.0,0.2,9.5,0.15789473684210525,0.2446236559139785
3.0,41.0,23.0,1099.0,15.0,4.0,0.0,114.0,4.0,13.0,13.0,14.0,12.0,12.0,6.501203659123736,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.5,0.10256410256410256,0.1349206349206349
