B,H,TT,CP,V,XB,SR,P,PC,E,BO,PS,SB,Sex_c,Sex_f,Sex_g,Sex_h,Sex_r,going_GOOD,going_GOOD TO FIRM,going_GOOD TO YIELDING,going_YIELDING,raceCourse_HV,raceCourse_ST,Runs_6,Runs_5,Runs_4,Runs_3,Runs_2,Runs_1,TrainerRank,SireRank,horseRank,JockeyRank,Draw,Rtg.+/-,AWT,class,DamRank,HorseMatchRank,Age,Horse Wt. (Declaration),Wt.+/- (vs Declaration)
1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,9.0,8.0,1.0,2.0,6.0,2.0,0.36486486486486486,11.0,0.25,0.29411764705882354,12.0,-4.0,115.0,2.0,1.0,7.0,5.0,1178.0,10.0
0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,3.0,2.0,4.0,9.0,2.0,3.0,0.15625,3.0,0.3333333333333333,0.30158730158730157,4.0,-9.0,114.0,2.0,2.0,8.0,5.0,1278.0,-11.0
0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,3.0,2.0,3.0,3.0,3.0,9.0,0.3620689655172414,4.0,0.8,0.52,8.0,4.0,118.0,2.0,4.0,11.0,6.0,1089.0,-14.0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,7.0,5.0,8.0,3.0,1.0,9.0,0.13333333333333333,1.0,1.0,0.265625,7.0,-20.0,112.0,2.0,1.0,12.0,5.0,1134.0,10.0
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,9.0,10.0,8.0,9.0,4.0,6.0,0.3902439024390244,4.0,0.6666666666666666,0.21621621621621623,3.0,0.0,118.0,2.0,2.0,10.0,6.0,978.0,6.0
1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,3.0,2.0,5.0,2.0,1.0,5.0,0.05357142857142857,0.0,0.0,0.3064516129032258,2.0,-3.0,131.0,3.0,0.0,2.5,5.0,1110.0,17.0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,6.764367816091954,6.612570356472795,12.0,12.0,13.0,12.0,0.34545454545454546,7.0,0.0,0.21153846153846154,1.0,27.0,121.0,3.0,0.0,2.5,4.0,1053.0,-22.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,11.0,10.0,11.0,1.0,7.0,6.0,0.15151515151515152,0.0,0.0,0.18604651162790697,9.0,17.0,122.0,3.0,0.0,2.5,7.0,1163.0,-14.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,7.0,6.0,11.0,7.0,13.0,1.0,0.3013698630136986,0.0,0.0,0.29411764705882354,10.0,2.0,115.0,3.0,0.0,2.5,5.0,1165.0,26.0
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,6.0,4.0,5.0,5.0,7.0,8.0,0.27586206896551724,12.0,0.16666666666666666,0.23076923076923078,6.0,24.0,130.0,3.0,1.0,5.0,7.0,1109.0,-12.0
0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,13.0,10.0,3.0,1.0,1.0,9.0,0.25,8.0,0.7142857142857143,0.3924050632911392,4.0,-17.0,133.0,3.0,5.0,8.0,5.0,1074.0,-7.0
