date,raceNo,horseNo,odds,plc,Horse No.,Last 6 Runs,Colour,Horse,Brand No.,Jockey,Over Wt.,Draw,Trainer,Rtg.,Rtg.+/-,Horse Wt. (Declaration),Wt.+/- (vs Declaration),Best Time,Age,WFA,Season Stakes,Priority,Gear,Owner,Sire,Dam,Import Cat.,AWT,road,dist,class,Runs_1,Runs_2,Runs_3,Runs_4,Runs_5,Runs_6,Gear_1,Gear_2,Gear_3,Gear_4,Gear_5,B,H,TT,CP,V,XB,SR,P,PC,E,BO,SB,PS,Sex_c,Sex_f,Sex_g,Sex_h,Sex_m,Sex_r,going_FAST,going_GOOD,going_GOOD TO FIRM,going_GOOD TO YIELDING,going_WET FAST,going_WET SLOW,going_YIELDING,raceCourse_HV,raceCourse_ST,horseRank,SireRank,DamRank,JockeyRank,TrainerRank,HorseMatchRank
20180107.0,9.0,12.0,178.0,13.0,12.0,9/8/11/6/1/7,nan,YOUNG EMPIRE,V116,W M Lai,nan,10.0,W Y So,63,+23,1044.0,+2,1.23.08,5.0,-,847900.0,1,V/TT,HKJC Racing Club Limited,Royal Applause,Age Of Chivalry,PP,116.0,TURF - C Course,1400M,3,9,8,11,6,1,7,V,TT,None,None,None,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0.0,0.0,0.0,0.12,0.23369565217391305,2.5
20180107.0,9.0,5.0,284.0,12.0,5.0,11,nan,ROMANTIC JOURNEY,B107,K C Ng,nan,3.0,A S Cruz,70,+45,1096.0,+4,nan,4.0,-,0.0,1,B/TT,Alice Ming Bo Ting,More Than Ready,Perfect Truth,PP,120.0,TURF - C Course,1400M,3,11,6.666666666666686,6.6841936518114515,6.626835097302889,6.6696881798405,6.6436517069427925,B,TT,None,None,None,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0.22605575489925495,6.0,1.9089152635937068,0.020618556701030927,0.2634146341463415,7.205906707148772
20180107.0,9.0,9.0,14.0,11.0,9.0,9/9/12/8/8/8,nan,MIGHTY MAVERICK,V150,K C Leung,nan,4.0,D Cruz,64,-2,1158.0,-4,1.21.19,6.0,-,1604000.0,+ 1,CP/XB,Peter Cheung Shu Wing,Snitzel,Thunder Belle,PP,115.0,TURF - C Course,1400M,3,9,9,12,8,8,8,CP,XB,None,None,None,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0.21052631578947367,6.0,4.0,0.17679558011049723,0.14678899082568808,5.0
20180107.0,9.0,13.0,97.0,10.0,13.0,11/10/10/11/10/8,nan,HAPPY JOURNEY,S299,M L Yeung,2,2.0,L Ho,60,+7,1106.0,+8,1.22.22,7.0,-,0.0,1,V-/TT,Ever Happy Syndicate,Mossman,Oh So Royal,PP,111.0,TURF - C Course,1400M,3,11,10,10,11,10,8,nan,TT,None,None,None,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0.2857142857142857,6.0,2.0,0.152317880794702,0.1984732824427481,6.0
20180107.0,9.0,4.0,98.0,9.0,4.0,10,nan,MARVEL JOY,A229,N Callan,nan,5.0,C Fownes,72,+27,1153.0,-5,nan,4.0,-,500650.0,2,nan,Penha Hill Syndicate,Helmet,Without Precedent,PP,125.0,TURF - C Course,1400M,3,10,6.666666666666686,6.6841936518114515,6.626835097302889,6.6696881798405,6.6436517069427925,nan,nan,nan,nan,nan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0.22605575489925495,7.045542368203146,1.9089152635937068,0.24855491329479767,0.15476190476190477,7.205906707148772
20180107.0,9.0,11.0,12.0,8.0,11.0,2/8/4/6/7/3,nan,EXPERTO CREDE,A110,M Chadwick,nan,13.0,J Moore,63,0,1079.0,-16,1.21.99,5.0,-,1996900.0,1,XB,Edmond Siu Kim Ping,Exceed And Excel,Shepherdia,PP,116.0,TURF - C Course,1400M,3,2,8,4,6,7,3,XB,None,None,None,None,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0.6363636363636364,15.0,7.0,0.1271186440677966,0.31797235023041476,7.0
20180107.0,9.0,7.0,12.0,7.0,7.0,1/3/13/3/9/6,nan,DIAMOND DRAGON,V002,C Y Ho,nan,1.0,K W Lui,68,+13,1126.0,+14,1.22.17,6.0,-,1277250.0,1,B/H/XB,Ng Kwok Kay,Not A Single Doubt,Umatilly,PP,119.0,TURF - C Course,1400M,3,1,3,13,3,9,6,B,H,XB,None,None,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0.6666666666666666,11.0,2.0,0.14673913043478262,0.18796992481203006,8.0
20180107.0,9.0,8.0,14.0,6.0,8.0,3/5/3/9/7/2,nan,SUPER WISE,A100,U Rispoli,nan,8.0,C H Yip,68,-5,1098.0,+6,nan,4.0,-,1427900.0,1,H/P/TT,Leung Lun Ping,Zoffany,Folichonne,PP,121.0,TURF - C Course,1400M,3,3,5,3,9,7,2,H,P,TT,None,None,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0.22605575489925495,0.0,1.9089152635937068,0.27710843373493976,0.23931623931623933,7.205906707148772
20180107.0,9.0,6.0,35.0,5.0,6.0,9/12/3/7/9/3,nan,NUCLEAR POWER,A244,A Sanna,nan,9.0,D J Hall,69,+1,1073.0,-11,1.22.74,4.0,-,969400.0,* 1,H,Ngai Man & Amy Wang Hong,Equiano,Miss Rimex,PP,122.0,TURF - C Course,1400M,3,9,12,3,7,9,3,H,None,None,None,None,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0.0,0.0,0.0,0.2857142857142857,0.20945945945945946,2.5
20180107.0,9.0,10.0,37.0,4.0,10.0,6/8/3/1/3/3,nan,AMAZING MOMENT,T422,A Badel,nan,6.0,P O'Sullivan,63,+3,1076.0,-6,1.24.74,6.0,-,1478850.0,+ 1,B,Treinta Pares Syndicate,Dane Shadow,Lady Frisco,PP,116.0,TURF - C Course,1400M,3,6,8,3,1,3,3,B,None,None,None,None,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0.0,2.0,0.0,0.12121212121212122,0.25806451612903225,2.5
