date,raceNo,horseNo,odds,plc,Horse No.,Last 6 Runs,Colour,Horse,Brand No.,Jockey,Over Wt.,Draw,Trainer,Rtg.,Rtg.+/-,Horse Wt. (Declaration),Wt.+/- (vs Declaration),Best Time,Age,WFA,Season Stakes,Priority,Gear,Owner,Sire,Dam,Import Cat.,AWT,road,dist,class,Runs_1,Runs_2,Runs_3,Runs_4,Runs_5,Runs_6,Gear_1,Gear_2,Gear_3,Gear_4,Gear_5,B,H,TT,CP,V,XB,SR,P,PC,E,BO,SB,PS,Sex_c,Sex_f,Sex_g,Sex_h,Sex_m,Sex_r,going_FAST,going_GOOD,going_GOOD TO FIRM,going_GOOD TO YIELDING,going_WET FAST,going_WET SLOW,going_YIELDING,raceCourse_HV,raceCourse_ST,horseRank,SireRank,DamRank,JockeyRank,TrainerRank,HorseMatchRank
20181125.0,2.0,3.0,4.7,2.0,3.0,5/3/6/8/8/9,nan,NATURAL FLARE,A340,S de Sousa,nan,1.0,K L Man,39,-4,1153.0,+4,nan,4.0,-,792350.0,+ 1,nan,Kenneth Hui Yat Hing & Alexander Hui Yat Chuen,Smart Missile,Porschalaine,PPG,129.0,TURF - C Course,1400M,5,5,3,6,8,8,9,nan,nan,nan,nan,nan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0.22666087711680427,8.0,2.1493703864524534,0.2549019607843137,0.19658119658119658,7.192574902301346
20181125.0,2.0,2.0,3.4,1.0,2.0,9/6/6/1/4/8,nan,SUPREME WITNESS,A357,K Teetan,nan,3.0,A S Cruz,40,-3,1260.0,-19,1.22.13,5.0,-,786600.0,+ 1,B/TT,Arthur Antonio da Silva Betty da Silva & Teresa Marie da Silva,Stryker,Fine Stem,PPG,130.0,TURF - C Course,1400M,5,9,6,6,1,4,8,B,TT,None,None,None,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0.0,0.0,0.0,0.2773722627737226,0.2727272727272727,5.0
20181202.0,10.0,13.0,146.0,14.0,13.0,8/6/10/10/10/11,nan,JOLLY CONVERGENCE,V293,H N Wong,nan,7.0,R Gibson,63,+4,1090.0,+7,1.21.93,5.0,-,1154600.0,+ 1,CP-/TT-,Jolly Family Syndicate,Equiano,Langs Lash,PP,113.0,TURF - C+3 Course,1400M,3,8,6,10,10,10,11,nan,nan,None,None,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0.2,1.0,1.0,0.10119047619047619,0.19444444444444445,3.0
20181202.0,10.0,2.0,13.0,13.0,2.0,4/2/1,nan,PERFECT GLORY,B411,O Murphy,nan,12.0,C Fownes,80,+1,1104.0,-16,nan,4.0,-,1959600.0,+ 1,H1,Mr & Mrs Ringo Ng Yiu Kwok Quentin Ng Kwan Wai and Jasmine Ng Kwan Yin,Snitzel,Crevice,PP,133.0,TURF - C+3 Course,1400M,3,4,2,1,6.675155784340404,6.657052206518754,6.618059792556327,nan,None,None,None,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0.22666087711680427,8.0,2.1493703864524534,0.05263157894736842,0.13725490196078433,7.192574902301346
20181202.0,10.0,14.0,11.0,12.0,14.0,4/6/1/6/3/8,nan,SEVENTY SEVENTY,B191,C Wong,1,8.0,D J Hall,60,+1,1083.0,-15,1.22.11,4.0,-,607200.0,+ 1,nan,Jackson So Hoi Wing,Squamosa,Danish Princess,PPG,106.0,TURF - C+3 Course,1400M,3,4,6,1,6,3,8,nan,nan,nan,nan,nan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0.22666087711680427,8.516066000868433,2.1493703864524534,0.28,0.20918367346938777,7.192574902301346
20181202.0,10.0,9.0,86.0,11.0,9.0,-,nan,AMAZING LUCK,B401,K C Leung,nan,14.0,P O'Sullivan,71,+7,1184.0,0,nan,4.0,-,317400.0,+ 1,TT1,Yum Sui Sang,Sepoy,Mabsam,PP,124.0,TURF - C+3 Course,1400M,3,6.7537112010796205,6.6892534474560605,6.67595642259932,6.675155784340404,6.657052206518754,6.618059792556327,nan,None,None,None,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0.22666087711680427,0.0,2.1493703864524534,0.1759656652360515,0.2619047619047619,7.192574902301346
20181202.0,10.0,4.0,125.0,10.0,4.0,-,nan,JOLLY HONOUR,C080,C Y Ho,nan,13.0,Y S Tsui,76,+8,1052.0,0,nan,4.0,-,158700.0,+ 1,B1/TT1,Mr & Mrs Philip Ng Yuk Wing and Michael Ng Mun Kit,Reliable Man,Vexed,PP,127.0,TURF - C+3 Course,1400M,3,6.7537112010796205,6.6892534474560605,6.67595642259932,6.675155784340404,6.657052206518754,6.618059792556327,nan,nan,None,None,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0.22666087711680427,8.516066000868433,0.0,0.14225941422594143,0.20522388059701493,7.192574902301346
20181202.0,10.0,7.0,22.0,9.0,7.0,8/9/7/9/2/7,nan,GOD OF DRAGON,B108,U Rispoli,nan,3.0,D E Ferraris,73,+9,1053.0,+6,1.21.77,4.0,-,448500.0,+ 1,B,Mark's Friend Syndicate,Red Dazzler,Pardees,PP,126.0,TURF - C+3 Course,1400M,3,8,9,7,9,2,7,B,None,None,None,None,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0.25,1.0,1.0,0.2116788321167883,0.14136125654450263,4.5
20181202.0,10.0,10.0,14.0,8.0,10.0,2/5/2/2/1/6,nan,RELENTLESS ME,A178,C Schofield,nan,11.0,W Y So,67,+11,1165.0,-14,1.21.54,5.0,-,952200.0,+ 1,nan,Bankee Kwan Pak Hoo,Statue Of Liberty,Snow Flight,PPG,120.0,TURF - C+3 Course,1400M,3,2,5,2,2,1,6,nan,nan,nan,nan,nan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0.5,3.0,3.0,0.23923444976076555,0.21161825726141079,7.0
20181202.0,10.0,5.0,16.0,7.0,5.0,3/6/3/3/2/1,nan,SUN TOUCH,V266,H T Mo,nan,9.0,C S Shum,76,+5,1236.0,-6,1.21.85,6.0,-,558900.0,* 1,B/H/TT,Michael To Kwong Yip Tso Lai Ming & To Wing Shuen,Rip Van Winkle,Teardrop Island,PP,124.0,TURF - C+3 Course,1400M,3,3,6,3,3,2,1,B,H,TT,None,None,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0.8,5.0,4.0,0.22115384615384615,0.2236842105263158,8.0
20181202.0,10.0,12.0,8.1,6.0,12.0,4/7/10/10/2/2,nan,HOME RUN,V101,M F Poon,nan,6.0,K H Ting,63,+2,1175.0,-9,1.22.02,6.0,-,710700.0,+ 1,nan,Johnny Shih Jar Yi,Hinchinbrook,Truly Kissed,PPG,113.0,TURF - C+3 Course,1400M,3,4,7,10,10,2,2,nan,nan,nan,nan,nan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0.35714285714285715,13.0,5.0,0.24390243902439024,0.22666087711680713,6.0
20181202.0,10.0,8.0,13.0,5.0,8.0,7/9/11/8/13/6,nan,DANCES WITH DRAGON,B129,D Whyte,nan,2.0,L Ho,72,-11,1085.0,+7,1.22.28,5.0,-,1738500.0,+ 1,H/P/TT,Wong Yat Cheung Eliza Wong & Amy Wong Hoi Fung,Savabeel,Around The Clock,PP,125.0,TURF - C+3 Course,1400M,3,7,9,11,8,13,6,H,P,TT,None,None,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0.0,31.0,0.0,0.2109704641350211,0.1807909604519774,1.5
20181202.0,10.0,6.0,18.0,4.0,6.0,-,nan,VINCY,B213,G van Niekerk,nan,4.0,F C Lor,75,-3,1075.0,0,nan,4.0,-,676200.0,+ 1,TT1,Leung Lun Ping,Elzaam,Instant Memories,PP,128.0,TURF - C+3 Course,1400M,3,6.7537112010796205,6.6892534474560605,6.67595642259932,6.675155784340404,6.657052206518754,6.618059792556327,nan,None,None,None,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0.22666087711680427,0.0,2.1493703864524534,0.22666087711680669,0.475,7.192574902301346
20181202.0,10.0,3.0,4.4,3.0,3.0,1/9/8/5/3/3,nan,TAKING AIM,B244,N Callan,nan,10.0,J Moore,79,-8,1187.0,-7,1.21.48,4.0,-,2160900.0,+ 1,nan,Edwin Cheung Hon Kit,Choisir,Girl Hussler,PP,132.0,TURF - C+3 Course,1400M,3,1,9,8,5,3,3,nan,nan,nan,nan,nan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0.25,11.0,1.0,0.23893805309734514,0.3014705882352941,4.5
20181202.0,10.0,11.0,5.4,2.0,11.0,5/7/6/6/10,nan,DIAMOND RHYME,B183,Z Purton,1,5.0,K W Lui,66,0,1043.0,-8,1.23.11,4.0,-,351900.0,+ 1,nan,Lau So Wah,Sebring,Keeper Quiet,PP,119.0,TURF - C+3 Course,1400M,3,5,7,6,6,10,6.618059792556327,nan,nan,nan,nan,nan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0.0,12.0,0.0,0.39768339768339767,0.19337016574585636,1.5
20181202.0,10.0,1.0,5.5,1.0,1.0,12/3/7/5,nan,MR SO AND SO,B412,S de Sousa,nan,1.0,J Size,80,-11,1019.0,-4,1.21.75,4.0,-,2125050.0,+ 1,nan,AA84 Syndicate,So You Think,Danesty,PP,133.0,TURF - C+3 Course,1400M,3,12,3,7,5,6.657052206518754,6.618059792556327,nan,nan,nan,nan,nan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0.22666087711680427,0.0,2.1493703864524534,0.2549019607843137,0.42934782608695654,7.192574902301346
20181209.0,10.0,3.0,32.0,14.0,3.0,-,nan,TASHIDELEK,C084,A Badel,nan,9.0,K H Ting,76,+6,1160.0,0,nan,4.0,-,303600.0,+ 1,TT1,Contented And Happy Syndicate,Street Cry,Sesenta,PP,131.0,TURF - A Course,1400M,3,6.7537112010796205,6.6892534474560605,6.67595642259932,6.675155784340404,6.657052206518754,6.618059792556327,nan,None,None,None,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0.22666087711680427,3.0,2.1493703864524534,0.22448979591836735,0.22666087711680713,7.192574902301346
20181209.0,10.0,4.0,37.0,13.0,4.0,1/6/10/3/2/10,nan,MR WEALTH,B265,N Callan,nan,11.0,K L Man,75,+3,1163.0,+6,1.22.26,4.0,-,786600.0,+ 1,H/P,The Sunflower Syndicate,Tamayuz,Empire Rose,PP,130.0,TURF - A Course,1400M,3,1,6,10,3,2,10,H,P,None,None,None,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0.0,0.0,0.0,0.23893805309734514,0.19658119658119658,1.5
20181209.0,10.0,6.0,79.0,12.0,6.0,7,nan,AMAZING CHOCOLATE,C059,C Schofield,nan,7.0,R Gibson,73,+9,1179.0,-10,nan,4.0,-,303600.0,+ 1,nan,Antony Ip Ren Haw,Sepoy,Nanda Kot,PP,128.0,TURF - A Course,1400M,3,7,6.6892534474560605,6.67595642259932,6.675155784340404,6.657052206518754,6.618059792556327,nan,nan,nan,nan,nan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0.22666087711680427,0.0,2.1493703864524534,0.23923444976076555,0.19444444444444445,7.192574902301346
20181209.0,10.0,1.0,10.0,11.0,1.0,13/8/11/5/9/7,nan,CIRCUIT HASSLER,A041,W Buick,nan,5.0,A S Cruz,78,+14,1197.0,-6,1.20.67,6.0,-,199350.0,* 1,B/H/TT,Chan Wing Kwan Chang Wing Yiu & Cheung Kwok Wa,Shocking,Zaquabeel,PP,133.0,TURF - A Course,1400M,3,13,8,11,5,9,7,B,H,TT,None,None,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0.75,11.0,3.0,0.22666087711680669,0.2727272727272727,10.0
20181209.0,10.0,11.0,20.0,10.0,11.0,4/8/10/6/2/6,nan,GAMEPLAYER EMPEROR,B207,U Rispoli,nan,10.0,F C Lor,64,-8,1035.0,+13,nan,3.0,-,1331700.0,+ 1,B,Lam Yau Pik,Gio Ponti,Escape To Victory,PP,119.0,TURF - A Course,1400M,3,4,8,10,6,2,6,B,None,None,None,None,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0.22666087711680427,8.516066000868433,2.1493703864524534,0.2116788321167883,0.475,7.192574902301346
20181209.0,10.0,5.0,8.7,9.0,5.0,9/7/3/9/5/5,nan,BABA MAMA,V214,H Bowman,nan,8.0,L Ho,74,+1,1140.0,+1,1.21.46,6.0,-,303600.0,* 1,TT2,Jimmy Chung Kwok Man & Dominic Chung Won Lok,Per Incanto,Irish Magic,PPG,129.0,TURF - A Course,1400M,3,9,7,3,9,5,5,nan,None,None,None,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0.5333333333333333,13.0,8.0,0.5,0.1807909604519774,6.0
20181209.0,10.0,2.0,17.0,8.0,2.0,1/1/4/2/3/7,nan,INVINCIBLE FRESH,T190,K Teetan,nan,6.0,P F Yiu,76,0,1039.0,-18,1.21.49,7.0,-,1621500.0,+ 1,CP/E/XB,Ricky Cheng Wai Tao,Footstepsinthesand,Princess Serena,PP,131.0,TURF - A Course,1400M,3,1,1,4,2,3,7,CP,E,XB,None,None,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0.625,8.0,5.0,0.2773722627737226,0.24378109452736318,7.0
20181209.0,10.0,12.0,40.0,7.0,12.0,4/6/6/8/4/5,nan,SHAMPORT,B167,C Y Ho,nan,14.0,C Fownes,64,+8,1085.0,+1,1.21.83,4.0,-,243800.0,+ 1,PC-,Winnie Law Wing Yin,Shamardal,Port Providence,PP,117.0,TURF - A Course,1400M,3,4,6,6,8,4,5,nan,None,None,None,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0.25,7.0,1.0,0.14225941422594143,0.13725490196078433,3.0
20181209.0,10.0,13.0,215.0,6.0,13.0,11/11/9/9/5/5,nan,GENEROUS HEART,V394,M F Poon,nan,12.0,C H Yip,62,+6,1111.0,-19,1.22.38,5.0,-,87400.0,* 1,H/XB,Chan Hak Shing Dominic Yuen Pui Lam Adrian Yuen Moon Lam & Chan Hak Yuen,D' Funnybone,Shakaleena,PPG,114.0,TURF - A Course,1400M,3,11,11,9,9,5,5,H,XB,None,None,None,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0.6666666666666666,2.0,2.0,0.24390243902439024,0.24914675767918087,8.5
20181209.0,10.0,14.0,15.0,5.0,14.0,3/3/10/1/3/2,nan,GRADE ONE,A010,K C Leung,nan,3.0,P O'Sullivan,62,-6,1192.0,+8,1.21.58,5.0,-,1662900.0,1,B,Benny Kwong Kai Sing,Manhattan Rain,Zipanese,PPG,117.0,TURF - A Course,1400M,3,3,3,10,1,3,2,B,None,None,None,None,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0.4,2.0,2.0,0.1759656652360515,0.2619047619047619,5.0
20181209.0,10.0,9.0,44.0,4.0,9.0,5/9/2/6/5/6,nan,SMART BOY,V076,G Mosse,nan,2.0,T P Yung,71,+4,1199.0,-1,1.21.55,6.0,-,434700.0,+ 1,CP-/V1,Ng Kam Ming,Lonhro,Rose Ransom,PP,126.0,TURF - A Course,1400M,3,5,9,2,6,5,6,nan,nan,None,None,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0.3333333333333333,23.0,1.0,0.25,0.2422680412371134,4.0
20181209.0,10.0,7.0,2.9,3.0,7.0,2,nan,NICCONI EXPRESS,C024,J Moreira,nan,13.0,J Size,73,-8,1043.0,-15,1.21.99,4.0,-,1317150.0,+ 1,nan,Larry Yung Chi Kin,Nicconi,Rhandara,PP,128.0,TURF - A Course,1400M,3,2,6.6892534474560605,6.67595642259932,6.675155784340404,6.657052206518754,6.618059792556327,nan,nan,nan,nan,nan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0.22666087711680427,2.0,2.1493703864524534,0.5116279069767442,0.42934782608695654,7.192574902301346
20181209.0,10.0,8.0,3.4,2.0,8.0,1/4/6/2/2/4,nan,NOBLE STEED,A326,R Moore,nan,1.0,K W Lui,73,-11,1160.0,-2,1.21.63,5.0,-,2649600.0,+ 1,nan,Choi Wong Ling Ling Choi Kam Shan & Choi Yun Chor,Street Cry,Extension Of Time,ISG,128.0,TURF - A Course,1400M,3,1,4,6,2,2,4,nan,nan,nan,nan,nan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0.6666666666666666,3.0,2.0,0.3684210526315789,0.19337016574585636,8.5
20181209.0,10.0,10.0,13.0,1.0,10.0,8/13/5/6/6/6,nan,ENCOURAGING,B109,D Whyte,nan,4.0,J Moore,70,-30,1039.0,-18,1.21.53,5.0,-,3619650.0,+ 1,B/TT,Ada Wong Yin Man,Redoute's Choice,Miss Marielle,PP,125.0,TURF - A Course,1400M,3,8,13,5,6,6,6,B,TT,None,None,None,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0.0,5.0,0.0,0.2109704641350211,0.3014705882352941,1.5
20181209.0,1.0,3.0,114.0,14.0,3.0,3/8/10/14/8/5,nan,HAPPY GUY,A365,N Callan,nan,13.0,L Ho,58,+4,1109.0,0,1.22.82,5.0,-,105800.0,+ 1,H,Gibson Lau Wai Chi Lau Wai Kin & Cheng Hop Ming,Alamosa,Shy Belt,PP,131.0,TURF - A Course,1400M,4,3,8,10,14,8,5,H,None,None,None,None,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0.0,7.0,0.0,0.23893805309734514,0.1807909604519774,3.5
20181209.0,1.0,6.0,11.0,13.0,6.0,2/3/4/1/7/10,nan,UNIVERSAL GO GO,B132,C Y Ho,nan,7.0,K W Lui,54,-6,1104.0,-9,nan,4.0,-,1720400.0,1,nan,The Executors of the Estate of the late George Wong Kin Wah,Azamour,Love Blooms,PPG,125.0,TURF - A Course,1400M,4,2,3,4,1,7,10,nan,nan,nan,nan,nan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0.22666087711680427,0.0,2.1493703864524534,0.14225941422594143,0.19337016574585636,7.192574902301346
20181209.0,1.0,13.0,112.0,12.0,13.0,11/8/10/7/11,nan,SPEEDY DRAGON,B185,K C Leung,nan,1.0,D J Hall,44,-10,1055.0,-16,1.22.72,4.0,-,1370800.0,+ 1,B,Super Excellent Partners Syndicate,Exceed And Excel,Innovation Girl,PPG,117.0,TURF - A Course,1400M,4,11,8,10,7,11,6.618059792556327,B,None,None,None,None,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0.22666087711680427,22.0,2.1493703864524534,0.1759656652360515,0.20918367346938777,7.192574902301346
20181209.0,1.0,9.0,3.8,11.0,9.0,7/7/3,nan,PICKEN,B311,J Moreira,nan,4.0,J Size,51,-19,1167.0,-12,1.23.39,4.0,-,2196500.0,* 1,PC/TT,Dr Edwin Lam Chi Wan,Duporth,Baby Boom,PPG,124.0,TURF - A Course,1400M,4,7,7,3,6.675155784340404,6.657052206518754,6.618059792556327,PC,TT,None,None,None,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0.0,19.0,0.0,0.5116279069767442,0.42934782608695654,3.5
20181209.0,1.0,10.0,43.0,10.0,10.0,7/5/4/2/4/4,nan,RED HORSE,V334,M Barzalona,nan,8.0,C H Yip,49,+2,1200.0,+14,1.21.99,6.0,-,662400.0,* 1,B,Red Horse Syndicate,Flying Spur,Vivacious Spirit,ISG,122.0,TURF - A Course,1400M,4,7,5,4,2,4,4,B,None,None,None,None,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0.38461538461538464,6.0,5.0,0.22666087711680669,0.24914675767918087,8.0
20181209.0,1.0,11.0,8.4,9.0,11.0,1/9/6/6/1/4,nan,SUPREME WITNESS,A357,K Teetan,nan,10.0,A S Cruz,46,+3,1269.0,+9,1.22.13,5.0,-,786600.0,1,B/TT,Arthur Antonio da Silva Betty da Silva & Teresa Marie da Silva,Stryker,Fine Stem,PPG,119.0,TURF - A Course,1400M,4,1,9,6,6,1,4,B,TT,None,None,None,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0.0,0.0,0.0,0.2773722627737226,0.2727272727272727,3.5
20181209.0,1.0,12.0,11.0,8.0,12.0,4/4/7/8/8/6,nan,HAPPY WARRIOR,A313,D Whyte,1,11.0,J Moore,44,-15,1084.0,-20,1.23.54,5.0,-,1646800.0,+ 1,CP,Brian Leung Hung Tak Sophie Leung Lau Yau Fun Nisa Bernice Leung Wing Yu & Jeffrey Leung Kei Sin,More Than Ready,Zingaling,ISG,117.0,TURF - A Course,1400M,4,4,4,7,8,8,6,CP,None,None,None,None,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0.0,7.0,0.0,0.2109704641350211,0.3014705882352941,3.5
20181209.0,1.0,2.0,4.1,7.0,2.0,1/4,nan,CHARIZARD,B463,U Rispoli,nan,5.0,D E Ferraris,59,-4,1019.0,+20,nan,4.0,-,1759500.0,+ 1,nan,Michelle Chan Kam Ha,Onemorenomore,Whatsaname,PPG,132.0,TURF - A Course,1400M,4,1,4,6.67595642259932,6.675155784340404,6.657052206518754,6.618059792556327,nan,nan,nan,nan,nan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0.22666087711680427,7.0,2.1493703864524534,0.2116788321167883,0.14136125654450263,7.192574902301346
20181209.0,1.0,4.0,6.5,6.0,4.0,2/5/2/2/4/10,nan,CITY LEGEND,A086,Z Purton,nan,3.0,T P Yung,57,+2,1008.0,+18,1.22.34,5.0,-,639400.0,+ 1,B,Gary Hung Hing Ming Stephen Lok Tsz Ho & Joseph Cheng Pok Man,Red Giant,Show Exhibit,PPG,130.0,TURF - A Course,1400M,4,2,5,2,2,4,10,B,None,None,None,None,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0.4,2.0,2.0,0.39768339768339767,0.2422680412371134,9.0
20181209.0,1.0,14.0,76.0,5.0,14.0,9/9/9/10/6,nan,BINGO HERO,A389,C Schofield,1,6.0,Y S Tsui,43,+6,1264.0,-8,1.25.29,5.0,-,161000.0,+ 1,H,Mr & Mrs Lam Kwok Yan,Star Witness,Our Contessina,PPG,116.0,TURF - A Course,1400M,4,9,9,9,10,6,6.618059792556327,H,None,None,None,None,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0.0,0.0,0.0,0.23923444976076555,0.20522388059701493,3.5
20181209.0,1.0,1.0,37.0,4.0,1.0,3/2/6/2/2/6,nan,VICTORY POWER,B294,H T Mo,nan,12.0,R Gibson,60,+4,1123.0,-11,nan,4.0,-,906200.0,1,B/TT,Dr Sonny Li Mow Ming,Power,Sugar Moon,PPG,128.0,TURF - A Course,1400M,4,3,2,6,2,2,6,B,TT,None,None,None,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0.22666087711680427,0.0,2.1493703864524534,0.22115384615384615,0.19444444444444445,7.192574902301346
20181209.0,1.0,8.0,36.0,3.0,8.0,8/6/3/6/3/2,nan,DESTIN,V417,S Clipperton,nan,9.0,P O'Sullivan,51,+7,1141.0,0,1.22.63,5.0,-,542800.0,+ 1,B,Benedict Sin,Duporth,Lady Jaguar,PPG,124.0,TURF - A Course,1400M,4,8,6,3,6,3,2,B,None,None,None,None,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0.2857142857142857,19.0,2.0,0.2391304347826087,0.2619047619047619,7.0
20181209.0,1.0,7.0,9.5,2.0,7.0,5/2/3/6/13/2,nan,NOBLE DE LOVE,V324,H Bowman,nan,2.0,F C Lor,52,-14,1206.0,+7,1.22.37,6.0,-,1748000.0,+ 1,B/TT,Mr & Mrs Tony Tang Wai Bun,Commands,Terrenora,ISG,125.0,TURF - A Course,1400M,4,5,2,3,6,13,2,B,TT,None,None,None,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0.42857142857142855,14.0,6.0,0.5,0.475,10.0
20181209.0,1.0,5.0,22.0,1.0,5.0,7/8/2/6/4/5,nan,SMART CHARADE,A314,Y Iwata,nan,14.0,W Y So,55,-9,1162.0,+3,1.23.32,4.0,-,1249600.0,* 1,B/TT,Toru Okawa,Fastnet Rock,Aniarnota,ISG,128.0,TURF - A Course,1400M,4,7,8,2,6,4,5,B,TT,None,None,None,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0.0,15.0,0.0,0.22666087711680669,0.21161825726141079,3.5
20181216.0,11.0,1.0,172.0,13.0,1.0,-,nan,CAMERA FACE,B476,U Rispoli,nan,8.0,Y S Tsui,80,+2,1109.0,0,nan,3.0,-,0.0,1,H1,Chu Hung Kwan & Chu Joshua Wai Kim,Literato,Priceless Baby,PP,133.0,TURF - C+3 Course,1400M,3,6.7537112010796205,6.6892534474560605,6.67595642259932,6.675155784340404,6.657052206518754,6.618059792556327,nan,None,None,None,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0.22666087711680427,8.516066000868433,2.1493703864524534,0.2116788321167883,0.20522388059701493,7.192574902301346
20181216.0,11.0,5.0,123.0,12.0,5.0,8/7/8/11/1/4,nan,DIAMOND KING,S347,C Murray,nan,11.0,T P Yung,73,+6,1160.0,+4,1.21.84,7.0,-,462300.0,1,V/TT,Tang Kui Ming,O'Reilly,The Dazzler,ISG,126.0,TURF - C+3 Course,1400M,3,8,7,8,11,1,4,V,TT,None,None,None,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0.6666666666666666,33.0,7.0,0.09523809523809523,0.2422680412371134,10.0
